P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Mag,P. Period (days),P. Eccentricity,S. Mass (SU),S. Radius (SU),S. Teff (K),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Year
12.69,2.11,1.36,2.86,185.8772,940.7,-24.5,11.13,0.0,1.19,1.38,5839.0,19.2089,38.9969,1,0,-2.33,-0.13,-0.18,0.3,0.26,0,0,1,2016.0
5.27,1.68,1.11,1.87,24.69275,567.9,-21.8,29.62,0.0,0.94,0.96,5631.0,19.4013,38.5456,1,0,-2.08,-0.15,-0.29,0.32,0.32,0,0,1,2016.0
2.1,1.3,0.96,1.25,220.9458,982.2,-23.63,6.4,0.0,0.93,1.09,5475.0,19.1539,39.1447,1,0,-2.32,-0.16,-0.94,0.28,0.29,0,0,1,2016.0
14.46,2.17,1.41,3.06,27.82885,585.2,-22.5,27.07,0.0,0.96,0.95,5680.0,19.8139,41.7817,1,0,-2.1,-0.13,0.33,0.32,0.29,0,0,1,2016.0
21.7,2.39,1.6,3.81,158.6791,904.2,-24.6,13.72,0.0,1.19,1.29,6224.0,19.4985,42.1423,1,0,-2.34,-0.12,0.21,0.3,0.24,0,0,1,2016.0
65.95,6.88,0.2,1.39,3.203191,340.8,-22.65,133.46,0.0,0.95,0.93,5681.0,19.145,44.8786,1,0,-1.38,4.41,1.51,0.17,0.36,0,0,1,2016.0
4.45,2.84,0.19,0.55,41.01763,644.7,-23.51,14.13,0.0,0.85,0.82,5315.0,19.105,44.7952,1,0,-2.15,2.49,-0.78,0.23,0.25,0,0,1,2016.0
10.17,1.99,1.28,2.56,18.276429999999998,526.8,-21.85,11.42,0.0,0.67,0.63,4435.0,19.0717,44.6646,1,0,-1.96,-0.13,0.17,0.34,0.32,0,0,1,2016.0
8.79,3.54,0.2,0.7,13.368960000000001,487.2,-22.76,40.06,0.0,0.93,0.9,5507.0,19.0677,45.0078,1,0,-1.93,2.74,-0.35,0.23,0.27,0,0,1,2016.0
10.78,3.79,0.2,0.75,18.817989999999998,530.6,-23.28,50.29,0.0,1.05,1.12,5919.0,19.9481,44.6939,1,0,-2.02,2.85,-0.31,0.22,0.24,0,0,1,2016.0
9.09,1.94,1.25,2.42,84.08232,771.5,-23.45,14.37,0.0,1.01,1.05,5817.0,19.5582,44.7851,2,0,-2.26,-0.14,-0.22,0.31,0.27,0,0,1,2016.0
1.35,1.14,0.91,1.04,143.0048,881.0,-22.88,9.65,0.0,1.01,1.05,5817.0,19.5582,44.7851,2,0,-2.31,-0.17,-1.02,0.28,0.3,0,0,1,2016.0
4.68,2.89,0.19,0.56,81.89793,766.4,-24.29,30.86,0.0,1.19,1.65,6112.0,19.5487,45.0533,1,0,-2.27,2.5,-0.84,0.22,0.23,0,0,1,2016.0
1.35,1.14,0.91,1.04,216.5931,977.4,-23.33,8.09,0.0,0.99,1.16,5770.0,19.7338,44.8534,1,0,-2.34,-0.17,-1.06,0.28,0.3,0,0,1,2016.0
345.47,10.42,0.31,3.18,5.615618,392.2,-24.17,117.93,0.0,1.04,1.06,5965.0,19.268,48.1198,1,0,-1.64,6.58,3.89,0.11,0.24,0,0,1,2016.0
5.34,3.01,0.2,0.59,11.53155,469.5,-22.25,55.64,0.0,0.99,0.98,5734.0,19.2722,48.0181,1,0,-1.9,2.54,-0.54,0.24,0.31,0,0,1,2016.0
8.88,1.93,1.24,2.39,368.6872,1116.4,-25.05,4.6,0.0,1.03,1.04,5803.0,19.7743,48.0826,1,0,-2.37,-0.14,-0.49,0.29,0.26,0,0,1,2016.0
3.77,2.7,0.19,0.52,57.73373,702.3,-23.76,23.58,0.0,1.01,1.24,5747.0,19.0283,47.8346,1,0,-2.22,2.45,-0.87,0.23,0.24,0,0,1,2016.0
8.87,3.55,0.2,0.7,510.7985,1211.2,-26.74,10.12,0.0,1.45,1.71,6761.0,19.257,48.2085,1,0,-2.43,2.75,-0.85,0.21,0.19,0,0,1,2016.0
13.55,2.14,1.38,2.96,44.59698,658.4,-22.98,19.13,0.0,0.95,0.93,5743.0,19.0442,48.4354,1,0,-2.18,-0.13,0.17,0.31,0.28,0,0,1,2016.0
12.97,2.12,1.37,2.9,406.8763,1144.2,-25.36,6.15,0.0,1.15,1.22,6162.0,18.994,48.4316,1,0,-2.4,-0.13,-0.31,0.29,0.25,0,0,1,2016.0
312.37,10.24,0.29,2.98,61.62545,713.8,-26.74,10.51,0.0,0.9,0.85,5286.0,19.5575,39.2125,1,0,-2.2,6.44,2.27,0.12,0.1,0,0,1,2016.0
172.88,9.03,0.24,2.12,454.5287,1176.3,-28.65,3.99,0.0,1.03,1.03,5861.0,19.7388,39.1616,1,0,-2.39,5.64,0.74,0.14,0.1,0,0,1,2016.0
26.46,5.11,0.2,1.01,96.49009000000001,798.5,-25.72,10.04,0.0,0.94,0.92,5638.0,19.749,39.3703,1,0,-2.27,3.48,-0.17,0.19,0.16,0,0,1,2016.0
4.02,2.76,0.19,0.53,12.37481,477.8,-22.13,33.2,0.0,0.86,0.81,5279.0,19.6914,39.1772,1,0,-1.91,2.46,-0.66,0.24,0.31,0,0,1,2016.0
44.88,6.08,0.2,1.21,9.004264,441.3,-23.51,127.83,0.0,1.23,1.36,6260.0,19.4013,39.2207,1,0,-1.82,3.98,0.77,0.18,0.24,0,0,1,2016.0
2.17,1.31,0.96,1.26,511.631,1211.7,-24.57,1.92,0.0,0.84,0.8,5191.0,19.0412,39.3795,1,0,-2.35,-0.16,-1.02,0.28,0.29,0,0,1,2016.0
6.4,1.77,1.16,2.05,682.0334,1302.0,-25.54,3.22,0.0,1.06,1.08,5928.0,19.4851,39.5502,1,0,-2.41,-0.14,-0.71,0.28,0.27,0,0,1,2016.0
4.09,1.57,1.06,1.66,330.9175,1086.6,-24.48,4.17,0.0,0.98,0.96,5643.0,18.9722,39.2202,1,0,-2.36,-0.15,-0.78,0.29,0.28,0,0,1,2016.0
7.92,1.87,1.21,2.26,564.9871,1242.1,-25.45,4.51,0.0,1.15,1.22,6035.0,19.3652,39.732,1,0,-2.41,-0.14,-0.6,0.29,0.26,0,0,1,2016.0
3.69,1.52,1.04,1.59,581.8279,1251.2,-25.04,3.77,0.0,1.03,1.08,5976.0,19.6513,39.3985,2,0,-2.4,-0.15,-0.88,0.28,0.28,0,0,1,2016.0
7.38,1.84,1.19,2.19,207.3332,966.7,-24.32,8.18,0.0,1.03,1.08,5976.0,19.6513,39.3985,2,0,-2.35,-0.14,-0.48,0.29,0.27,0,0,1,2016.0
1.86,1.25,0.94,1.18,553.5004,1235.7,-24.56,4.49,0.0,1.05,1.15,6079.0,18.9907,39.2405,1,0,-2.41,-0.16,-1.06,0.28,0.29,0,0,1,2016.0
35.33,5.62,0.2,1.12,10.3543,457.0,-23.49,51.93,0.0,0.93,0.91,5602.0,19.6644,42.7086,1,0,-1.86,3.74,0.54,0.19,0.24,0,0,1,2016.0
12.69,2.11,1.36,2.86,179.9222,933.1,-24.46,6.88,0.0,0.98,0.97,5698.0,18.8222,42.4638,1,0,-2.32,-0.13,-0.18,0.3,0.26,0,0,1,2016.0
5.54,1.7,1.12,1.91,144.6318,883.5,-23.76,11.3,0.0,1.07,1.11,6037.0,19.6703,42.7568,1,0,-2.32,-0.15,-0.56,0.29,0.28,0,0,1,2016.0
1.92,1.27,0.95,1.2,239.7407,1002.5,-23.67,5.62,0.0,0.99,0.97,5732.0,19.6657,42.7277,1,0,-2.35,-0.16,-0.98,0.28,0.29,0,0,1,2016.0
11.62,2.06,1.33,2.74,143.1425,881.2,-24.17,7.14,0.0,0.92,0.9,5596.0,19.7284,45.3839,1,0,-2.3,-0.13,-0.18,0.3,0.26,0,0,1,2016.0
10.64,2.02,1.3,2.62,8.62871,436.6,-21.05,18.75,0.0,0.64,0.62,4339.0,19.3653,45.6007,1,0,-1.77,-0.13,0.4,0.35,0.39,0,0,1,2016.0
10.64,2.02,1.3,2.62,17.63157,522.1,-21.83,13.32,0.0,0.7,0.66,4554.0,19.137,45.1804,1,0,-1.96,-0.13,0.21,0.34,0.33,0,0,1,2016.0
4.18,2.79,0.19,0.54,134.0584,866.9,-24.76,11.42,0.0,1.08,1.11,5954.0,18.9049,45.7348,1,0,-2.31,2.47,-0.93,0.22,0.23,0,0,1,2016.0
3.92,2.73,0.19,0.52,117.5131,838.8,-24.57,11.36,0.0,1.03,1.04,5895.0,19.1635,45.7044,1,0,-2.3,2.46,-0.93,0.22,0.23,0,0,1,2016.0
3.15,2.55,0.19,0.48,34.59394,617.9,-23.09,16.56,0.0,0.85,0.81,5403.0,19.0164,45.9502,1,0,-2.13,2.41,-0.87,0.23,0.26,0,0,1,2016.0
3.92,2.73,0.19,0.52,61.46206,713.3,-23.86,15.75,0.0,0.98,0.96,5770.0,19.029,45.976,1,0,-2.22,2.46,-0.86,0.23,0.24,0,0,1,2016.0
3.19,2.56,0.19,0.49,37.37777,629.9,-23.18,37.81,0.0,1.22,1.31,6058.0,19.405,45.2426,1,0,-2.16,2.41,-0.87,0.23,0.26,0,0,1,2016.0
,17.06,,,930.6907,1407.2,-30.82,2.5,0.0,1.04,1.06,5920.0,19.7672,49.4573,1,0,-2.42,,,,0.05,0,0,1,2016.0
28.42,5.23,0.2,1.04,2.2164650000000004,310.9,-21.65,124.42,0.0,0.85,0.81,5324.0,18.9501,48.8096,1,0,-1.18,3.54,0.83,0.21,0.45,0,0,1,2016.0
4.42,1.6,1.08,1.72,624.8307,1273.8,-25.22,1.22,0.0,0.78,0.73,4848.0,19.4886,49.6535,1,0,-2.33,-0.15,-0.83,0.29,0.28,0,0,1,2016.0
5.27,1.68,1.11,1.87,87.32812,778.8,-23.18,2.61,0.0,0.59,0.57,4128.0,19.1905,48.7741,1,0,-2.15,-0.15,-0.5,0.31,0.29,0,0,1,2016.0
11.12,2.04,1.31,2.68,993.0836,1430.2,-26.26,0.93,0.0,0.79,0.75,4913.0,19.3972,49.2038,1,0,-2.35,-0.13,-0.54,0.29,0.25,0,0,1,2016.0
25.7,2.48,1.69,4.19,36.55738,626.5,-23.08,19.81,0.0,0.94,0.91,5579.0,19.1371,49.046,1,0,-2.14,-0.11,0.76,0.31,0.27,0,0,1,2016.0
1.49,1.18,0.92,1.08,301.0377,1061.2,-23.75,2.34,0.0,0.83,0.77,4940.0,18.9003,49.451,1,0,-2.3,-0.17,-1.06,0.28,0.3,0,0,1,2016.0
5.54,1.7,1.12,1.91,267.8616,1030.7,-24.43,6.91,0.0,1.01,1.2,5695.0,19.5526,48.8116,1,0,-2.35,-0.15,-0.64,0.29,0.27,0,0,1,2016.0
6.56,1.78,1.16,2.07,238.8404,1001.5,-24.41,7.19,0.0,1.06,1.09,5932.0,19.539,48.5754,1,0,-2.36,-0.14,-0.56,0.29,0.27,0,0,1,2016.0
5.27,1.68,1.11,1.87,93.3095,791.8,-23.25,8.51,0.0,0.89,0.85,5455.0,19.6454,49.1402,1,0,-2.25,-0.15,-0.51,0.3,0.29,0,0,1,2016.0
3.1,2.54,0.19,0.48,24.341479999999997,565.9,-22.69,44.93,0.0,1.19,1.16,6100.0,19.8261,48.5607,1,0,-2.08,2.41,-0.83,0.23,0.28,0,0,1,2016.0
5.4,1.69,1.12,1.89,555.9828,1237.1,-25.22,7.17,0.0,1.3,1.55,6350.0,18.9291,49.1103,1,0,-2.42,-0.15,-0.75,0.28,0.27,0,0,1,2016.0
127.44,8.34,0.22,1.83,180.0094,933.2,-27.47,7.89,0.0,1.03,1.03,5835.0,19.673,43.5376,1,0,-2.33,5.23,0.74,0.15,0.11,0,0,1,2016.0
195.56,9.3,0.24,2.26,121.6203,846.1,-27.28,8.03,0.0,0.96,0.93,5535.0,19.3069,46.315,1,0,-2.28,5.8,1.32,0.14,0.1,0,0,1,2016.0
63.58,6.8,0.2,1.38,6.834557000000001,411.9,-23.45,85.35,0.0,0.99,0.99,5773.0,19.6422,43.4005,1,0,-1.72,4.36,1.18,0.17,0.26,0,0,1,2016.0
22.83,4.86,0.2,0.97,6.31105,403.8,-22.63,76.14,0.0,0.96,0.91,5653.0,19.2566,51.209,1,0,-1.69,3.35,0.36,0.21,0.31,0,0,1,2016.0
5.79,3.09,0.2,0.61,18.23984,526.5,-22.8,20.38,0.0,0.81,0.77,5020.0,19.1161,43.1901,1,0,-1.99,2.57,-0.58,0.23,0.27,0,0,1,2016.0
6.68,3.24,0.2,0.64,338.8477,1093.1,-26.09,5.1,0.0,1.04,1.06,5836.0,19.7052,46.2547,1,0,-2.37,2.62,-0.89,0.22,0.2,0,0,1,2016.0
17.55,2.27,1.49,3.39,169.1383,918.8,-24.56,3.95,0.0,0.82,0.78,5047.0,19.4903,46.2263,1,0,-2.28,-0.12,0.04,0.3,0.25,0,0,1,2016.0
15.43,2.21,1.44,3.17,315.6157,1073.8,-25.18,3.15,0.0,0.88,0.84,5333.0,19.852,46.4927,1,0,-2.34,-0.12,-0.17,0.3,0.25,0,0,1,2016.0
4.74,2.9,0.19,0.56,57.980990000000006,703.0,-23.93,15.59,0.0,0.96,0.95,5678.0,19.8443,43.249,1,0,-2.21,2.51,-0.8,0.23,0.23,0,0,1,2016.0
22.16,2.4,1.61,3.86,244.6163,1007.5,-25.08,5.83,0.0,1.0,1.0,5754.0,19.0038,46.3207,1,0,-2.35,-0.12,0.12,0.3,0.24,0,0,1,2016.0
26.25,2.49,1.71,4.25,58.47419,704.5,-23.6,14.16,0.0,0.93,0.92,5570.0,19.8483,43.5274,1,0,-2.21,-0.11,0.64,0.3,0.25,0,0,1,2016.0
4.65,1.62,1.09,1.76,202.1814,960.7,-24.02,2.62,0.0,0.75,0.71,4751.0,19.3415,43.0856,1,0,-2.26,-0.15,-0.67,0.3,0.28,0,0,1,2016.0
19.83,4.64,0.2,0.92,2.421355,317.8,-21.49,150.24,0.0,0.92,0.91,5541.0,19.1524,51.25,1,0,-1.23,3.24,0.51,0.22,0.46,0,0,1,2016.0
11.37,2.05,1.32,2.71,224.4078,986.1,-24.65,5.03,0.0,0.93,0.89,5614.0,18.8242,46.6752,1,0,-2.33,-0.13,-0.28,0.3,0.26,0,0,1,2016.0
9.31,3.61,0.2,0.72,16.009420000000002,509.6,-23.0,40.43,0.0,0.97,0.95,5664.0,19.295,50.9941,1,0,-1.98,2.77,-0.35,0.23,0.26,0,0,1,2016.0
4.13,2.78,0.19,0.54,48.09755,670.9,-23.63,21.36,0.0,1.01,1.02,5857.0,19.6935,50.4786,1,0,-2.19,2.47,-0.82,0.23,0.24,0,0,1,2016.0
10.4,3.74,0.2,0.74,59.284119999999994,706.9,-24.51,22.05,0.0,1.11,1.14,5993.0,19.6351,43.3682,1,0,-2.23,2.83,-0.52,0.22,0.2,0,0,1,2016.0
10.17,1.99,1.28,2.56,907.8617,1398.5,-26.11,2.58,0.0,1.05,1.08,5902.0,19.6945,43.6056,1,0,-2.42,-0.13,-0.56,0.29,0.26,0,0,1,2016.0
10.5,3.75,0.2,0.75,86.73898,777.5,-24.93,20.55,0.0,1.18,1.27,6163.0,19.7602,51.2713,1,0,-2.28,2.83,-0.57,0.21,0.2,0,0,1,2016.0
12.19,3.94,0.2,0.78,27.06383,581.1,-23.76,40.07,0.0,1.09,1.13,6020.0,19.6638,43.0143,1,0,-2.1,2.92,-0.32,0.22,0.22,0,0,1,2016.0
4.74,2.9,0.19,0.56,42.14852,649.1,-23.58,27.51,0.0,1.06,1.11,5958.0,19.8201,43.1419,1,0,-2.18,2.51,-0.76,0.23,0.24,0,0,1,2016.0
2.97,1.43,1.01,1.44,118.0375,839.7,-23.16,5.14,0.0,0.81,0.77,5060.0,18.8985,43.3838,1,0,-2.25,-0.16,-0.77,0.3,0.29,0,0,1,2016.0
12.97,2.12,1.37,2.9,26.90959,580.3,-22.4,18.46,0.0,0.85,0.81,5261.0,19.3239,46.5227,1,0,-2.08,-0.13,0.26,0.32,0.3,0,0,1,2016.0
8.88,1.93,1.24,2.39,13.477829999999999,488.1,-21.44,25.94,0.0,0.81,0.77,5044.0,19.0197,46.6034,1,0,-1.92,-0.14,0.15,0.34,0.35,0,0,1,2016.0
3.19,2.56,0.19,0.49,25.19066,570.8,-22.75,33.39,0.0,1.02,1.02,5792.0,19.7204,50.9098,1,0,-2.08,2.41,-0.83,0.23,0.28,0,0,1,2016.0
3.57,2.65,0.19,0.51,755.7065,1335.8,-26.53,7.71,0.0,1.46,1.74,6761.0,18.7981,43.6728,1,0,-2.44,2.44,-1.12,0.22,0.23,0,0,1,2016.0
6.56,1.78,1.16,2.07,462.7734,1181.6,-25.13,4.44,0.0,1.06,1.09,5961.0,19.2662,46.6708,1,0,-2.39,-0.14,-0.65,0.29,0.27,0,0,1,2016.0
1.75,1.23,0.94,1.15,270.4193,1033.1,-23.74,3.99,0.0,0.9,0.87,5476.0,19.6433,43.3356,1,0,-2.34,-0.16,-1.01,0.28,0.29,0,0,1,2016.0
6.56,1.78,1.16,2.07,122.7823,848.1,-23.68,12.98,0.0,1.06,1.09,6116.0,19.0956,50.3003,1,0,-2.31,-0.14,-0.46,0.3,0.28,0,0,1,2016.0
1.75,1.23,0.94,1.15,216.9902,977.8,-23.5,5.7,0.0,1.0,0.94,5715.0,19.5056,49.9232,1,0,-2.34,-0.16,-0.99,0.28,0.3,0,0,1,2016.0
26.81,2.5,1.72,4.3,115.8491,835.8,-24.36,18.11,0.0,1.21,1.35,6187.0,19.2441,49.7372,1,0,-2.31,-0.11,0.46,0.3,0.24,0,0,1,2016.0
3.69,1.52,1.04,1.59,356.0897,1106.7,-24.5,6.24,0.0,1.1,1.16,6098.0,19.0848,43.5952,1,0,-2.39,-0.15,-0.83,0.28,0.28,0,0,1,2016.0
7.38,1.84,1.19,2.19,91.57239,788.1,-23.43,20.42,0.0,1.19,1.29,6194.0,19.3394,39.817,2,0,-2.29,-0.14,-0.35,0.3,0.28,0,0,1,2016.0
1.31,1.13,0.91,1.02,339.8047,1093.8,-23.8,7.64,0.0,1.19,1.29,6194.0,19.3394,39.817,2,0,-2.39,-0.17,-1.1,0.28,0.3,0,0,1,2016.0
6.25,1.76,1.15,2.02,7.894608,427.0,-20.66,70.7,0.0,0.97,0.9,5875.0,19.7014,49.7386,1,0,-1.77,-0.14,0.03,0.36,0.42,0,0,1,2016.0
1.14,1.09,0.89,0.97,728.6434,1323.7,-24.54,3.74,0.0,1.14,1.25,5961.0,19.4312,50.7595,1,0,-2.41,-0.17,-1.18,0.27,0.29,0,0,1,2016.0
161.87,8.88,0.23,2.05,17.944,524.4,-25.09,52.76,0.0,1.09,1.13,5954.0,19.229,43.7635,1,0,-2.01,5.55,1.87,0.14,0.15,0,0,1,2016.0
52.72,6.41,0.2,1.28,15.396410000000001,504.7,-24.21,53.45,0.0,1.06,1.07,5887.0,19.4056,40.3553,1,0,-1.98,4.15,0.74,0.18,0.19,0,0,1,2016.0
4.29,2.81,0.19,0.54,22.6819,556.0,-22.83,13.75,0.0,0.75,0.72,4747.0,18.8753,43.8882,1,0,-2.02,2.48,-0.72,0.23,0.27,0,0,1,2016.0
5.4,3.02,0.2,0.59,224.6531,986.3,-25.49,6.34,0.0,1.0,0.99,5820.0,18.9975,43.913,1,0,-2.35,2.55,-0.91,0.22,0.21,0,0,1,2016.0
4.13,2.78,0.19,0.54,87.27428,778.7,-24.28,9.8,0.0,0.87,0.85,5603.0,19.2489,46.9394,1,0,-2.26,2.47,-0.88,0.22,0.23,0,0,1,2016.0
3.78,1.53,1.05,1.61,101.7836,809.2,-23.15,2.81,0.0,0.65,0.61,4315.0,19.286,51.4089,1,0,-2.18,-0.15,-0.66,0.3,0.29,0,0,1,2016.0
3.06,2.53,0.19,0.48,1.745464,292.8,-19.81,144.55,0.0,0.84,0.81,5262.0,18.8293,43.7345,1,0,-1.03,2.4,-0.49,0.27,0.64,0,0,1,2016.0
21.7,2.39,1.6,3.81,179.144,932.1,-24.73,8.05,0.0,1.03,1.04,5839.0,19.3725,51.6958,1,0,-2.33,-0.12,0.18,0.3,0.24,0,0,1,2016.0
3.4,1.49,1.03,1.53,36.05379,624.3,-21.95,5.87,0.0,0.65,0.62,4223.0,19.1057,46.8709,1,0,-2.06,-0.15,-0.56,0.32,0.32,0,0,1,2016.0
3.67,2.68,0.19,0.51,38.88062,636.2,-23.32,19.18,0.0,0.93,0.91,5595.0,19.8322,40.6808,1,0,-2.15,2.44,-0.83,0.23,0.25,0,0,1,2016.0
12.15,2.08,1.34,2.8,60.30046,709.9,-23.25,6.99,0.0,0.78,0.73,4836.0,19.7452,46.999,1,0,-2.17,-0.13,0.02,0.32,0.27,0,0,1,2016.0
2.51,1.37,0.98,1.34,62.007059999999996,714.9,-22.36,3.52,0.0,0.59,0.57,4184.0,19.4102,40.8875,1,0,-2.12,-0.16,-0.75,0.31,0.31,0,0,1,2016.0
3.1,2.54,0.19,0.48,15.53421,505.8,-22.2,40.11,0.0,0.95,0.93,5647.0,19.3154,46.9538,1,0,-1.97,2.41,-0.78,0.24,0.31,0,0,1,2016.0
10.4,2.0,1.29,2.59,103.2693,812.2,-23.75,10.35,0.0,0.98,0.97,5682.0,19.2514,40.6642,2,0,-2.28,-0.13,-0.18,0.3,0.27,0,0,1,2016.0
3.06,2.53,0.19,0.48,9.308017999999999,445.0,-21.63,62.92,0.0,0.98,0.97,5682.0,19.2514,40.6642,2,0,-1.83,2.4,-0.72,0.24,0.35,0,0,1,2016.0
2.81,1.41,1.0,1.41,182.5335,936.4,-23.61,5.08,0.0,0.95,0.86,5461.0,19.3367,46.7134,1,0,-2.31,-0.16,-0.84,0.29,0.29,0,0,1,2016.0
12.69,2.11,1.36,2.86,21.51572,548.7,-22.15,41.7,0.0,1.06,1.02,6035.0,19.427,40.1255,1,0,-2.06,-0.13,0.3,0.32,0.31,0,0,1,2016.0
1.59,1.2,0.93,1.11,147.8232,888.3,-23.02,15.87,0.0,1.08,1.38,6106.0,19.0318,41.6327,1,0,-2.33,-0.17,-0.98,0.28,0.3,0,0,1,2016.0
3.22,1.47,1.02,1.5,136.6045,871.0,-23.37,13.93,0.0,1.17,1.23,6154.0,19.3004,45.371,1,0,-2.32,-0.16,-0.76,0.29,0.29,0,0,1,2016.0
3.33,2.6,0.19,0.49,192.2853,948.7,-24.99,20.31,0.0,1.34,1.99,6112.0,19.9059,40.7507,1,0,-2.35,2.42,-1.02,0.22,0.23,0,0,1,2016.0
11.62,2.06,1.33,2.74,25.56334,572.9,-22.29,10.3,0.0,0.63,0.61,4687.0,19.8389,41.9524,1,0,-2.04,-0.13,0.19,0.33,0.3,0,0,1,2016.0
2.58,1.38,0.99,1.36,479.829,1192.4,-24.61,4.41,0.0,1.1,1.15,5877.0,19.3608,44.8993,1,0,-2.39,-0.16,-0.96,0.28,0.29,0,0,1,2016.0
3.49,1.5,1.03,1.55,747.1185,1332.0,-25.28,4.59,0.0,1.21,1.38,6173.0,19.3728,45.7371,1,0,-2.42,-0.15,-0.92,0.28,0.28,0,0,1,2016.0
6.25,1.76,1.15,2.02,12.63735,480.4,-21.17,32.3,0.0,0.85,0.81,5248.0,19.3989,45.9733,1,0,-1.91,-0.14,-0.07,0.34,0.37,0,0,1,2016.0
8.48,1.9,1.23,2.34,316.9844,1075.0,-24.86,2.97,0.0,0.8,0.76,5418.0,19.9368,47.9493,1,0,-2.34,-0.14,-0.48,0.29,0.26,0,0,1,2016.0
5.96,1.74,1.14,1.98,456.4298,1177.6,-25.06,4.85,0.0,1.11,1.14,6028.0,19.88,48.2678,1,0,-2.4,-0.15,-0.69,0.29,0.27,0,0,1,2016.0
16.81,2.25,1.47,3.32,177.4402,929.8,-24.59,11.05,0.0,1.15,1.21,6113.0,19.8743,48.4944,1,0,-2.34,-0.12,0.0,0.3,0.25,0,0,1,2016.0
23.12,2.42,1.63,3.95,127.7223,856.5,-24.39,6.53,0.0,0.89,0.85,5403.0,18.9531,49.1587,2,0,-2.28,-0.11,0.31,0.3,0.24,0,0,1,2016.0
10.88,3.8,0.2,0.75,3.323152,344.0,-21.39,100.83,0.0,0.89,0.85,5403.0,18.9531,49.1587,2,0,-1.41,2.85,0.04,0.24,0.44,0,0,1,2016.0
4.57,2.87,0.19,0.56,10.98974,463.9,-22.09,51.3,0.0,0.93,0.91,5663.0,18.9744,49.1908,1,0,-1.88,2.5,-0.6,0.24,0.32,0,0,1,2016.0
2.58,1.38,0.99,1.36,337.4737,1092.0,-24.22,6.93,0.0,1.11,1.26,5988.0,19.6114,40.0552,1,0,-2.38,-0.16,-0.93,0.28,0.29,0,0,1,2016.0
5.66,3.07,0.2,0.6,19.55461,535.7,-22.86,61.04,0.0,1.14,1.23,6167.0,19.3779,40.3977,1,0,-2.04,2.56,-0.6,0.23,0.27,0,0,1,2016.0
19.94,2.34,1.55,3.64,6.293247,403.5,-21.04,33.87,0.0,0.77,0.72,4673.0,19.3404,40.4907,1,0,-1.69,-0.12,1.08,0.33,0.41,0,0,1,2016.0
18.71,2.31,1.52,3.51,13.87938,491.7,-21.87,52.07,0.0,1.01,1.01,5806.0,19.312,40.7005,1,0,-1.95,-0.12,0.75,0.32,0.33,0,0,1,2016.0
5.68,1.71,1.13,1.93,132.1087,863.7,-23.68,9.11,0.0,0.99,0.99,5743.0,19.2922,41.3927,1,0,-2.3,-0.15,-0.53,0.3,0.28,0,0,1,2016.0
4.31,1.59,1.07,1.7,111.35,827.6,-23.33,3.93,0.0,0.73,0.7,4700.0,19.328,41.5428,1,0,-2.22,-0.15,-0.62,0.3,0.29,0,0,1,2016.0
13.26,2.13,1.38,2.93,21.50251,548.6,-22.17,71.45,0.0,1.25,1.4,6335.0,19.8876,42.2474,1,0,-2.06,-0.13,0.33,0.32,0.31,0,0,1,2016.0
2.3,1.33,0.97,1.29,79.67699,761.2,-22.58,8.04,0.0,0.86,0.81,5241.0,19.8088,42.7683,1,0,-2.23,-0.16,-0.81,0.3,0.3,0,0,1,2016.0
2.51,1.37,0.98,1.34,613.5023,1267.9,-24.86,1.92,0.0,0.87,0.84,5331.0,19.7968,43.272,1,0,-2.37,-0.16,-0.99,0.28,0.29,0,0,1,2016.0
24.64,2.45,1.67,4.09,43.08247,652.7,-23.24,14.2,0.0,0.87,0.84,5346.0,19.3046,43.5386,1,0,-2.16,-0.11,0.67,0.31,0.26,0,0,1,2016.0
12.15,2.08,1.34,2.8,4.704947,375.2,-20.46,55.67,0.0,0.81,0.77,5001.0,19.3526,43.7553,1,0,-1.58,-0.13,0.68,0.37,0.48,0,0,1,2016.0
2.37,1.34,0.97,1.31,96.88339,799.3,-22.81,4.88,0.0,0.78,0.73,4830.0,19.6681,46.6192,1,0,-2.21,-0.16,-0.82,0.3,0.3,0,0,1,2016.0
3.05,1.44,1.01,1.46,76.48731,753.4,-22.71,10.56,0.0,0.92,0.89,5482.0,19.5719,46.7363,1,0,-2.24,-0.16,-0.71,0.3,0.3,0,0,1,2016.0
10.21,3.72,0.2,0.74,15.903839999999999,508.8,-23.06,67.67,0.0,1.15,1.22,6095.0,19.6113,46.7146,2,0,-1.99,2.82,-0.31,0.22,0.26,0,0,1,2016.0
3.62,2.67,0.19,0.51,5.343184,387.3,-21.14,153.34,0.0,1.15,1.22,6095.0,19.6113,46.7146,2,0,-1.62,2.44,-0.59,0.25,0.42,0,0,1,2016.0
15.76,2.22,1.45,3.21,9.325213,445.2,-21.35,52.63,0.0,0.92,0.89,5533.0,19.6526,46.984,1,0,-1.83,-0.12,0.71,0.34,0.37,0,0,1,2016.0
6.1,1.75,1.14,2.0,45.1422,660.4,-22.55,14.88,0.0,0.88,0.85,5471.0,19.591,47.0268,1,0,-2.17,-0.14,-0.32,0.31,0.3,0,0,1,2016.0
