p_mass,p_radius,p_period,p_semi_major_axis,p_eccentricity,p_angular_distance,p_impact_parameter,s_ra,s_dec,s_mag,s_distance,s_metallicity,s_mass,s_radius,s_temperature,s_log_g,p_hill_sphere,p_distance,p_periastron,p_apastron,p_distance_eff,p_flux,p_temp_equil,p_type,s_radius_est,s_ra_h,s_ra_t,s_dec_t,s_luminosity,s_snow_line,s_abio_zone,s_tidal_lock,p_habzone_opt,p_habzone_con,p_type_temp,p_habitable,p_esi,p_radius_est,p_mass_est,p_semi_major_axis_est
291.44827999999995,16.1424,2.828042,0.04016,0.07,0.0349,0.573,100.76568,-1.296439,15.515,1150.0,0.16,1.08,1.12,5675.0,4.38,0.0024142066,0.040258392000000004,0.0373488,0.0429712,0.040184637999999995,724.54837,1320.5715,Jovian,1.12,6.7177122,06 43 03.7637,-01 17 47.1804,1.1657036,2.9151295,1.7438456999999998,0.49879587,0,0,Hot,0,0.057989717,16.1424,291.44827999999995,0.04016
415.71903,9.92085,4.03519,0.051,0.0,0.0481,0.374,102.72114,-5.086444999999999,15.039,1060.0,0.01,1.09,1.01,5945.0,4.46,0.0036995297,0.051,0.051,0.051,0.051000000999999996,438.93325,1166.1235,Jovian,1.01,6.8480762,06 50 53.0742,-05 05 11.2020,1.1416654,2.8849161,2.7815966,0.39959492,0,0,Hot,0,0.089452023,9.92085,415.71903,0.051
2415.4928,12.2189,1.51214,0.027,0.0,0.0202,0.86,103.42421,-5.536037,16.033,1340.0,0.05,1.13,1.21,6035.0,4.35,0.0034790293,0.027,0.027,0.027,0.027000001000000003,2386.937,1780.759,Jovian,1.21,6.894947800000001,06 53 41.8119,-05 32 09.7332,1.7400771000000002,3.5616235,3.2859585,0.47328841,0,0,Hot,0,0.073010313,12.2189,2415.4928,0.027
170.03798,13.1157,5.35227,0.0618,0.33,0.0736,0.825,278.52468999999996,-6.0025949999999995,15.63,840.0,0.19,1.1,1.19,5650.0,4.36,0.0022227958,0.06516501,0.041406,0.082194,0.06267296,358.62138999999996,1085.1728,Jovian,1.19,18.568314,18 34 05.9293,-06 00 09.3420,1.292934,3.070096,1.6807821,0.50740909,0,0,Hot,0,0.071126858,13.1157,170.03798,0.0618
772.32205,11.4342,3.7681,0.0461,0.0,0.0501,0.18,278.69925,-6.612234,15.46,920.0,0.0,1.04,1.59,5740.0,4.4,0.0041758142,0.0461,0.0461,0.0461,0.046100000999999995,1156.9874,1485.8572,Jovian,1.59,18.579951,18 34 47.8244,-06 36 44.0424,2.4588411,4.233787,1.9254943,0.53802185,0,0,Hot,0,0.077848461,11.4342,772.32205,0.0461
1102.8632,14.6851,1.9000693,0.0295,0.08,0.0339,0.4,98.17241,-0.031586,15.0,870.0,-0.1,0.95,1.0,5440.0,4.4,0.0028531705,0.0295944,0.02714,0.03186,0.029523652999999997,904.55384,1395.5035,Jovian,1.0,6.5448277,06 32 41.3796,+00 01 53.7096,0.78466493,2.3916955,1.1158443,0.4535157,0,0,Hot,0,0.06276277799999999,14.6851,1102.8632,0.0295
352.78907999999996,14.4609,3.89713,0.0518,0.047,0.0673,0.24,97.033582,-0.170681,14.007,770.0,-0.02,1.21,1.65,6090.0,4.07,0.0032742949,0.051857213,0.0493654,0.0542346,0.051814316,1251.833,1514.7866,Jovian,1.65,6.4689058,06 28 08.0609,+00 10 14.4516,3.3552562999999993,4.945687,3.6948846,0.49848064,0,0,Hot,0,0.063296681,14.4609,352.78907999999996,0.0518
1102.8632,16.43386,1.7429935,0.02798,0.0143,0.14,0.221,291.77706,1.3837139999999999,12.57,200.0,,0.96,0.91,5625.0,,0.0028893123,0.027982861,0.027579886,0.028380113999999998,0.027980717000000002,948.8783300000001,1413.9397,Jovian,0.91,19.451805,19 27 06.4971,+01 23 01.3704,0.74278229,2.3269901,1.5386906,0.41643051,0,0,Hot,0,0.056730355,16.43386,1102.8632,0.02798
1366.6604,,9.24285,0.09,0.59,0.104,,97.72040799999999,0.226919,14.66,864.31,,1.14,,,,0.0039209998999999995,0.1056645,0.0369,0.1431,0.094455425,,,Jovian,,6.5146942,06 30 52.8991,+00 13 36.9084,,,,0.48193235,0,0,,0,,12.910853999999999,1366.6604,0.09
5403.076,,1675.0,2.9,0.6,3.35,,97.72040799999999,0.226919,14.66,864.31,,1.14,,,,0.19490454,3.422,1.16,4.64,3.0492242000000003,,,Jovian,,6.5146942,06 30 52.8991,+00 13 36.9084,,,,0.48193235,0,0,,0,,12.153122,5403.076,2.9
718.29129,14.573,2.72474,0.0417,0.0,0.0298,0.25,101.05245,-0.29913,16.0,1398.83,0.0,1.29,1.95,6200.0,3.7,0.0034315596999999996,0.0417,0.0417,0.0417,0.041700001,2895.0263,1868.7794,Jovian,1.95,6.7368304000000006,06 44 12.5893,+00 17 56.8680,5.0341323,6.0579556,4.5597598,0.49266539,0,0,Hot,0,0.062381207,14.573,718.29129,0.0417
12.077463999999999,4.87635,9.755980000000001,0.092,0.077,0.155,0.012,280.66712,6.219136,13.944,592.0,0.17,1.1,1.14,5939.0,4.36,0.0018878569000000001,0.09227273400000001,0.084916,0.099084,0.092068324,171.65928,921.14439,Neptunian,1.14,18.711142000000002,18 42 40.1111,+06 13 08.8896,1.4486106,3.2496725,2.7614647,0.45058292,0,0,Hot,0,0.15972958,4.87635,12.077463999999999,0.092
889.91841,11.7705,3.6313,0.048,0.16,0.08,0.56,279.78262,4.357806,15.63,600.0,0.05,1.14,1.61,5900.0,4.3,0.0037135349,0.0486144,0.04032,0.05568,0.048154909,1237.3636,1503.7019,Jovian,1.61,18.652175,18 39 07.8311,+04 21 28.1016,2.8141578,4.529372,2.6134345000000003,0.51929627,0,0,Hot,0,0.075857806,11.7705,889.91841,0.048
5.720904099999999,3.6993,5.1134,0.056,0.0,0.0933,0.65,101.92255,-3.719301,,600.0,0.3,0.91,0.86,4950.0,4.55,0.0010338265,0.056,0.056,0.056,0.056000000999999994,126.86163,855.0223800000001,Neptunian,0.86,6.794836800000001,06 47 41.4126,-03 43 09.4836,0.39783807,1.703009,0.47400007,0.51697644,0,0,Hot,0,0.19411491,3.6993,5.720904099999999,0.056
27.968864,4.9324,11.759,0.098,0.0,0.163,0.3,101.92255,-3.719301,,600.0,0.3,0.91,0.86,4950.0,4.55,0.0030705942,0.098,0.098,0.098,0.09800000199999999,41.424206,646.33617,Neptunian,0.86,6.794836800000001,06 47 41.4126,-03 43 09.4836,0.39783807,1.703009,0.47400007,0.51697644,0,0,Hot,0,0.17922871,4.9324,27.968864,0.098
85.81356099999999,12.1068,4.86069,0.0578,0.0,0.0578,0.94,280.62966,6.513829,,1000.0,-0.01,1.09,1.19,6040.0,4.31,0.0024779326999999998,0.0578,0.0578,0.0578,0.057800001,505.44586,1207.9906,Jovian,1.19,18.708645,18 42 31.1224,+06 30 49.7844,1.6886138,3.5085602,3.2747289,0.47304496,0,0,Hot,0,0.07527929900000001,12.1068,85.81356099999999,0.0578
165.27056000000002,14.1246,4.20474,0.0526,0.0,0.0315,0.33,279.75051,6.969786999999999,,1670.0,0.01,1.09,1.79,5590.0,3.99,0.0028056099,0.0526,0.0526,0.0526,0.05260000099999999,1013.1423,1437.35,Jovian,1.79,18.650035,18 39 00.1269,+06 58 11.2332,2.8031216,4.520482,1.5115491,0.52696699,0,0,Hot,0,0.06483266900000001,14.1246,165.27056000000002,0.0526
3302.233,11.28847,3.5753199999999996,0.0476,0.065,0.046,0.54,278.49581,5.538462,15.54,1035.15,-0.1,1.05,1.08,5900.0,4.4,0.0065224372999999995,0.047700555,0.044506,0.050694,0.047625176,560.07952,1238.4049,Jovian,1.08,18.566389,18 33 58.9986,+05 32 18.4632,1.2663222,3.0383365,2.5427663,0.46202799,0,0,Hot,0,0.079710894,11.28847,3302.233,0.0476
153.82875,10.70555,5.2085099999999995,0.0603,0.047,0.108,0.24,278.68834,5.57373,,560.0,0.15,1.01,1.78,5150.0,3.6,0.0030697344,0.060366601,0.0574659,0.0631341,0.060316665,549.79799,1233.1493,Jovian,1.78,18.579224,18 34 45.2046,+05 34 25.4280,1.9969057000000001,3.8154218,0.69198284,0.54307795,0,0,Hot,0,0.08342334400000001,10.70555,153.82875,0.0603
270.1538,10.089,2.8505700000000003,0.0386,0.082,0.0505,0.43,278.9021,6.4796510000000005,,765.0,0.2,0.97,0.9,5260.0,4.3,0.0023147014000000003,0.038729772999999995,0.0354348,0.0417652,0.038632516,374.11667,1119.0451,Jovian,0.9,18.593475,18 35 36.5082,+06 28 46.7436,0.55554167,2.0124361,0.82474259,0.4550064,0,0,Hot,0,0.08863384699999999,10.089,270.1538,0.0386
6884.1545,11.3221,4.2568,,0.0,,0.55,292.05526000000003,0.12182,13.292,680.0,,1.37,1.56,6740.0,4.22,0.0097791357,0.057078415,0.057078415,0.057078415,0.057078417,1381.127,1553.1139,Jovian,1.56,19.470352,19 28 13.2668,+00 07 18.5520,4.499636499999999,5.7273337,11.764025,0.45310843,0,0,Hot,0,0.07836219400000001,11.3221,6884.1545,0.057078415
228.83616,13.3399,9.20205,0.09,0.0,0.121,,102.19466,-0.672774,,741.6,,1.16,1.17,6190.0,4.41,0.0052406271999999995,0.09,0.09,0.09,0.090000002,222.29922000000002,983.73788,Jovian,1.17,6.812977900000001,06 48 46.7204,+00 40 21.9864,1.8006237,3.6230577000000004,4.3261696,0.37587563,0,0,Hot,0,0.071916717,13.3399,228.83616,0.09
148.42568,15.559479999999999,4.0378962,0.04947,0.09,0.0547,0.755,101.27725,0.815239,,904.65,-0.25,1.0,1.19,6100.0,4.19,0.0023841753,0.04967035400000001,0.0450177,0.0539223,0.049520222999999995,720.74916,1318.0415,Jovian,1.19,6.7518173,06 45 06.5422,+00 48 54.8604,1.7567173999999999,3.5786129,3.5274992999999997,0.49359,0,0,Hot,0,0.05992046400000001,15.559479999999999,148.42568,0.04947
940.77089,13.07086,8.886593,0.0855,0.1,0.13,0.291,281.07252,6.663194,13.912,657.24,-0.2,1.05,1.02,6090.0,4.43,0.0074203665,0.0859275,0.07695,0.09405,0.085607234,176.28215,926.57211,Jovian,1.02,18.738169,18 44 17.4095,+06 39 47.4984,1.2822069999999999,3.0573338,3.5242674,0.46890071,0,0,Hot,0,0.074394253,13.07086,940.77089,0.0855
3.17828,1.6815,0.85359163,,0.0,,,100.95613,-1.063033,11.668,160.64,0.05,0.82,0.83,5275.0,4.5,0.00025893587,0.016479635,0.016479635,0.016479635,0.016479635,1759.7036,1650.0792,Superterran,0.83,6.7304087,06 43 49.4713,-01 03 46.9188,0.47789742,1.8665133999999999,0.8001859,0.4318064,0,0,Hot,0,0.2711924,1.6815,3.17828,0.016479635
8.400194099999998,,3.698,0.046,0.0,0.286,,100.95613,-1.063033,11.668,160.64,0.05,0.82,0.83,5275.0,4.5,0.00099931295,0.046,0.046,0.046,0.046000001,225.84944,987.64226,Superterran,0.83,6.7304087,06 43 49.4713,-01 03 46.9188,0.47789742,1.8665133999999999,0.8001859,0.4318064,0,0,Hot,0,0.22191743,2.8306202999999996,8.400194099999998,0.046
69.922161,6.3897,6.21229,0.063,0.0,0.166,0.49,291.58852,1.426452,14.8,380.0,0.3,0.88,0.77,5080.0,4.58,0.0027091713,0.063,0.063,0.063,0.063000002,89.13409200000001,782.8091099999999,Jovian,0.77,19.439235999999998,19 26 21.2480,+01 25 35.2272,0.35377321,1.6059286,0.58603133,0.41169217,0,0,Hot,0,0.13742542,6.3897,69.922161,0.063
266.97552,11.949860000000001,95.27265600000001,0.4021,0.133,0.962,0.16,280.78671,6.204172,13.69,417.89,-0.01,0.96,0.96,5625.0,4.54,0.022761722,0.40565637,0.3486207,0.4555793,0.40299431,5.158561,382.67118999999997,Jovian,0.96,18.719115,18 43 08.8144,+06 12 15.0192,0.82664914,2.4548467,1.5386906,0.475708,0,0,Hot,0,0.2348433,11.949860000000001,266.97552,0.4021
47.6742,6.3897,6.718369999999999,0.071,,0.121,0.4,100.19518000000001,9.257431,,586.2,0.0,1.08,0.79,5970.0,4.67,0.0025099404999999997,0.071,0.071,0.071,0.071000002,140.90403999999998,877.75998,Jovian,0.79,6.6796792,06 40 46.8452,+09 15 26.7516,0.71029728,2.2755367000000004,2.8947618999999998,0.47332457,0,0,Hot,0,0.13283036,6.3897,47.6742,0.071
3823.2484,,4098.1,5.75,0.0,188.0,,201.72196,45.546303,,30.55,,0.51,,,,1.1256598999999998,5.75,5.75,5.75,5.750000099999999,,,Jovian,,13.448131,13 26 53.2724,+45 32 46.6908,,,,0.36858799,0,0,,0,,12.339483999999999,3823.2484,5.75
9058.0981,,246.36,0.36,0.345,17.3,,125.76305,-49.200359000000006,,20.77,,0.07,,,,0.11930043,0.3814245,0.2358,0.4842,0.36557792,,,Jovian,,8.3842038,08 23 03.1336,-49 12 01.2924,,,,0.14743169,0,0,,0,,11.879945,9058.0981,0.36
3496.108,,,330.0,,2360.0,,67.423158,26.54952,,140.0,,0.33,0.27,,,72.497461,330.0,330.0,330.0,330.00001000000003,,,Jovian,0.27,4.494877400000001,04 29 41.5588,+26 32 58.2720,,,,0.07817408299999999,0,0,,0,,12.388146,3496.108,330.0
1922.8594,,10220.0,8.19,0.39,26.9,,169.31667,17.961417,,305.06,,,0.01,13500.0,,,8.812849499999999,4.9959,11.3841,8.3540939,4.8181863999999995e-05,20.587384,Jovian,0.01,11.287778,11 17 16.0022,+17 57 41.1012,0.0029759369,0.1472908,,,0,0,Cold,0,0.070085617,12.718338000000001,1922.8594,8.19
,5.70589,8.138268,,0.0,,0.18,354.91449,-69.195747,8.469,44.12,0.0,1.01,0.96,5428.0,,,0.079427582,0.079427582,0.079427582,0.07942758400000001,113.61816999999999,831.7769,Neptunian,0.96,23.660967000000003,23 39 39.4820,-69 11 44.6892,0.71678757,2.2859093999999995,1.1156196000000003,0.21405927,0,0,Hot,0,0.14622437,5.70589,27.616484000000003,0.079427582
,1.8720700000000001,28.1656,,,,0.24,179.70593,-3.389389,14.904,159.98,,0.41,,,,,0.13456027,0.13456027,0.13456027,0.13456027,,,Superterran,,11.980396,11 58 49.4262,-03 23 21.8004,,,,0.34272497,0,0,,0,,1.8720700000000001,4.1632686,0.13456027
,0.69502,2.13174,,,,0.21,168.93665,0.488114,14.102,254.88,,0.78,,,,,0.029833021,0.029833021,0.029833021,0.029833022,,,Subterran,,11.262444,11 15 44.7972,+00 29 17.2104,,,,0.42466779,0,0,,0,,0.69502,0.26380241,0.029833021
,1.22189,3.80464,,,,0.61,185.18829,2.282436,12.074,481.0,,1.07,,,,,0.048773042999999995,0.048773042999999995,0.048773042999999995,0.048773045,,,Terran,,12.345887,12 20 45.1926,+02 16 56.7696,,,,0.47185916,0,0,,0,,1.22189,1.9931486,0.048773042999999995
,1.03132,2.71578,,,,0.21,175.09726,4.55734,14.67,338.19,,0.67,,,,,0.033327101,0.033327101,0.033327101,0.033327102000000004,,,Terran,,11.673150999999999,11 40 23.3446,+04 33 26.4240,,,,0.40368511,0,0,,0,,1.03132,1.0854298999999998,0.033327101
,0.99769,3.9615099999999996,,,,0.4,169.48363,5.988378,14.717,259.33,,0.61,,,,,0.041545756,0.041545756,0.041545756,0.041545757,,,Terran,,11.298909,11 17 56.0726,+05 59 18.1608,,,,0.39125605,0,0,,0,,0.99769,0.96382171,0.041545756
,1.09858,4.16959,,,,0.36,175.20677,6.134857,14.867,441.94,,0.8,,,,,0.047054567,0.047054567,0.047054567,0.047054568,,,Terran,,11.680452,11 40 49.6275,+06 08 05.4852,,,,0.42826685,0,0,,0,,1.09858,1.3612778,0.047054567
,1.3115700000000001,8.050722,,,,0.064,333.10989,-16.341755,12.291,245.56,,0.88,0.83,5502.7,,,0.075317114,0.075317114,0.075317114,0.075317115,99.761011,805.16543,Terran,0.83,22.207327,22 12 26.3787,-16 20 30.3180,0.56591105,2.0311307000000003,1.2114483,0.44209135,0,0,Hot,0,0.30040596,1.3115700000000001,2.2754822,0.075317114
,1.70392,4.50756,,,,0.7,331.27722,-14.121665,13.116,373.81,,0.93,,,,,0.052115256,0.052115256,0.052115256,0.052115258,,,Superterran,,22.085148999999998,22 05 06.5374,-14 07 17.9940,,,,0.45031054,0,0,,0,,1.70392,3.5484667,0.052115256
,1.0089,2.87814,,,,0.26,341.24069,-13.900920999999999,15.782,162.09,,0.22,,,,,0.023899659,0.023899659,0.023899659,0.02389966,,,Terran,,22.749381,22 44 57.7704,-13 54 03.3156,,,,0.27850009,0,0,,0,,1.0089,1.0032039000000001,0.023899659
,1.62545,5.29711,,,,0.26,337.51358,-13.610113,16.743,457.27,,0.56,,,,,0.049007764,0.049007764,0.049007764,0.049007765,,,Superterran,,22.500907,22 30 03.2634,-13 36 36.4068,,,,0.38025984,0,0,,0,,1.62545,3.2754986,0.049007764
,0.8968,2.25372,,,,0.28,335.09482,-9.509530999999999,15.598,110.22,,0.41,,,,,0.024986426000000003,0.024986426000000003,0.024986426000000003,0.024986426000000003,,,Terran,,22.339656,22 20 22.7605,-09 30 34.3116,,,,0.34272497,0,0,,0,,0.8968,0.65772873,0.024986426000000003
,0.96406,1.5825200000000001,,,,0.57,337.61758,-7.972405999999999,14.051,317.2,,0.71,,,,,0.023704372,0.023704372,0.023704372,0.023704372999999997,,,Terran,,22.507839999999998,22 30 28.2244,-07 58 20.6616,,,,0.41156387,0,0,,0,,0.96406,0.85235786,0.023704372
,1.98417,21.169860999999997,0.131,0.06,0.7,,130.41037,17.640005,15.256,187.19,,0.66,0.57,4148.21,,,0.1312358,0.12314,0.13886,0.13105904,5.0317823,381.31313,Superterran,0.57,8.6940251,08 41 38.4904,+17 38 24.0180,0.086194845,0.7926919,0.10741114,0.40166665,0,0,Hot,0,0.47295382,1.98417,4.5953145,0.131
,5.76194,19.49221,0.1493,,0.817,0.58,136.57397,19.402252,10.154,182.69,0.1,1.17,1.39,6069.0,4.22,,0.1493,0.1493,0.1493,0.1493,105.35792,816.2284099999999,Neptunian,1.39,9.1049321,09 06 17.7557,+19 24 08.1072,2.3484796,4.1376826,3.5242434,0.48612327,0,0,Hot,0,0.14598589,5.76194,28.078642,0.1493
,1.3227799999999998,2.28943,,,,0.45,207.20622,-17.609904999999998,14.423,423.35,,0.83,,,,,0.031941391,0.031941391,0.031941391,0.031941392,,,Terran,,13.813749,13 48 49.4961,-17 36 35.6580,,,,0.43355463,0,0,,0,,1.3227799999999998,2.3086002,0.031941391
,2.1747400000000003,18.0983,,,,0.74,202.33142,-14.359463,13.354,622.67,,1.11,,,,,0.13965047,0.13965047,0.13965047,0.13965048,,,Superterran,,13.488762,13 29 19.5436,-14 21 34.0668,,,,0.47766724,0,0,,0,,2.1747400000000003,5.369523,0.13965047
,1.60303,34.885,,,,0.28,202.48877,-12.734722999999999,13.552,285.61,,0.91,,,,,0.20243356,0.20243356,0.20243356,0.20243357,,,Superterran,,13.499251999999998,13 29 57.3073,-12 44 05.0028,,,,0.44705908,0,0,,0,,1.60303,3.1991632,0.20243356
,1.121,15.2841,,,,0.24,205.4447,-10.862432,12.487,322.88,,0.95,,,,,0.11846153,0.11846153,0.11846153,0.11846153,,,Terran,,13.696314000000001,13 41 46.7311,-10 51 44.7552,,,,0.4535157,0,0,,0,,1.121,1.4635061000000003,0.11846153
,2.5895099999999998,13.603,0.098,0.2,0.282,0.479,204.2217,-7.318144,14.836,347.45,-0.137,0.69,0.67,4684.0,4.62,,0.09996,0.0784,0.1176,0.09849656300000001,20.573967,538.46915,Neptunian,0.67,13.61478,13 36 53.2094,-07 19 05.3184,0.1936002,1.1880006,0.27368244,0.40766256,0,0,Hot,0,0.28611074,2.5895099999999998,7.2218056,0.098
,2.6904,65.55,0.28,0.2,0.806,0.567,204.2217,-7.318144,14.836,347.45,-0.137,0.69,0.67,4684.0,4.62,,0.2856,0.224,0.336,0.28141875,2.5203109,318.56264,Neptunian,0.67,13.61478,13 36 53.2094,-07 19 05.3184,0.1936002,1.1880006,0.27368244,0.40766256,0,0,Hot,0,0.55484659,2.6904,7.705980800000001,0.28
,1.4797200000000001,0.70531,,,,0.25,13.432017000000002,7.995316000000001,14.042,502.28,,0.94,,,,,0.015187006999999999,0.015187006999999999,0.015187006999999999,0.015187006999999999,,,Terran,,0.89546785,00 53 43.6842,+07 59 43.1376,,,,0.4519188,0,0,,0,,1.4797200000000001,2.7926567,0.015187006999999999
,1.81602,0.571331,0.0134,,0.0544,0.42,13.07978,10.794699000000001,12.102,246.1,0.13,0.97,0.98,5617.0,4.45,,0.0134,0.0134,0.0134,0.0134,4770.3352,2117.2987,Superterran,0.98,0.87198538,00 52 19.1474,+10 47 40.9164,0.85656139,2.4988662999999995,1.5229391,0.45667619,0,0,Hot,0,0.264088,1.81602,3.9538580999999997,0.0134
,2.73524,13.339079000000002,0.1091,,0.443,0.41,13.07978,10.794699000000001,12.102,246.1,0.13,0.97,0.98,5617.0,4.45,,0.1091,0.1091,0.1091,0.1091,71.962956,742.03119,Neptunian,0.98,0.87198538,00 52 19.1474,+10 47 40.9164,0.85656139,2.4988662999999995,1.5229391,0.45667619,0,0,Hot,0,0.23785034,2.73524,7.9252991999999995,0.1091
953.48401,11.78171,6.180235,0.07229,,0.215,0.647,78.91974599999999,16.278742,11.439,336.7,0.141,1.32,1.59,6202.0,4.16,0.0064879864,0.07229,0.07229,0.07229,0.072290002,641.28856,1282.0598,Jovian,1.59,5.2613167,05 15 40.7400,+16 16 43.4712,3.3512739999999996,4.9427511,4.6106513,0.47179207,0,0,Hot,0,0.07660444,11.78171,953.48401,0.07229
,9.90964,3.38628,,,,0.21,78.339134,16.414202,14.963,,-0.1,1.09,1.24,6100.0,3.94,,0.045408131,0.045408131,0.045408131,0.045408132000000004,925.09025,1405.0473,Jovian,1.24,5.222609200000001,05 13 21.3931,+16 24 51.1272,1.9074421000000001,3.7289748,3.6302992999999995,0.47478096,0,0,Hot,0,0.088231145,9.90964,70.499802,0.045408131
4131.764,12.4431,3650.0,4.5,0.0,8.04,0.79,159.38926999999998,11.842731,12.416,560.0,-0.23,0.9,2.7,4898.0,3.52,0.74810415,4.5,4.5,4.5,4.500000099999999,0.18563774,167.22896,Jovian,2.7,10.625952,10 37 33.4261,+11 50 33.8316,3.7591642,5.234912400000001,0.43189745,0.44541547,0,0,Cold,0,0.22658077,12.4431,4131.764,4.5
5085.248,,,800.0,,5710.0,,65.89890799999999,25.049898000000002,,140.0,,0.05,,2838.0,,373.52751,800.0,800.0,800.0,800.0000200000001,,,Jovian,,4.3932608,04 23 35.7387,+25 02 59.6328,,,0.0047857881,0.041675563,0,0,,0,,12.185583,5085.248,800.0
,,555530.0,160.0,0.87,20800.0,,344.41269,-29.622235999999997,1.16,7.7,,1.92,,,,,220.552,20.8,299.2,181.43677,,,,,22.960847,22 57 39.0497,-29 37 20.0496,,,,0.57339188,0,0,,0,,0.0,0.0,160.0
1.6590622,,1.628931,0.0153,0.22,1.21,,153.71573999999998,-47.156727000000004,13.49,12.62,,0.18,0.21,3270.0,,0.00025028488,0.01567026,0.011934,0.018666,0.01539407,19.78373,532.3506,Terran,0.21,10.247716,10 14 51.7788,-47 09 24.2172,0.0045177089,0.18147754,0.015406733999999998,0.26048054,0,0,Hot,0,0.35877177,1.1609198,1.6590622,0.0153
2.6411507000000003,,8.929,0.0476,0.27,3.77,,153.71573999999998,-47.156727000000004,13.49,12.62,,0.18,0.21,3270.0,,0.0008509196699999999,0.04933502,0.034748,0.060452,0.048044505,2.0708138,301.33711,Terran,0.21,10.247716,10 14 51.7788,-47 09 24.2172,0.0045177089,0.18147754,0.015406733999999998,0.26048054,0,0,Hot,0,0.72328994,1.4318957,2.6411507000000003,0.0476
96.69917,,41.38,0.166,0.38,15.1,,175.43597,42.751971999999995,11.92,11.02,,0.35,0.4,3264.0,,0.0067050684999999995,0.1779852,0.10292,0.22908,0.16914879,0.63834824,221.23955,Jovian,0.4,11.695732000000001,11 41 44.6360,+42 45 07.0992,0.016270812,0.34440416,0.019032642,0.32511759,1,1,Warm,0,0.38216808,11.936835,96.69917,0.166
68.059689,,532.58,0.912,0.342,82.8,,175.43597,42.751971999999995,11.92,11.02,,0.35,0.4,3264.0,,0.034776022000000004,0.96533558,0.600096,1.223904,0.92587581,0.020817585,94.562916,Jovian,0.4,11.695732000000001,11 41 44.6360,+42 45 07.0992,0.016270812,0.34440416,0.019032642,0.32511759,0,0,Cold,0,0.11079477,9.7061586,68.059689,0.912
6.2612117,2.84734,1.5804046,0.01411,,0.963,,258.82884,4.96392,15.1,14.65,0.39,0.15,0.22,3026.0,4.94,0.00048959231,0.01411,0.01411,0.01411,0.01411,18.262309,526.6642400000001,Neptunian,0.22,17.255257,17 15 18.9241,+04 57 50.1120,0.0036358814000000002,0.16280533,0.0095337567,0.24512158,0,0,Hot,0,0.28108586,2.84734,6.2612117,0.01411
7.399035899999999,,3.6511,0.026,0.04,2.54,,333.42868,-17.685771,13.57,10.26,-0.04,0.18,0.19,3236.0,5.09,0.0008616495300000001,0.0260208,0.02496,0.02704,0.026005202999999998,5.2508658,385.5425,Superterran,0.19,22.228579999999997,22 13 42.8864,-17 41 08.7756,0.0035467445000000003,0.16079729,0.014532575,0.26048054,0,0,Hot,0,0.42395713,2.6267537999999995,7.399035899999999,0.026
22.699276,2.61193,35.61253,0.1915,0.188,11.7,0.587,51.746769,-63.4991,7.87,16.33,0.003,0.73,0.69,4640.0,4.61,0.0048910982,0.19488419,0.155498,0.227502,0.19235605,5.4895274,387.35278,Neptunian,0.69,3.4497847999999998,03 26 59.2252,-63 29 56.7600,0.19772371,1.2005856000000001,0.25856853,0.40237383,0,0,Hot,0,0.41786258,2.61193,22.699276,0.1915
10.599563999999999,,8.63182,0.0607,0.073,4.01,,62.315273,-53.373699,11.81,15.14,0.1,0.4,0.382,3500.0,,0.0016780167,0.060861735,0.0562689,0.0651311,0.060740508,5.3391293,386.88117,Neptunian,0.382,4.1543517,04 09 15.6663,-53 22 25.3164,0.019619483,0.37818783,0.029847885,0.35530668,0,0,Hot,0,0.3882952,3.2461592999999995,10.599563999999999,0.0607
6.8015193,,25.63058,0.1254,0.099,8.29,,62.315273,-53.373699,11.81,15.14,0.1,0.4,0.382,3500.0,,0.0029061822,0.12601452,0.1129854,0.1378146,0.12555414,1.2538086000000002,269.09231,Superterran,0.382,4.1543517,04 09 15.6663,-53 22 25.3164,0.019619483,0.37818783,0.029847885,0.35530668,1,0,Warm,2,0.68670545,2.4996552000000003,6.8015193,0.1254
29.39909,,603.95116,1.0304,0.373,68.1,,62.315273,-53.373699,11.81,15.14,0.1,0.4,0.382,3500.0,,0.027069686000000003,1.1020793,0.6460608,1.4147392,1.0491962,0.019916215,93.086873,Neptunian,0.382,4.1543517,04 09 15.6663,-53 22 25.3164,0.019619483,0.37818783,0.029847885,0.35530668,0,0,Cold,0,0.15474439,5.9200295999999994,29.39909,1.0304
260.61896,,2288.0,2.41,0.21,195.0,,73.023865,6.476539,12.0,12.36,0.3,0.36,0.38,3370.0,4.83,0.17100042,2.4631404999999997,1.9039,2.9161,2.4234818,0.0029385638,58.81916999999999,Jovian,0.38,4.868257900000001,04 52 05.7285,+06 28 35.5404,0.016686892,0.34877994,0.023049724,0.32818492,0,0,Cold,0,0.067884657,13.887363,260.61896,2.41
2.8890564999999997,,18.6498,0.091101,0.1,24.0,,111.85208,5.225785,9.872,3.8,0.09,0.29,0.29,3382.0,,0.0017646972,0.091556505,0.0819909,0.1002111,0.091215259,1.1937548999999998,265.80057999999997,Terran,0.29,7.456805800000001,07 27 24.5008,+05 13 32.8260,0.009857778499999999,0.26807314,0.021893622999999997,0.3053635,1,0,Warm,1,0.84342178,1.5095953000000002,2.8890564999999997,0.091101
