P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Mag,P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,S. Mass (SU),S. Radius (SU),S. Teff (K),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
HD 147379 b,Warm,Neptunian,gas,hydrogen-rich,non-habitable,24.7,4.99,0.2,0.99,0.8001228,240.9,-20.44,86.54,0.3193,0.01,0.58,0.57,4090.0,16.2786,67.2389,1,1,-0.5,3.42,1.04,0.22,0.65,0,0,1,Radial Velocity,2017.0
HD 147513 b,Warm,Jovian,gas,hydrogen-rich,non-habitable,384.71,10.6,0.32,3.43,0.5633078,217.9,-21.74,528.4,1.32,0.26,0.92,1.0,5701.0,16.4003,-39.1928,1,1,0.2,6.72,6.08,0.1,0.43,0,0,1,Radial Velocity,2003.0
HD 147873 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1634.21,11.68,1.02,11.97,22.44963,550.0,-25.96,116.6,0.522,0.21,1.38,2.29,5972.0,16.4292,-33.4536,2,0,-2.06,9.11,7.95,0.08,0.12,0,0,1,Radial Velocity,2016.0
HD 147873 c,Hot,Jovian,gas,hydrogen-rich,non-habitable,731.26,11.39,0.5,5.64,3.3247949999999995,340.5,-23.82,491.54,1.36,0.23,1.38,2.29,5972.0,16.4292,-33.4536,2,0,-1.37,7.62,6.59,0.09,0.32,0,0,1,Radial Velocity,2016.0
HD 148156 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,270.25,9.96,0.27,2.72,0.4056511,191.9,-21.38,1010.0,2.45,0.52,1.22,1.21,6308.0,16.4714,-46.3175,1,0,1.15,6.24,5.19,0.11,0.4,0,0,1,Radial Velocity,2009.0
HD 148427 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,305.22,10.19,0.29,2.94,7.097747999999999,413.8,-24.39,331.5,0.93,0.16,1.45,3.22,5052.0,16.4744,-13.3997,1,0,-1.73,6.41,3.45,0.12,0.25,0,0,1,Radial Velocity,2009.0
HD 149026 b,Hot,Jovian,gas,metals-rich,non-habitable,113.5,8.04,0.22,1.76,1561.265,1601.5,-29.74,2.88,0.0429,0.0,1.3,1.5,6147.0,16.5081,38.3472,1,0,-2.45,5.04,0.09,0.15,0.1,0,0,1,Primary Transit,2005.0
HD 149143 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,422.86,11.76,0.26,3.06,884.5192,1389.3,-29.95,4.07,0.052,0.01,1.1,1.58,5730.0,16.5475,2.0847,1,0,-2.41,7.81,1.38,0.11,0.08,0,0,1,Radial Velocity,2005.0
HD 150433 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,53.41,6.43,0.2,1.29,0.2650537,182.8,-19.79,1096.2,1.9303,0.0,0.8,0.94,5940.0,16.6856,-2.8572,1,0,1.4,4.17,2.39,0.17,0.42,0,0,1,Radial Velocity,2011.0
HD 150706 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,861.62,11.5,0.57,6.51,0.01776622,90.4,-18.19,5894.0,6.7,0.38,0.94,0.87,5741.0,16.5214,79.7897,1,0,13.09,7.87,15.45,0.04,0.11,0,0,1,Radial Velocity,2002.0
HD 152079 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,953.82,11.56,0.62,7.14,0.1641295,149.6,-20.79,2097.0,3.2,0.6,1.02,1.1,5940.0,16.8917,-46.3308,1,0,3.31,8.04,11.68,0.06,0.23,0,0,1,Radial Velocity,2010.0
HD 152581 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,476.91,10.92,0.37,4.0,6.8318270000000005,408.1,-24.51,689.0,1.48,0.22,0.93,4.8,5155.0,16.8956,11.9736,1,0,-1.71,7.02,4.55,0.1,0.24,0,0,1,Radial Velocity,2011.0
HD 153950 b,Warm,Jovian,gas,hydrogen-rich,non-habitable,867.98,11.51,0.57,6.55,1.425042,272.1,-22.96,499.4,1.28,0.34,1.12,1.34,6076.0,17.0753,-43.3097,1,1,-0.72,7.89,8.26,0.08,0.41,0,0,1,Radial Velocity,2008.0
