pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad
Kepler-622 b,Transit,1,14.28226676,,,,0.190,18h57m54.83s,284.478472,+40d55m59.2s,40.933110,259.00,4201.00,0.64,0.61
Kepler-623 b,Transit,1,9.07097734,,,,0.269,19h47m56.81s,296.986721,+47d28m38.6s,47.477390,811.00,5443.00,0.90,0.86
Kepler-624 b,Transit,1,14.58649607,,,,0.206,19h40m46.41s,295.193389,+39d32m22.8s,39.539677,731.00,6117.00,1.10,1.18
Kepler-625 b,Transit,2,7.75192492,,,,0.178,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,502.00,5789.00,1.04,0.96
Kepler-625 c,Transit,2,4.16536510,,,,0.094,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,502.00,5789.00,1.04,0.96
Kepler-626 b,Transit,1,14.48585199,,,,0.204,19h14m47.68s,288.698651,+39d42m29.8s,39.708288,690.00,5813.00,1.01,1.05
Kepler-627 b,Transit,1,40.69944430,,,,0.333,19h28m25.03s,292.104279,+39d46m04.5s,39.767914,1143.00,6424.00,1.30,1.49
Kepler-628 b,Transit,1,15.45805670,,,,0.749,19h21m47.82s,290.449257,+39d51m17.3s,39.854802,579.00,5721.00,1.00,1.28
Kepler-629 b,Transit,1,7.23858540,,,,0.123,19h17m40.28s,289.417832,+39d56m42.0s,39.945013,383.00,5444.00,0.93,0.84
Kepler-63 b,Transit,1,9.43415050,0.080000,0.450000,0.37800,0.545,19h16m54.28s,289.226179,+49d32m53.5s,49.548203,200.00,5576.00,0.98,0.90
Kepler-630 b,Transit,1,161.47439370,,,,0.284,19h33m42.49s,293.427043,+39d56m32.8s,39.942437,657.00,5829.00,1.02,1.04
Kepler-631 b,Transit,1,17.97979059,,,,0.259,19h47m32.58s,296.885757,+40d13m41.6s,40.228233,843.00,6185.00,1.24,1.33
Kepler-632 b,Transit,1,30.99660733,,,,0.197,19h49m00.63s,297.252613,+40d17m19.0s,40.288605,349.00,5322.00,0.91,0.84
Kepler-633 b,Transit,1,8.50340718,,,,0.145,19h40m52.18s,295.217437,+40d35m32.1s,40.592251,634.00,5899.00,1.02,1.15
Kepler-634 b,Transit,1,5.16950177,,,,0.169,19h24m46.82s,291.195065,+40d42m09.7s,40.702706,757.00,6075.00,1.03,1.24
Kepler-635 b,Transit,1,23.44971004,,,,0.236,19h19m05.58s,289.773247,+40d48m02.6s,40.800724,826.00,6174.00,1.33,1.51
Kepler-636 b,Transit,1,16.08066115,,,,0.397,19h34m22.05s,293.591889,+41d05m42.6s,41.095161,341.00,5203.00,0.85,0.80
Kepler-637 b,Transit,1,23.20584623,,,,0.424,19h29m40.14s,292.417233,+41d25m00.8s,41.416882,1575.00,6096.00,1.64,2.56
Kepler-638 b,Transit,1,6.07972888,,,,0.163,18h59m40.66s,284.919429,+41d37m01.9s,41.617195,426.00,5382.00,0.88,0.93
Kepler-639 b,Transit,1,10.21420496,,,,0.212,19h28m44.85s,292.186888,+41d43m37.3s,41.727039,680.00,5896.00,1.14,1.29
Kepler-640 b,Transit,1,22.24813967,,,,0.228,19h44m07.73s,296.032191,+42d07m54.0s,42.131680,538.00,5653.00,1.01,0.94
Kepler-641 b,Transit,1,9.48961571,,,,0.165,19h27m17.64s,291.823482,+42d30m58.4s,42.516216,673.00,5713.00,1.02,1.13
Kepler-642 b,Transit,1,4.41745855,,,,0.259,19h35m20.29s,293.834559,+42d37m29.9s,42.624962,1022.00,6570.00,1.40,1.66
Kepler-643 b,Transit,1,16.33889626,,,,0.906,19h21m18.56s,290.327325,+42d53m53.8s,42.898281,1029.00,4908.00,1.00,2.52
Kepler-644 b,Transit,1,3.17391710,,,,0.281,19h41m54.18s,295.475743,+43d29m35.3s,43.493137,1413.00,6747.00,1.49,1.81
Kepler-645 b,Transit,1,3.27582262,,,,0.187,19h21m17.46s,290.322766,+44d02m08.9s,44.035809,901.00,6170.00,1.13,1.21
Kepler-646 b,Transit,1,15.87364565,,,,0.178,19h21m53.12s,290.471339,+44d23m13.5s,44.387085,513.00,5634.00,0.93,0.91
Kepler-647 b,Transit,1,16.22546490,,,,0.104,18h59m09.19s,284.788295,+44d35m30.0s,44.591675,789.00,6020.00,1.03,1.07
Kepler-648 b,Transit,1,17.42117490,,,,0.287,18h55m35.92s,283.899655,+45d01m00.8s,45.016888,665.00,5741.00,1.05,0.98
Kepler-649 b,Transit,1,29.90722674,,,,0.202,19h02m37.42s,285.655936,+45d04m46.4s,45.079556,525.00,5871.00,0.97,0.94
Kepler-65 b,Transit,3,2.15491000,0.035000,,,0.127,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,291.00,6211.00,1.25,1.41
Kepler-65 c,Transit,3,5.85994400,0.068000,,,0.230,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,291.00,6211.00,1.25,1.41
Kepler-65 d,Transit,3,8.13123000,0.084000,,,0.136,19h14m45.29s,288.688700,+41d09m04.2s,41.151173,291.00,6211.00,1.25,1.41
Kepler-650 b,Transit,1,3.03214559,,,,0.264,19h16m00.21s,289.000875,+45d09m15.4s,45.154270,805.00,5849.00,1.08,1.35
Kepler-651 b,Transit,1,21.38521506,,,,0.211,19h09m19.87s,287.332790,+46d12m12.6s,46.203500,537.00,5522.00,0.92,0.87
Kepler-652 b,Transit,1,4.18200253,,,,0.222,19h12m01.95s,288.008110,+46d28m24.8s,46.473557,423.00,5490.00,0.97,0.88
Kepler-653 b,Transit,2,14.70748976,,,,0.174,18h48m51.10s,282.212930,+46d43m04.1s,46.717819,593.00,5665.00,1.02,1.19
Kepler-653 c,Transit,2,0.90037648,,,,0.070,18h48m51.10s,282.212930,+46d43m04.1s,46.717819,593.00,5665.00,1.02,1.19
Kepler-654 b,Transit,1,13.72465129,,,,0.185,19h48m16.42s,297.068412,+46d50m03.4s,46.834278,661.00,5865.00,1.04,1.11
Kepler-655 b,Transit,1,46.40633580,,,,0.242,19h49m02.18s,297.259092,+46d50m35.5s,46.843193,783.00,6170.00,1.15,1.24
Kepler-656 b,Transit,1,1.26025909,,,,0.278,19h13m18.70s,288.327899,+47d22m53.7s,47.381592,867.00,5281.00,0.86,0.82
Kepler-657 b,Transit,1,24.54350418,,,,0.314,19h24m47.35s,291.197299,+47d18m28.1s,47.307800,1244.00,5808.00,1.01,1.01
Kepler-658 b,Transit,1,1.28707676,,,,0.145,18h51m56.11s,282.983790,+47d34m42.9s,47.578590,341.00,4103.00,0.63,0.60
Kepler-659 b,Transit,1,17.67179600,,,,0.223,19h10m25.97s,287.608202,+47d30m34.9s,47.509686,688.00,4870.00,0.79,0.74
Kepler-66 b,Transit,1,17.81581500,0.135200,,,0.250,19h35m55.58s,293.981569,+46d41m15.9s,46.687748,1107.00,5962.00,1.04,0.97
Kepler-660 b,Transit,1,9.27358194,,,,0.229,19h12m33.18s,288.138262,+47d43m28.0s,47.724453,564.00,4779.00,0.75,0.71
Kepler-661 b,Transit,1,6.02930132,,,,0.274,18h54m50.61s,283.710881,+47d51m47.8s,47.863270,558.00,4483.00,0.70,0.67
Kepler-662 b,Transit,1,21.67697486,,,,0.194,19h21m51.63s,290.465134,+47d55m45.0s,47.929180,641.00,4897.00,0.79,0.74
Kepler-663 b,Transit,1,4.99678284,,,,0.232,19h51m13.98s,297.808262,+47d56m48.0s,47.946671,1030.00,5264.00,0.86,0.82
Kepler-664 b,Transit,1,2.52559332,,,,0.237,19h15m01.17s,288.754887,+48d13m34.3s,48.226200,1386.00,5754.00,1.01,1.02
Kepler-665 b,Transit,1,16.01310205,,,,0.232,19h48m06.15s,297.025630,+48d28m42.9s,48.478596,651.00,4913.00,0.79,0.74
Kepler-666 b,Transit,1,4.49876092,,,,0.214,19h53m49.64s,298.456840,+48d47m29.7s,48.791592,1330.00,5887.00,1.03,1.05
Kepler-667 b,Transit,1,41.43962808,,,,0.422,19h42m13.21s,295.555049,+49d01m02.4s,49.017342,907.00,5327.00,0.91,0.87
Kepler-668 b,Transit,1,8.35390639,,,,0.241,19h01m59.82s,285.499250,+49d16m38.5s,49.277348,877.00,5352.00,0.87,0.82
Kepler-669 b,Transit,1,4.12554687,,,,0.431,19h27m44.68s,291.936173,+49d15m14.3s,49.253986,1778.00,6038.00,1.15,1.20
Kepler-67 b,Transit,1,15.72590000,0.117100,,,0.262,19h36m36.80s,294.153336,+46d09m59.2s,46.166438,1107.00,5331.00,0.86,0.78
Kepler-670 b,Transit,1,2.81650485,,,,1.176,19h48m03.71s,297.015468,+49d13m31.1s,49.225292,980.00,5709.00,0.99,0.99
Kepler-671 b,Transit,1,4.28095859,,,,0.240,19h37m03.79s,294.265808,+49d18m50.7s,49.314091,1139.00,5624.00,0.97,0.95
Kepler-672 b,Transit,1,38.37746230,,,,0.223,19h26m53.28s,291.722008,+49d28m51.2s,49.480877,1011.00,5627.00,0.95,0.92
Kepler-673 b,Transit,1,3.72873109,,,,0.583,19h23m08.58s,290.785759,+50d03m14.8s,50.054119,978.00,5355.00,0.88,0.84
Kepler-674 b,Transit,1,2.24338185,,,,0.151,19h00m42.29s,285.176211,+50d08m59.3s,50.149818,302.00,4192.00,0.60,0.57
Kepler-675 b,Transit,1,2.33743801,,,,0.218,19h35m20.00s,293.833326,+50d13m49.3s,50.230354,651.00,4945.00,0.79,0.75
Kepler-676 b,Transit,1,11.59822172,,,,0.271,19h44m53.27s,296.221970,+50d17m14.1s,50.287237,243.00,3701.00,0.51,0.49
Kepler-677 b,Transit,1,6.57531678,,,,0.480,19h20m23.54s,290.098067,+50d19m17.8s,50.321609,1180.00,5723.00,1.00,0.99
Kepler-678 b,Transit,1,7.27503724,,,,0.459,19h41m49.27s,295.455293,+50d29m40.4s,50.494560,875.00,5520.00,0.94,0.91
Kepler-679 b,Transit,1,12.39358604,,,,0.269,19h44m05.12s,296.021342,+50d34m04.0s,50.567783,968.00,5403.00,0.87,0.84
Kepler-68 b,Transit,3,5.39876000,,0.000000,0.02000,0.210,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,135.00,5793.00,1.19,1.28
Kepler-68 c,Transit,3,9.60504000,,,0.02265,0.089,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,135.00,5793.00,1.19,1.28
Kepler-68 d,Radial Velocity,3,625.00000000,,,0.84007,,19h24m07.75s,291.032305,+49d02m25.0s,49.040272,135.00,5793.00,1.19,1.28
Kepler-680 b,Transit,1,3.68992629,,,,0.216,19h26m29.38s,291.622410,+50d37m05.7s,50.618237,1342.00,5890.00,1.08,1.11
Kepler-681 b,Transit,1,26.39435646,,,,0.275,19h17m35.93s,289.399721,+51d15m01.2s,51.250324,666.00,5021.00,0.80,0.76
Kepler-682 b,Transit,1,12.61190667,,,,0.658,19h16m26.93s,289.112222,+51d44m14.6s,51.737381,951.00,5559.00,0.92,0.89
Kepler-683 b,Transit,1,2.53918318,,,,0.176,19h25m45.60s,291.439982,+37d54m20.4s,37.905656,976.00,5703.00,0.96,0.95
Kepler-684 b,Transit,1,6.77030201,,,,0.300,19h23m28.92s,290.870517,+38d16m25.1s,38.273635,1066.00,5493.00,0.89,0.86
Kepler-685 b,Transit,1,1.62552220,,,,0.944,19h35m29.26s,293.871930,+38d25m22.6s,38.422949,1145.00,5963.00,1.11,1.16
Kepler-686 b,Transit,1,1.59474546,,,,1.084,19h00m51.31s,285.213807,+39d01m38.9s,39.027485,1203.00,5649.00,0.94,0.92
Kepler-687 b,Transit,1,20.50586978,,,,0.314,19h17m15.71s,289.315452,+39d09m11.8s,39.153285,628.00,4841.00,0.77,0.73
Kepler-688 b,Transit,1,3.89593684,,,,0.871,19h38m37.26s,294.655242,+39d18m30.1s,39.308366,1247.00,5715.00,0.98,0.96
Kepler-689 b,Transit,1,22.36656079,,,,0.258,19h38m50.55s,294.710624,+39d31m18.3s,39.521744,1044.00,5518.00,0.91,0.88
Kepler-69 b,Transit,2,13.72234100,0.094000,0.160000,,0.200,19h33m02.63s,293.260938,+44d52m08.0s,44.868896,584.00,5638.00,0.81,0.93
Kepler-69 c,Transit,2,242.46130000,0.640000,0.140000,,0.153,19h33m02.63s,293.260938,+44d52m08.0s,44.868896,584.00,5638.00,0.81,0.93
Kepler-690 b,Transit,1,7.74809437,,,,0.531,19h37m57.58s,294.489906,+39d46m17.2s,39.771446,1653.00,5913.00,1.11,1.16
Kepler-691 b,Transit,1,8.11437900,,,,0.186,19h15m14.88s,288.812003,+40d02m00.2s,40.033398,239.00,3715.00,0.53,0.50
Kepler-692 b,Transit,1,21.81293494,,,,0.277,19h39m06.44s,294.776840,+40d09m13.5s,40.153738,1000.00,5440.00,0.90,0.86
Kepler-693 b,Transit,1,15.37563332,,,,0.908,18h53m00.85s,283.253557,+40d21m29.5s,40.358196,1002.00,4881.00,0.76,0.72
Kepler-694 b,Transit,1,6.36584161,,,,0.250,19h24m35.88s,291.149507,+40d25m13.9s,40.420518,1023.00,5700.00,0.97,0.95
Kepler-695 b,Transit,1,3.04033042,,,,0.822,19h57m15.86s,299.316097,+40d49m20.5s,40.822362,620.00,5181.00,0.84,0.80
Kepler-696 b,Transit,1,4.19042557,,,,0.548,19h33m59.19s,293.496610,+41d08m15.3s,41.137592,1285.00,5903.00,1.06,1.08
Kepler-697 b,Transit,1,3.70987065,,,,0.368,18h55m27.45s,283.864390,+41d20m47.2s,41.346458,1091.00,5513.00,0.92,0.88
Kepler-698 b,Transit,1,16.32976218,,,,0.328,19h14m02.40s,288.509997,+41d18m06.4s,41.301769,1135.00,5612.00,0.94,0.91
Kepler-699 b,Transit,1,27.80756293,,,,1.259,19h47m33.17s,296.888201,+41d23m45.9s,41.396091,888.00,5330.00,0.81,0.78
Kepler-7 b,Transit,1,4.88548920,0.060670,,0.44100,1.622,19h14m19.56s,288.581516,+41d05m23.3s,41.089800,907.00,5933.00,1.36,1.97
Kepler-700 b,Transit,1,80.87206390,,,,0.534,19h08m37.03s,287.154300,+41d33m56.8s,41.565788,1061.00,5692.00,0.98,0.96
Kepler-701 b,Transit,1,10.35533177,,,,0.253,19h15m58.60s,288.994182,+41d37m59.8s,41.633278,755.00,5343.00,0.88,0.84
Kepler-702 b,Transit,1,10.52629406,,,,0.818,19h35m30.75s,293.878112,+41d39m42.4s,41.661770,892.00,5419.00,0.90,0.86
Kepler-703 b,Transit,1,4.58352176,,,,0.732,19h56m44.85s,299.186861,+41d44m33.7s,41.742682,1482.00,6185.00,1.18,1.27
Kepler-704 b,Transit,1,3.76182115,,,,0.233,18h53m15.93s,283.316391,+41d50m13.6s,41.837120,1054.00,5616.00,0.97,0.96
Kepler-705 b,Transit,1,56.05605380,,,,0.188,19h18m02.04s,289.508502,+41d48m43.6s,41.812107,251.00,3722.00,0.53,0.51
Kepler-706 b,Transit,1,41.40831347,,,,1.175,19h27m02.50s,291.760406,+41d56m38.7s,41.944077,810.00,5394.00,0.87,0.84
Kepler-707 b,Transit,1,2.23749275,,,,0.119,19h20m01.82s,290.007570,+42d06m59.3s,42.116459,626.00,5099.00,0.80,0.76
Kepler-708 b,Transit,1,3.16789194,,,,0.261,19h35m15.95s,293.816466,+42d12m45.0s,42.212498,1241.00,5692.00,0.97,0.96
Kepler-709 b,Transit,1,16.08524954,,,,0.261,19h28m25.25s,292.105207,+42d22m49.1s,42.380318,668.00,5071.00,0.80,0.77
Kepler-710 b,Transit,1,4.34728553,,,,0.168,19h27m51.40s,291.964161,+42d41m46.1s,42.696144,919.00,5611.00,0.94,0.91
Kepler-711 b,Transit,1,23.58914398,,,,0.304,19h49m50.40s,297.460015,+42d50m23.7s,42.839924,664.00,5222.00,0.84,0.80
Kepler-712 b,Transit,2,21.02247699,,,,0.304,19h39m38.34s,294.909734,+42d56m06.9s,42.935261,944.00,5148.00,0.84,0.78
Kepler-712 c,Transit,2,226.89047000,,,,0.433,19h39m38.34s,294.909734,+42d56m06.9s,42.935261,944.00,5148.00,0.84,0.78
Kepler-713 b,Transit,1,7.41114100,,,,0.221,19h42m36.36s,295.651502,+43d01m47.4s,43.029831,1003.00,5785.00,0.98,0.99
Kepler-714 b,Transit,1,8.09888799,,,,0.863,18h50m47.89s,282.699531,+43d16m21.9s,43.272743,1460.00,5995.00,1.09,1.12
Kepler-715 b,Transit,1,10.00652995,,,,0.335,18h54m31.38s,283.630767,+43d22m45.8s,43.379398,1214.00,5871.00,1.04,1.04
Kepler-716 b,Transit,1,10.37168453,,,,0.259,19h21m34.37s,290.393214,+43d21m50.0s,43.363899,675.00,5099.00,0.83,0.78
Kepler-717 b,Transit,1,4.40840023,,,,0.216,19h31m51.73s,292.965535,+43d20m47.0s,43.346390,1126.00,5485.00,0.88,0.85
Kepler-718 b,Transit,1,2.05234990,,,,1.477,19h58m14.85s,299.561877,+43d30m12.8s,43.503559,1520.00,6191.00,1.18,1.30
Kepler-719 b,Transit,1,5.00731778,,,,0.760,19h42m08.67s,295.536136,+43d53m04.0s,43.884453,1427.00,5777.00,0.99,0.98
Kepler-720 b,Transit,1,4.70832654,,,,0.750,19h54m32.56s,298.635649,+44d10m15.4s,44.170944,880.00,5618.00,0.95,0.92
Kepler-721 b,Transit,1,5.39202539,,,,0.236,18h57m43.32s,284.430506,+44d28m49.9s,44.480534,848.00,5075.00,0.82,0.78
Kepler-722 b,Transit,2,4.09357325,,,,0.235,19h21m03.19s,290.263285,+44d33m23.2s,44.556450,1375.00,5863.00,1.03,1.05
Kepler-722 c,Transit,2,105.14474900,,,,0.252,19h21m03.19s,290.263285,+44d33m23.2s,44.556450,1375.00,5863.00,1.03,1.05
Kepler-723 b,Transit,1,4.08227507,,,,1.088,18h59m19.31s,284.830468,+44d39m29.3s,44.658142,965.00,5539.00,0.92,0.89
Kepler-724 b,Transit,1,3.31494634,,,,0.294,19h33m49.16s,293.454838,+44d47m34.1s,44.792797,862.00,5437.00,0.90,0.86
Kepler-725 b,Transit,1,39.64317811,,,,0.948,18h55m54.60s,283.977492,+44d48m41.6s,44.811562,778.00,5363.00,0.88,0.84
Kepler-726 b,Transit,1,21.80451088,,,,0.291,19h26m52.15s,291.717311,+44d53m14.3s,44.887306,838.00,5452.00,0.88,0.85
Kepler-727 b,Transit,1,5.15448442,,,,0.226,19h39m23.26s,294.846908,+45d02m03.9s,45.034416,892.00,5441.00,0.89,0.86
Kepler-728 b,Transit,1,5.74347727,,,,0.298,19h24m22.17s,291.092356,+45d06m55.9s,45.115528,1236.00,5660.00,0.95,0.93
Kepler-729 b,Transit,1,3.16635371,,,,0.319,19h05m26.43s,286.360112,+45d24m51.5s,45.414295,1271.00,5633.00,0.94,0.91
Kepler-730 b,Transit,2,6.49168281,0.069400,,,1.100,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,2020.20,5620.00,1.05,1.41
Kepler-730 c,Transit,2,2.85188338,0.039970,,,0.140,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,2020.20,5620.00,1.05,1.41
Kepler-731 b,Transit,1,3.85560355,,,,1.238,19h45m34.36s,296.393174,+45d34m06.8s,45.568558,1311.00,5849.00,1.03,1.06
Kepler-732 b,Transit,2,9.46781405,,,,0.194,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,150.00,3631.00,0.49,0.46
Kepler-732 c,Transit,2,0.89304124,,,,0.113,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,150.00,3631.00,0.49,0.46
Kepler-733 b,Transit,1,20.83424726,,,,0.252,19h32m04.39s,293.018285,+45d54m52.9s,45.914692,980.00,5418.00,0.90,0.86
Kepler-734 b,Transit,1,6.10485286,,,,0.318,19h48m10.95s,297.045638,+46d01m38.5s,46.027363,553.00,5326.00,0.85,0.78
Kepler-735 b,Transit,1,11.51516988,,,,0.263,18h58m45.33s,284.688884,+46d10m20.1s,46.172249,790.00,5107.00,0.85,0.80
Kepler-736 b,Transit,1,3.60147201,,,,0.261,19h01m33.92s,285.391321,+46d10m51.4s,46.180939,1007.00,5217.00,0.86,0.81
Kepler-737 b,Transit,1,28.59915399,,,,0.175,19h27m27.08s,291.862847,+46d25m45.3s,46.429256,195.00,3813.00,0.51,0.48
Kepler-738 b,Transit,1,24.58721573,,,,0.223,19h10m16.72s,287.569664,+46d34m04.3s,46.567859,992.00,5327.00,0.86,0.82
Kepler-739 b,Transit,1,12.53248465,,,,0.296,19h20m16.32s,290.067985,+46d34m44.9s,46.579140,1128.00,5601.00,0.93,0.90
Kepler-74 b,Transit,1,7.34071100,0.078100,0.000000,0.63000,0.960,19h32m22.21s,293.092525,+41d21m19.9s,41.355523,1330.00,6000.00,1.18,1.12
Kepler-740 b,Transit,1,3.58410122,,,,0.408,19h05m55.74s,286.482254,+46d41m32.8s,46.692451,1262.00,5438.00,0.91,0.87
Kepler-741 b,Transit,1,7.03902374,,,,0.265,19h17m43.61s,289.431703,+46d37m03.1s,46.617531,1530.00,6129.00,1.16,1.24
Kepler-742 b,Transit,1,8.36086824,,,,0.289,18h55m27.84s,283.866019,+46d47m22.5s,46.789589,499.00,4642.00,0.76,0.71
Kepler-743 b,Transit,1,3.17926292,,,,0.108,19h42m17.80s,295.574168,+42d48m23.2s,42.806436,258.00,5486.00,0.94,0.85
Kepler-744 b,Transit,1,12.06222443,,,,0.145,19h45m59.07s,296.496136,+47d10m58.3s,47.182865,486.00,5594.00,0.94,0.93
Kepler-745 b,Transit,1,9.93143556,,,,0.193,19h25m59.86s,291.499430,+37d03m33.4s,37.059283,1199.00,5849.00,1.04,1.04
Kepler-746 b,Transit,1,3.48159251,,,,0.099,19h22m43.74s,290.682243,+37d21m18.4s,37.355117,450.00,5418.00,0.91,0.93
Kepler-747 b,Transit,1,35.61760587,,,,0.470,19h13m39.96s,288.416503,+41d01m47.3s,41.029804,855.00,5096.00,0.82,0.78
Kepler-748 b,Transit,1,7.40742793,,,,0.225,19h29m03.10s,292.262899,+37d14m13.2s,37.236992,1271.00,5934.00,1.07,1.10
Kepler-749 b,Transit,1,17.31716585,,,,0.277,19h59m35.34s,299.897230,+43d54m14.1s,43.903908,753.00,5009.00,0.79,0.75
Kepler-75 b,Transit,1,8.88491160,0.081800,0.570000,10.10000,1.050,19h24m33.02s,291.137593,+36d34m38.6s,36.577386,1140.00,5200.00,0.91,0.89
Kepler-750 b,Transit,2,9.42887179,,,,0.274,19h16m23.25s,289.096874,+44d00m15.8s,44.004379,1181.00,6160.00,1.15,1.23
Kepler-750 c,Transit,2,4.08899022,,,,0.145,19h16m23.25s,289.096874,+44d00m15.8s,44.004379,1181.00,6160.00,1.15,1.23
Kepler-751 b,Transit,1,17.44490636,,,,0.219,19h39m22.52s,294.843831,+44d04m39.7s,44.077686,748.00,5387.00,0.87,0.84
Kepler-752 b,Transit,1,18.82747265,,,,0.251,19h29m04.35s,292.268128,+37d57m20.4s,37.955654,1075.00,5373.00,0.87,0.83
Kepler-753 b,Transit,1,5.74772501,,,,0.170,19h27m36.79s,291.903273,+37d54m08.2s,37.902288,278.00,4346.00,0.68,0.65
Kepler-754 b,Transit,1,14.55962370,,,,0.179,19h33m00.99s,293.254104,+37d50m46.3s,37.846192,1192.00,5935.00,1.06,1.08
Kepler-755 b,Transit,2,1.26909037,,,,0.157,19h47m26.64s,296.860998,+41d05m50.4s,41.097338,368.00,5043.00,0.82,0.77
Kepler-755 c,Transit,2,2.85313364,,,,0.112,19h47m26.64s,296.860998,+41d05m50.4s,41.097338,368.00,5043.00,0.82,0.77
Kepler-756 b,Transit,1,1.22486632,,,,0.100,19h22m25.91s,290.607939,+41d12m03.9s,41.201093,852.00,5282.00,0.82,0.79
Kepler-757 b,Transit,1,1.02267882,,,,0.121,19h46m43.31s,296.680438,+41d23m11.5s,41.386515,1016.00,6014.00,1.08,1.13
Kepler-758 b,Transit,4,12.10971040,,,,0.221,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.00,6228.00,1.16,1.42
Kepler-758 c,Transit,4,4.75793986,,,,0.151,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.00,6228.00,1.16,1.42
Kepler-758 d,Transit,4,20.49661970,,,,0.189,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.00,6228.00,1.16,1.42
Kepler-758 e,Transit,4,8.19347190,,,,0.136,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.00,6228.00,1.16,1.42
Kepler-759 b,Transit,1,41.80598500,,,,0.203,19h20m31.56s,290.131501,+41d22m53.4s,41.381498,892.00,5860.00,1.04,1.04
Kepler-76 b,Orbital Brightness Modulation,1,1.54492980,0.027400,,2.01000,1.360,19h36m46.11s,294.192118,+39d37m08.4s,39.619003,844.00,6409.00,1.20,1.32
Kepler-760 b,Transit,2,8.70419416,,,,0.273,19h10m22.37s,287.593209,+44d10m45.9s,44.179417,782.00,5322.00,0.89,0.85
Kepler-760 c,Transit,2,2.46697439,,,,0.132,19h10m22.37s,287.593209,+44d10m45.9s,44.179417,782.00,5322.00,0.89,0.85
Kepler-761 b,Transit,1,10.12804789,,,,0.181,19h22m00.86s,290.503604,+44d08m36.9s,44.143581,867.00,5706.00,0.95,0.93
Kepler-762 b,Transit,1,3.77055210,,,,1.131,19h25m06.15s,291.275634,+47d19m46.2s,47.329491,1465.00,5944.00,1.06,1.08
Kepler-763 b,Transit,1,1.19655156,,,,0.109,19h28m34.67s,292.144477,+47d09m26.5s,47.157352,902.00,5166.00,0.84,0.80
Kepler-764 b,Transit,1,7.33683936,,,,0.146,19h49m34.36s,297.393183,+47d09m52.7s,47.164627,1013.00,5557.00,0.92,0.89
Kepler-765 b,Transit,1,27.66552260,,,,0.217,18h52m44.31s,283.184612,+47d09m20.4s,47.155670,1000.00,5901.00,1.05,1.06
Kepler-766 b,Transit,1,6.10027804,,,,0.302,19h32m44.29s,293.184531,+37d58m11.5s,37.969851,1614.00,5992.00,1.10,1.15
Kepler-767 b,Transit,1,161.52801010,,,,0.592,19h26m19.00s,291.579173,+38d02m09.0s,38.035828,1185.00,5694.00,0.96,0.94
Kepler-768 b,Transit,1,11.39100250,,,,0.160,19h36m27.76s,294.115656,+38d23m36.5s,38.393485,795.00,5108.00,0.82,0.78
Kepler-769 b,Transit,2,7.42608998,,,,0.261,19h30m51.14s,292.713101,+38d21m29.6s,38.358213,1362.00,6186.00,1.19,1.28
Kepler-769 c,Transit,2,15.98701740,,,,0.160,19h30m51.14s,292.713101,+38d21m29.6s,38.358213,1362.00,6186.00,1.19,1.28
Kepler-77 b,Transit,1,3.57878087,0.045010,0.000000,0.43000,0.960,19h18m25.91s,289.607956,+44d20m43.5s,44.345425,570.00,5520.00,0.95,0.99
Kepler-770 b,Transit,3,18.92540274,,,,0.205,19h05m57.70s,286.490428,+38d22m29.7s,38.374907,761.00,5598.00,0.94,0.92
Kepler-770 c,Transit,3,1.47532231,,,,0.107,19h05m57.70s,286.490428,+38d22m29.7s,38.374907,761.00,5598.00,0.94,0.92
Kepler-770 d,Transit,3,4.15244722,,,,0.125,19h05m57.70s,286.490428,+38d22m29.7s,38.374907,761.00,5598.00,0.94,0.92
Kepler-771 b,Transit,1,8.73485836,,,,0.162,19h09m46.58s,287.444090,+38d05m18.4s,38.088431,1000.00,5906.00,1.03,1.05
Kepler-772 b,Transit,1,12.99207337,,,,0.162,19h25m41.66s,291.423583,+38d12m59.7s,38.216591,689.00,5714.00,0.98,1.11
Kepler-773 b,Transit,1,3.74910006,,,,0.128,19h23m32.32s,290.884667,+38d03m27.2s,38.057567,528.00,5850.00,1.04,1.01
Kepler-774 b,Transit,1,11.08957230,,,,0.283,19h24m07.66s,291.031930,+38d12m43.0s,38.211956,1190.00,6403.00,1.57,2.42
Kepler-775 b,Transit,1,0.97486893,,,,0.106,19h25m43.99s,291.433297,+41d42m12.4s,41.703438,400.00,5468.00,0.92,0.84
