pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad
Kepler-1613 b,Transit,1,1.51842990,,,,0.186,19h19m30.01s,289.875041,+43d25m15.5s,43.420963,855.00,6005.00,1.08,1.12
Kepler-1614 b,Transit,1,3.94661410,,,,0.133,18h59m29.12s,284.871334,+49d46m33.3s,49.775913,982.00,5121.00,0.79,0.76
Kepler-1615 b,Transit,1,47.31261920,,,,0.184,19h05m26.21s,286.359226,+42d13m38.9s,42.227478,940.00,5865.00,1.04,1.05
Kepler-1616 b,Transit,1,6.76284377,,,,0.091,19h06m10.47s,286.543637,+45d18m17.5s,45.304874,862.00,6266.00,1.21,1.34
Kepler-1617 b,Transit,1,27.47855720,,,,0.107,19h11m44.93s,287.937219,+46d25m06.6s,46.418491,813.00,6167.00,1.15,1.22
Kepler-1618 b,Transit,1,6.10826019,,,,0.112,19h40m42.09s,295.175391,+45d55m51.3s,45.930908,1238.00,6620.00,1.41,1.65
Kepler-1619 b,Transit,1,23.62259130,,,,0.068,19h02m48.83s,285.703472,+44d25m19.2s,44.422001,520.00,5852.00,1.00,1.00
Kepler-162 b,Transit,2,6.91979800,0.069000,,,0.112,19h49m06.94s,297.278910,+43d43m26.5s,43.724018,905.00,5816.00,,0.96
Kepler-162 c,Transit,2,19.44635500,0.137000,,,0.270,19h49m06.94s,297.278910,+43d43m26.5s,43.724018,905.00,5816.00,,0.96
Kepler-1620 b,Transit,1,101.95182900,,,,0.144,19h49m05.01s,297.270876,+46d55m42.3s,46.928417,773.00,6157.00,1.15,1.23
Kepler-1621 b,Transit,1,92.26371400,,,,0.193,19h50m21.24s,297.588518,+43d50m28.4s,43.841221,1461.00,6158.00,1.15,1.24
Kepler-1622 b,Transit,1,10.81187370,,,,0.131,19h49m18.94s,297.328910,+47d48m55.7s,47.815472,927.00,6436.00,1.31,1.50
Kepler-1623 b,Transit,1,4.36128348,,,,0.117,19h36m19.85s,294.082695,+39d33m22.0s,39.556103,986.00,5772.00,1.00,1.00
Kepler-1624 b,Transit,1,3.29030452,,,,0.509,19h30m19.17s,292.579860,+37d22m35.1s,37.376411,199.00,3636.00,0.50,0.47
Kepler-1625 b,Transit,1,287.37894900,,,,0.541,19h41m43.04s,295.429347,+39d53m11.6s,39.886547,1213.00,5677.00,0.96,0.94
Kepler-1626 b,Transit,1,4.13962966,,,,0.180,19h46m00.11s,296.500445,+40d43m16.4s,40.721230,1718.00,6826.00,1.51,1.85
Kepler-1627 b,Transit,1,7.20283653,,,,0.329,18h56m13.60s,284.056684,+41d34m36.2s,41.576733,311.00,5445.00,0.87,0.84
Kepler-1628 b,Transit,1,76.37803300,,,,0.574,18h46m32.09s,281.633700,+43d24m41.7s,43.411579,352.00,3724.00,0.55,0.52
Kepler-1629 b,Transit,1,3.87595807,,,,0.069,18h40m49.59s,280.206621,+43d46m27.5s,43.774297,390.00,5776.00,1.01,1.01
Kepler-163 b,Transit,2,7.81093700,0.078000,,,0.094,19h40m00.68s,295.002819,+46d59m14.4s,46.987328,750.00,5776.00,,0.92
Kepler-163 c,Transit,2,21.34726200,0.152000,,,0.202,19h40m00.68s,295.002819,+46d59m14.4s,46.987328,750.00,5776.00,,0.92
Kepler-1630 b,Transit,1,509.99740200,,,,0.195,19h50m01.99s,297.508294,+43d42m39.4s,43.710953,278.00,4736.00,0.66,0.63
Kepler-1631 b,Transit,1,4.09513932,,,,0.120,19h38m31.82s,294.632570,+43d48m27.6s,43.807671,1190.00,5679.00,0.97,0.95
Kepler-1632 b,Transit,1,448.30355800,,,,0.220,19h37m58.77s,294.494859,+43d54m49.0s,43.913620,584.00,6137.00,1.12,1.19
Kepler-1633 b,Transit,1,186.40427100,,,,0.141,19h14m03.65s,288.515202,+44d55m23.6s,44.923225,811.00,6256.00,1.20,1.32
Kepler-1634 b,Transit,1,374.87623900,,,,0.285,19h36m10.42s,294.043409,+45d08m23.2s,45.139786,654.00,5474.00,0.92,0.89
Kepler-1635 b,Transit,1,469.63111000,,,,0.325,19h01m23.76s,285.348993,+45d33m22.3s,45.556183,1084.00,5347.00,0.89,0.85
Kepler-1636 b,Transit,1,425.47785000,,,,0.288,19h36m13.83s,294.057625,+46d26m27.7s,46.441031,1567.00,5797.00,1.01,1.02
Kepler-1637 b,Transit,1,6.10960324,,,,0.079,18h48m56.84s,282.236848,+48d09m15.5s,48.154297,506.00,5789.00,1.02,1.02
Kepler-1638 b,Transit,1,259.33683000,,,,0.167,19h41m55.78s,295.482407,+48d31m28.0s,48.524445,879.00,5710.00,0.97,0.95
Kepler-1639 b,Transit,1,9.87848200,,,,0.230,18h52m16.47s,283.068632,+48d48m07.5s,48.802086,1168.00,6150.00,1.12,1.18
Kepler-164 b,Transit,3,5.03503000,0.058000,,,0.126,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,991.00,5888.00,,1.15
Kepler-164 c,Transit,3,10.94572300,0.097000,,,0.244,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,991.00,5888.00,,1.15
Kepler-164 d,Transit,3,28.98676900,0.187000,,,0.219,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,991.00,5888.00,,1.15
Kepler-1640 b,Transit,1,7.58441260,,,,0.430,19h38m13.89s,294.557890,+40d51m01.8s,40.850498,1379.00,6324.00,1.27,1.43
Kepler-1641 b,Transit,2,19.67226600,,,,0.277,19h45m26.27s,296.359440,+41d34m28.3s,41.574532,961.00,6152.00,1.12,1.19
Kepler-1641 c,Transit,2,32.65721200,,,,0.263,19h45m26.27s,296.359440,+41d34m28.3s,41.574532,961.00,6152.00,1.12,1.19
Kepler-1642 b,Transit,2,12.20575130,,,,0.285,19h48m50.92s,297.212160,+43d38m37.4s,43.643719,447.00,5355.00,0.88,0.84
Kepler-1642 c,Transit,2,6.65138020,,,,0.237,19h48m50.92s,297.212160,+43d38m37.4s,43.643719,447.00,5355.00,0.88,0.84
Kepler-1643 b,Transit,1,5.34264507,,,,0.205,20h01m43.44s,300.431000,+44d45m03.6s,44.751011,414.00,5508.00,0.92,0.88
Kepler-1644 b,Transit,1,21.09077580,,,,0.168,19h01m54.01s,285.475055,+48d02m05.8s,48.034935,592.00,5499.00,0.89,0.86
Kepler-1645 b,Transit,1,16.17795610,,,,0.159,19h49m55.07s,297.479473,+48d25m06.9s,48.418571,844.00,5812.00,1.02,1.02
Kepler-1646 b,Transit,1,4.48558383,,,,0.110,19h10m06.34s,287.526422,+42d54m46.5s,42.912908,81.00,3299.00,0.24,0.26
Kepler-1647 b,Transit,1,1107.59230000,2.720500,0.058100,1.51968,1.059,19h52m36.02s,298.150086,+40d39m22.2s,40.656175,1211.54,6210.00,1.22,1.79
Kepler-1649 b,Transit,1,8.68909000,0.051400,0.000000,,0.096,19h30m00.90s,292.503769,+41d49m49.5s,41.830421,92.43,3240.00,0.22,0.25
Kepler-165 b,Transit,2,8.18084800,0.072000,,,0.207,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,581.00,5211.00,,0.77
Kepler-165 c,Transit,2,15.31299000,0.110000,,,0.199,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,581.00,5211.00,,0.77
Kepler-1650 b,Transit,1,1.53818001,,0.010000,,0.086,19h50m55.02s,297.729255,+42d52m00.8s,42.866898,120.50,3410.00,0.33,0.33
Kepler-1651 b,Transit,1,9.87863917,,0.130000,,0.164,18h54m30.81s,283.628354,+48d23m27.7s,48.391022,69.40,3713.00,0.52,0.50
Kepler-1652 b,Transit,1,38.09722000,0.165400,,,0.143,19h37m27.86s,294.366085,+49d54m54.2s,49.915058,252.00,3638.00,0.40,0.38
Kepler-1653 b,Transit,1,140.25240000,0.470600,,,0.194,19h45m49.86s,296.457755,+41d15m57.7s,41.266024,755.00,4807.00,0.72,0.69
Kepler-1654 b,Transit,1,1047.83560000,2.026000,0.260000,0.50000,0.819,18h48m44.59s,282.185812,+44d26m04.1s,44.434486,567.84,5597.00,1.01,1.18
Kepler-1655 b,Transit,1,11.87287870,0.103000,,0.01573,0.197,19h06m45.47s,286.689452,+39d12m42.9s,39.211929,214.58,6148.00,1.03,1.03
Kepler-1656 b,Transit,1,31.57865900,0.197000,0.836000,0.15291,0.448,18h57m53.32s,284.472168,+39d54m42.6s,39.911824,186.88,5731.00,1.03,1.10
Kepler-1658 b,Transit,1,3.84937278,0.054400,0.062800,5.88000,1.070,19h37m25.57s,294.356546,+38d56m50.6s,38.947376,806.07,6216.00,1.45,2.89
Kepler-166 b,Transit,3,7.65025400,0.072000,,,0.203,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,655.00,5413.00,,0.74
Kepler-166 c,Transit,3,34.26028100,0.195000,,,0.212,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,655.00,5413.00,,0.74
Kepler-166 d,Transit,3,1.55400393,,,,0.154,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,655.00,5413.00,,0.74
Kepler-167 b,Transit,4,4.39316320,0.048300,0.000000,,0.144,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,4890.00,0.77,0.73
Kepler-167 c,Transit,4,7.40611400,0.068400,0.000000,,0.138,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,4890.00,0.77,0.73
Kepler-167 d,Transit,4,21.80385500,0.140500,0.120000,,0.107,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,4890.00,0.77,0.73
Kepler-167 e,Transit,4,1071.23228000,1.890000,0.062000,,0.906,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330.00,4890.00,0.77,0.73
Kepler-168 b,Transit,2,4.42539100,0.056000,,,0.130,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,1476.00,6282.00,,1.11
Kepler-168 c,Transit,2,13.19324200,0.116000,,,0.240,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,1476.00,6282.00,,1.11
Kepler-169 b,Transit,5,3.25061900,0.040000,,,0.101,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,434.00,4997.00,,0.76
Kepler-169 c,Transit,5,6.19546900,0.062000,,,0.108,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,434.00,4997.00,,0.76
Kepler-169 d,Transit,5,8.34812500,0.075000,,,0.112,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,434.00,4997.00,,0.76
Kepler-169 e,Transit,5,13.76710200,0.105000,,,0.196,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,434.00,4997.00,,0.76
Kepler-169 f,Transit,5,87.09019500,0.359000,,,0.230,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,434.00,4997.00,,0.76
Kepler-17 b,Transit,1,1.48571080,0.025910,0.011000,2.45000,1.310,19h53m34.87s,298.395274,+47d48m54.0s,47.815006,800.00,5781.00,1.16,1.05
Kepler-170 b,Transit,2,7.93059200,0.080000,,,0.285,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,743.00,5679.00,,1.03
Kepler-170 c,Transit,2,16.66586300,0.131000,,,0.255,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,743.00,5679.00,,1.03
Kepler-171 b,Transit,3,4.16697200,0.050000,,,0.209,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,1026.00,5642.00,,0.84
Kepler-171 c,Transit,3,11.46346200,0.098000,,,0.228,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,1026.00,5642.00,,0.84
Kepler-171 d,Transit,3,39.59551900,0.223000,,,0.169,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,1026.00,5642.00,,0.84
Kepler-172 b,Transit,4,2.94030900,0.040000,,,0.210,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,796.00,5526.00,,1.08
Kepler-172 c,Transit,4,6.38899600,0.068000,,,0.255,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,796.00,5526.00,,1.08
Kepler-172 d,Transit,4,14.62711900,0.118000,,,0.201,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,796.00,5526.00,,1.08
Kepler-172 e,Transit,4,35.11873600,0.211000,,,0.246,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,796.00,5526.00,,1.08
Kepler-173 b,Transit,2,4.26374200,0.048000,,,0.115,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,810.00,6031.00,,0.95
Kepler-173 c,Transit,2,8.00577700,0.074000,,,0.217,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,810.00,6031.00,,0.95
Kepler-174 b,Transit,3,13.98179000,0.100000,,,0.175,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,371.00,4880.00,,0.62
Kepler-174 c,Transit,3,44.00052900,0.214000,,,0.133,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,371.00,4880.00,,0.62
Kepler-174 d,Transit,3,247.35373000,0.677000,,,0.195,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,371.00,4880.00,,0.62
Kepler-175 b,Transit,2,11.90351500,0.105000,,,0.228,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,1279.00,6064.00,,1.01
Kepler-175 c,Transit,2,34.03525700,0.213000,,,0.277,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,1279.00,6064.00,,1.01
Kepler-176 b,Transit,4,5.43307400,0.058000,,,0.128,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,564.00,5232.00,,0.89
Kepler-176 c,Transit,4,12.75971200,0.102000,,,0.232,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,564.00,5232.00,,0.89
Kepler-176 d,Transit,4,25.75197400,0.163000,,,0.224,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,564.00,5232.00,,0.89
Kepler-176 e,Transit,4,51.16579000,,,,0.129,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,564.00,5232.00,,0.89
Kepler-177 b,Transit,2,36.85500000,,,0.00600,0.259,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,1068.00,5942.00,,1.05
Kepler-177 c,Transit,2,49.41200000,,,0.02400,0.633,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,1068.00,5942.00,,1.05
Kepler-178 b,Transit,3,9.57669400,0.085000,,,0.259,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,741.00,5676.00,,1.07
Kepler-178 c,Transit,3,20.55280200,0.142000,,,0.257,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,741.00,5676.00,,1.07
Kepler-178 d,Transit,3,96.67898800,0.397000,,,0.352,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,741.00,5676.00,,1.07
Kepler-179 b,Transit,2,2.73592600,0.036000,,,0.146,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,660.00,5302.00,,0.76
Kepler-179 c,Transit,2,6.40013000,0.064000,,,0.178,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,660.00,5302.00,,0.76
Kepler-18 b,Transit,3,3.50472500,0.044700,0.000000,0.02200,0.178,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,507.00,5345.00,0.97,1.11
Kepler-18 c,Transit,3,7.64159000,0.075200,0.000000,0.05400,0.490,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,507.00,5345.00,0.97,1.11
Kepler-18 d,Transit,3,14.85888000,0.117200,0.000000,0.05200,0.623,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,507.00,5345.00,0.97,1.11
Kepler-180 b,Transit,2,13.81712400,0.109000,,,0.134,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,675.00,5731.00,,1.06
Kepler-180 c,Transit,2,41.88577500,0.229000,,,0.269,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,675.00,5731.00,,1.06
Kepler-181 b,Transit,2,3.13787300,0.040000,,,0.113,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,667.00,5333.00,,0.75
Kepler-181 c,Transit,2,4.30214900,0.049000,,,0.178,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,667.00,5333.00,,0.75
Kepler-182 b,Transit,2,9.82579200,0.096000,,,0.230,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,1409.00,6250.00,,1.15
Kepler-182 c,Transit,2,20.68434200,0.157000,,,0.306,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,1409.00,6250.00,,1.15
Kepler-183 b,Transit,2,5.68794500,0.064000,,,0.184,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,1015.00,5888.00,,0.96
Kepler-183 c,Transit,2,11.63707100,0.103000,,,0.203,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,1015.00,5888.00,,0.96
Kepler-184 b,Transit,3,10.68757600,0.092000,,,0.211,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,716.00,5788.00,,0.87
Kepler-184 c,Transit,3,20.30300500,0.141000,,,0.176,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,716.00,5788.00,,0.87
Kepler-184 d,Transit,3,29.02235800,0.179000,,,0.222,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,716.00,5788.00,,0.87
Kepler-185 b,Transit,2,1.63290000,0.026000,,,0.104,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,511.00,5208.00,,0.81
Kepler-185 c,Transit,2,20.72904200,0.139000,,,0.180,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,511.00,5208.00,,0.81
Kepler-186 b,Transit,5,3.88679070,0.034300,,,0.095,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,3755.00,0.54,0.52
Kepler-186 c,Transit,5,7.26730200,0.045100,,,0.112,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,3755.00,0.54,0.52
Kepler-186 d,Transit,5,13.34299600,0.078100,,,0.125,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,3755.00,0.54,0.52
Kepler-186 e,Transit,5,22.40770400,0.110000,,,0.113,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,3755.00,0.54,0.52
Kepler-186 f,Transit,5,129.94410000,0.432000,0.040000,,0.104,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172.00,3755.00,0.54,0.52
Kepler-187 b,Transit,2,4.93886400,0.059000,,,0.126,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,867.00,6105.00,,1.29
Kepler-187 c,Transit,2,10.64026300,0.099000,,,0.238,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,867.00,6105.00,,1.29
Kepler-188 b,Transit,2,2.06189700,0.032000,,,0.150,18h45m07.13s,281.279710,+44d18m55.9s,44.315533,896.00,6021.00,,1.14
Kepler-188 c,Transit,2,5.99655300,0.066000,,,0.285,18h45m07.13s,281.279710,+44d18m55.9s,44.315533,896.00,6021.00,,1.14
Kepler-189 b,Transit,2,10.39993100,0.088000,,,0.108,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,618.00,5235.00,,0.75
Kepler-189 c,Transit,2,20.13486600,0.137000,,,0.212,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,618.00,5235.00,,0.75
Kepler-19 b,Transit,3,9.28716000,,0.120000,0.02643,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119.00,5544.00,0.94,0.86
Kepler-19 c,Transit Timing Variations,3,28.73100000,,0.210000,0.04122,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119.00,5544.00,0.94,0.86
Kepler-19 d,Radial Velocity,3,62.95000000,,0.050000,0.07079,,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,2119.00,5544.00,0.94,0.86
Kepler-190 b,Transit,2,2.01999900,0.030000,,,0.139,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,455.00,5106.00,,0.80
Kepler-190 c,Transit,2,3.76302400,0.045000,,,0.130,19h14m20.17s,288.584039,+44d44m01.7s,44.733799,455.00,5106.00,,0.80
Kepler-191 b,Transit,3,9.93963200,0.087000,,,0.120,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626.00,5282.00,,0.79
Kepler-191 c,Transit,3,17.73850600,0.128000,,,0.166,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626.00,5282.00,,0.79
Kepler-191 d,Transit,3,5.94504102,,,,0.203,19h24m44.01s,291.183386,+45d19m23.4s,45.323177,626.00,5282.00,,0.79
Kepler-192 b,Transit,3,9.92674600,0.090000,,,0.244,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616.00,5479.00,,1.01
Kepler-192 c,Transit,3,21.22340000,0.150000,,,0.249,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616.00,5479.00,,1.01
Kepler-192 d,Transit,3,6.47027579,,,,0.091,19h11m40.30s,287.917924,+45d35m34.4s,45.592876,616.00,5479.00,,1.01
Kepler-193 b,Transit,2,11.38848000,0.106000,,,0.213,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1196.00,6335.00,,1.15
Kepler-193 c,Transit,2,50.69749400,0.286000,,,0.245,19h45m59.66s,296.498596,+46d34m38.1s,46.577244,1196.00,6335.00,,1.15
Kepler-194 b,Transit,3,2.09228100,0.032000,,,0.135,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218.00,6089.00,,1.02
Kepler-194 c,Transit,3,17.30803200,0.131000,,,0.231,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218.00,6089.00,,1.02
Kepler-194 d,Transit,3,52.81497300,0.275000,,,0.214,19h27m53.15s,291.971445,+47d51m51.0s,47.864174,1218.00,6089.00,,1.02
Kepler-195 b,Transit,2,8.30787200,0.077000,,,0.181,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,649.00,5329.00,,0.78
Kepler-195 c,Transit,2,34.09686300,0.197000,,,0.138,19h12m29.03s,288.120962,+47d58m00.0s,47.966667,649.00,5329.00,,0.78
Kepler-196 b,Transit,2,20.73988600,0.138000,,,0.170,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,452.00,5128.00,,0.78
Kepler-196 c,Transit,2,47.42773700,0.240000,,,0.200,18h59m52.44s,284.968519,+42d04m45.1s,42.079205,452.00,5128.00,,0.78
Kepler-197 b,Transit,4,5.59930800,0.060000,,,0.091,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341.00,6004.00,,1.12
Kepler-197 c,Transit,4,10.34969500,0.090000,,,0.110,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341.00,6004.00,,1.12
Kepler-197 d,Transit,4,15.67756300,0.119000,,,0.109,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341.00,6004.00,,1.12
Kepler-197 e,Transit,4,25.20971500,0.164000,,,0.081,19h40m54.34s,295.226435,+50d33m32.4s,50.559006,341.00,6004.00,,1.12
Kepler-198 b,Transit,3,17.79003700,0.131000,,,0.252,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,512.00,5574.00,,0.94
Kepler-198 c,Transit,3,49.56741600,0.259000,,,0.220,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,512.00,5574.00,,0.94
Kepler-198 d,Transit,3,1.31184443,,,,0.136,19h22m41.55s,290.673130,+38d41m27.6s,38.691011,512.00,5574.00,,0.94
Kepler-199 b,Transit,2,23.63760400,0.158000,,,0.277,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,493.00,5644.00,,0.97
Kepler-199 c,Transit,2,67.09340800,0.316000,,,0.290,19h42m14.26s,295.559419,+40d14m10.6s,40.236271,493.00,5644.00,,0.97
Kepler-20 b,Transit,6,3.69611525,0.046300,0.030000,0.03052,0.167,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,5495.00,0.95,0.96
Kepler-20 c,Transit,6,10.85409089,0.094900,0.160000,0.04012,0.272,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,5495.00,0.95,0.96
Kepler-20 d,Transit,6,77.61130017,0.350600,,0.03168,0.245,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,5495.00,0.95,0.96
Kepler-20 e,Transit,6,6.09852281,0.063900,,,0.077,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,5495.00,0.95,0.96
Kepler-20 f,Transit,6,19.57758478,0.139600,,,0.089,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,5495.00,0.95,0.96
Kepler-20 g,Radial Velocity,6,34.94000000,0.205500,0.150000,0.06280,,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,290.00,5495.00,0.95,0.96
Kepler-200 b,Transit,2,8.59480500,0.080000,,,0.190,18h57m38.38s,284.409920,+41d14m14.9s,41.237465,658.00,5678.00,,0.94
Kepler-200 c,Transit,2,10.22215700,0.090000,,,0.142,18h57m38.38s,284.409920,+41d14m14.9s,41.237465,658.00,5678.00,,0.94
Kepler-201 b,Transit,2,25.67208300,0.175000,,,0.219,19h34m30.25s,293.626040,+41d16m22.2s,41.272827,613.00,6065.00,,1.23
Kepler-201 c,Transit,2,151.88405800,0.573000,,,0.254,19h34m30.25s,293.626040,+41d16m22.2s,41.272827,613.00,6065.00,,1.23
Kepler-202 b,Transit,2,4.06942700,0.045000,,,0.145,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,302.00,4668.00,,0.67
Kepler-202 c,Transit,2,16.28249300,0.113000,,,0.165,18h51m53.62s,282.973419,+41d19m19.2s,41.322006,302.00,4668.00,,0.67
Kepler-203 b,Transit,3,3.16269700,0.043000,,,0.229,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697.00,5821.00,,1.11
Kepler-203 c,Transit,3,5.37064700,0.061000,,,0.220,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697.00,5821.00,,1.11
Kepler-203 d,Transit,3,11.32972000,0.100000,,,0.128,19h48m21.59s,297.089977,+41d23m16.9s,41.388039,697.00,5821.00,,1.11
Kepler-204 b,Transit,2,14.40097400,0.117000,,,0.226,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,769.00,5812.00,,1.24
Kepler-204 c,Transit,2,25.66059300,0.173000,,,0.160,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,769.00,5812.00,,1.24
Kepler-205 b,Transit,2,2.75564000,0.032000,,,0.135,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,150.00,4321.00,,0.55
Kepler-205 c,Transit,2,20.30654600,0.122000,,,0.146,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,150.00,4321.00,,0.55
Kepler-206 b,Transit,3,7.78198700,0.078000,,,0.107,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617.00,5764.00,,1.19
Kepler-206 c,Transit,3,13.13747100,0.111000,,,0.158,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617.00,5764.00,,1.19
Kepler-206 d,Transit,3,23.44281000,0.163000,,,0.106,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,617.00,5764.00,,1.19
Kepler-207 b,Transit,3,1.61186500,0.029000,,,0.140,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,760.00,5920.00,,1.59
Kepler-207 c,Transit,3,3.07157100,0.044000,,,0.134,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,760.00,5920.00,,1.59
Kepler-207 d,Transit,3,5.86807500,0.068000,,,0.295,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,760.00,5920.00,,1.59
Kepler-208 b,Transit,4,4.22864000,0.054000,,,0.145,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856.00,6092.00,,1.31
Kepler-208 c,Transit,4,7.46662300,0.079000,,,0.124,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856.00,6092.00,,1.31
Kepler-208 d,Transit,4,11.13178600,0.103000,,,0.107,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856.00,6092.00,,1.31
Kepler-208 e,Transit,4,16.25945800,0.132000,,,0.132,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,856.00,6092.00,,1.31
