,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SurfaceTempK,RightAscension,Declination,star_solar_mass,star_solar_radius,star_temp,ListsPlanetIsOn
221,Kepler-395 c,0,,0.12029000000000001,34.989262,,19 34 02,+45 08 11,0.547,0.556,4262.0,Confirmed planets
222,Kepler-395 b,0,,0.09386,7.054346000000001,,19 34 02,+45 08 11,0.547,0.556,4262.0,Confirmed planets
223,HD 9174 b,0,1.11,,1179.0,,01 30 01,-19 23 44,1.03,1.67,5577.0,Confirmed planets
224,Kepler-805 b,0,,0.258,30.863893100000006,,19 32 55,+45 03 12,1.19,1.65,6112.0,Confirmed planets
225,EPIC 201855371 b,0,,0.205,17.96753,487.0,11 53 19.146,+06 24 44.14,0.71,0.66,4320.0,Confirmed planets
226,HD 66428 b,0,3.194,,2293.0,,08 03 28.7,-01 09 45.7,1.061,0.98,5752.0,Confirmed planets
227,Kepler-626 b,0,,0.204,14.48585199,,19 14 48,+39 42 30,1.01,1.05,5813.0,Confirmed planets
228,WASP-33 b,0,4.59,1.4380000000000002,1.21986967,2451.5,02 26 51,+37 33 02,1.495,1.444,7400.0,Confirmed planets
229,Kepler-1037 b,0,,0.114,1.06378867,,19 45 22,+47 10 15,0.82,0.78,5105.0,Confirmed planets
230,Gliese 3293 b,0,0.076,,30.6,,04 28 35.72,-25 10 08.9,0.42,0.40399999999999997,3466.0,Confirmed planets
231,Gliese 3293 d,0,0.07,,123.98,,04 28 35.72,-25 10 08.9,0.42,0.40399999999999997,3466.0,Confirmed planets
232,Gliese 3293 c,0,0.027000000000000003,,48.14,,04 28 35.72,-25 10 08.9,0.42,0.40399999999999997,3466.0,Controversial
233,Kepler-568 b,0,,0.20199999999999999,11.02347475,,19 52 25,+48 24 04,0.55,0.53,3768.0,Confirmed planets
234,Kepler-91 b,0,0.66,1.4,6.24668005,,19 02 41,+44 07 00,1.31,6.3,4550.0,Confirmed planets
235,Kepler-1346 b,0,,0.141,3.40165668,,19 27 22,+45 10 45,1.14,1.21,6133.0,Confirmed planets
236,HD 27631 b,0,1.45,,2208.0,137.7,04 19 45,-41 57 37,0.94,1.0,5737.0,Confirmed planets
237,CHXR 73 b,0,12.0,,,,11 06 29,-77 37 33,0.35,,3840.0,Confirmed planets
238,EPIC 201403446 b,2,,0.188,19.15344,889.0,11 37 03.923,-00 54 26.14,1.01,1.12,6445.0,"Controversial, Planets in binary systems, S-type"
239,Kepler-277 b,0,0.27619,0.2661,17.324,,19 06 19,+39 04 37,1.19,1.65,5946.0,Confirmed planets
240,Kepler-277 c,0,0.20856,0.3062,33.006,,19 06 19,+39 04 37,1.19,1.65,5946.0,Confirmed planets
241,Kepler-1273 b,0,,0.222,28.625653000000003,,19 03 13,+44 52 24,0.94,0.91,5566.0,Confirmed planets
242,KMT-2015-1 b,0,2.2,,,,17 58 39.01,-28 01 54.1,0.18,,,Confirmed planets
243,Kepler-58 b,0,,0.25699,10.218558,,19 45 26,+39 06 54,1.04,1.127,6099.0,Confirmed planets
244,Kepler-58 c,0,,0.24241,54.15574300000001,,19 45 26,+39 06 54,1.04,1.127,6099.0,Confirmed planets
245,Kepler-58 d,0,,0.26792,40.101371,,19 45 26,+39 06 54,1.04,1.127,6099.0,Confirmed planets
246,Kepler-1166 b,0,,0.151,33.2406882,,19 21 24,+50 54 10,0.9,0.86,5446.0,Confirmed planets
247,OGLE-2012-BLG-0950L b,0,0.11,,,,18 08 05,-29 16 06,0.56,,5500.0,Confirmed planets
248,Kepler-245 b,0,,0.2342,7.490189999999999,,19 26 33,+42 26 10,0.777,0.795,5100.0,Confirmed planets
249,Kepler-245 d,0,,0.27612,36.277108,,19 26 33,+42 26 10,0.777,0.795,5100.0,Confirmed planets
250,Kepler-245 c,0,,0.19866,17.460812,,19 26 33,+42 26 10,0.777,0.795,5100.0,Confirmed planets
251,Kepler-245 e,0,,0.156,3.21982106,,19 26 33,+42 26 10,0.777,0.795,5100.0,Confirmed planets
252,Kepler-1073 b,0,,0.205,8.67888593,,19 36 37,+38 13 59,1.0,1.0,5792.0,Confirmed planets
253,Kepler-1073 c,0,,0.146,4.02582254,,19 36 37,+38 13 59,1.0,1.0,5792.0,Confirmed planets
254,Kepler-559 b,0,,0.322,17.58752333,,19 46 33,+43 48 10,0.96,0.95,5630.0,Confirmed planets
255,Kepler-782 b,0,,0.28600000000000003,158.68533080000003,,19 15 28,+47 45 34,0.98,1.01,5867.0,Confirmed planets
256,Kepler-1629 b,0,,0.069,3.87595807,,18 40 50,+43 46 27,1.01,1.01,5776.0,Confirmed planets
257,Kepler-1016 b,0,,0.19399999999999998,1.95452434,,19 38 27,+45 59 05,0.99,1.0,5821.0,Confirmed planets
258,Kepler-1016 c,0,,0.32799999999999996,105.65513689999999,,19 38 27,+45 59 05,0.99,1.0,5821.0,Confirmed planets
259,NY Virginis (AB) b,1,2.3,,2900.0,,13 38 48,-02 01 49,,,,"Confirmed planets, Planets in binary systems, P-type"
260,HD 219077 b,0,10.39,,5501.0,124.9,23 14 07,-62 42 00,1.05,1.91,5362.0,Confirmed planets
261,HW Vir (AB) b,1,14.3,,4640.0,,12 44 20.23731,-08 40 16.8338,,,,"Controversial, Planets in binary systems, P-type"
262,WASP-13 b,0,0.5,1.4069999999999998,4.3530135,1203.3,09 20 25,+33 52 57,1.187,1.5590000000000002,5989.0,Confirmed planets
263,HD 215152 b,0,0.0087,,7.2825,704.7,22 43 21,-06 24 03,,,5150.0,Confirmed planets
264,HD 215152 c,0,0.0097,,10.866,615.3,22 43 21,-06 24 03,,,5150.0,Confirmed planets
265,18 Del b,0,10.3,,993.3,,20 58 25.93397,+10 50 21.4289,2.3,8.5,4979.0,Confirmed planets
266,Kepler-210 c,0,,0.436,7.9725,,19 30 00,+43 04 59,0.612,0.65,4559.0,Confirmed planets
267,Kepler-210 b,0,,0.3419,2.4532,,19 30 00,+43 04 59,0.612,0.65,4559.0,Confirmed planets
268,HD 210702 b,0,1.9,,354.8,,22 11 51.33086,+16 02 25.9903,1.68,5.1,4967.0,Confirmed planets
269,Kepler-1110 b,0,,0.237,9.69312032,,19 27 14,+38 37 22,0.73,0.7,4781.0,Confirmed planets
270,HD 165155 b,0,2.89,,434.5,,18 05 57,-29 04 58,1.02,0.95,5426.0,Confirmed planets
271,HD 210277 b,0,1.23,,442.1,240.3,22 09 29,-07 32 32,1.09,1.1,5532.0,Confirmed planets
272,WASP-135 b,0,1.9,1.3,1.4013794,,17 49 08.4,+29 52 45.0,0.98,0.96,5675.0,Confirmed planets
273,HIP 67537 b,0,11.1,,2592.5,,13 50 19,-39 05 57,2.41,8.69,4985.0,Confirmed planets
274,Kepler-532 b,0,,0.22899999999999998,12.92491623,,19 54 39,+48 36 23,0.87,0.79,5192.0,Confirmed planets
275,Kepler-1390 b,0,,0.105,6.48021673,,19 54 39,+48 14 56,0.98,0.98,5753.0,Confirmed planets
276,Gliese 15 A b,2,0.01683,,11.4433,,00 18 22.88532,+44 01 22.6282,0.375,0.3863,3567.0,"Confirmed planets, Planets in binary systems, S-type"
277,HD 330075 b,0,0.62,,3.3877300000000004,1023.2,15 49 37,-49 57 48,0.95,,6295.0,Confirmed planets
278,Kepler-891 b,0,,0.5720000000000001,53.44945593,,19 24 20,+40 21 19,1.06,1.07,5887.0,Confirmed planets
279,Kepler-1402 b,0,,0.068,2.03387914,,19 27 23,+48 58 05,0.9,0.87,5416.0,Confirmed planets
280,Kepler-1182 b,0,,0.215,11.17394617,,19 45 14,+43 49 17,1.04,1.05,5924.0,Confirmed planets
281,HAT-P-55 b,0,0.5820000000000001,1.182,,1313.0,17 37 05.52,+25 43 52.3,1.013,1.011,5808.0,Confirmed planets
282,Kepler-45 b,0,0.505,0.96,2.4552389999999997,774.0,19 31 30,+41 03 51,0.59,0.55,3820.0,Confirmed planets
283,Kepler-1490 b,0,,0.271,92.4362973,,19 42 46,+42 36 34,0.9,0.87,5515.0,Confirmed planets
284,WASP-121 b,0,1.183,1.807,1.2749255,2358.0,07 10 24.058,-39 05 50.55,1.3530000000000002,1.4580000000000002,6459.0,Confirmed planets
285,Kepler-25 b,0,,0.2411,6.238536900000001,1220.6,19 06 33,+38 20 37,1.26,1.34,6354.0,Confirmed planets
286,Kepler-25 c,0,,0.4598,12.720367800000002,959.7,19 06 33,+38 20 37,1.26,1.34,6354.0,Confirmed planets
287,Kepler-25 d,0,0.282798,,123.0,,19 06 33,+38 20 37,1.26,1.34,6354.0,Confirmed planets
288,WASP-70 A b,2,0.59,1.1640000000000001,3.7130203,1387.0,21 01 54,-13 26 00,1.1059999999999999,1.215,5700.0,"Confirmed planets, Planets in binary systems, S-type"
289,HD 102956 b,0,0.96,,6.495,1642.2,11 51 23,+57 38 27,1.68,4.4,5054.0,Confirmed planets
290,WTS-1 b,0,4.01,1.49,3.35,1362.3,19 35 56.41,+36 17 46.76,1.2,1.15,6250.0,Confirmed planets
291,BD+49 828 b,0,1.6,,2590.0,,03 02 33.7362,+49 43 47.974,1.52,7.6,4943.0,Confirmed planets
292,HD 66141 b,0,6.0,,480.5,801.4,08 02 16,+02 20 04,1.1,22.0,4305.0,Confirmed planets
293,CoRoT-2 b,0,3.31,1.465,1.7429964,1392.7,19 27 07,+01 23 02,0.97,0.902,5575.0,Confirmed planets
294,HD 176051 b,0,1.5,,1016.0,,18 57 02,+32 54 05,,,5700.0,Confirmed planets
295,Kepler-894 b,0,,0.248,9.803224,,19 14 56,+46 56 22,0.87,0.85,5603.0,Confirmed planets
296,Kepler-295 b,0,,0.11118,12.645164,,19 01 23,+45 22 04,0.885,0.898,5603.0,Confirmed planets
297,Kepler-295 c,0,,0.10662,21.526258,,19 01 23,+45 22 04,0.885,0.898,5603.0,Confirmed planets
298,Kepler-295 d,0,,0.12394000000000001,33.884054,,19 01 23,+45 22 04,0.885,0.898,5603.0,Confirmed planets
299,XO-5 b,0,1.077,1.03,4.1877537,1133.5,07 46 52,+39 05 41,0.88,1.06,5510.0,Confirmed planets
300,EPIC 201367065 b,0,0.0264,0.19399999999999998,10.05449,,11 29 20.388,-01 27 17.23,0.6,0.56,3896.0,Confirmed planets
301,EPIC 201367065 c,0,,0.165,24.643539999999998,,11 29 20.388,-01 27 17.23,0.6,0.56,3896.0,Confirmed planets
302,EPIC 201367065 d,0,,0.135,44.55983,,11 29 20.388,-01 27 17.23,0.6,0.56,3896.0,Confirmed planets
303,Kepler-1093 b,0,,0.174,25.082462600000003,,18 59 55,+41 25 13,1.13,1.2,6166.0,Confirmed planets
304,Kepler-1093 c,0,,0.175,89.72229200000001,,18 59 55,+41 25 13,1.13,1.2,6166.0,Confirmed planets
305,Kepler-1632 b,0,,0.22,448.303558,,19 37 59,+43 54 49,1.12,1.19,6137.0,Confirmed planets
306,Kepler-1407 b,0,,0.201,20.071150399999997,,18 55 46,+41 28 18,1.1,1.15,6010.0,Confirmed planets
307,2MASS 0122-2439 B,0,,,,,01 22 50.938,-24 39 50.65,0.4,,,Confirmed planets
308,Kepler-229 c,0,,0.44836000000000004,16.068638,,19 07 59,+48 22 32,0.794,0.728,5120.0,Confirmed planets
309,Kepler-229 d,0,,0.35085,41.194912,,19 07 59,+48 22 32,0.794,0.728,5120.0,Confirmed planets
310,Kepler-229 b,0,,0.20049,6.252972,,19 07 59,+48 22 32,0.794,0.728,5120.0,Confirmed planets
311,HD 9446 b,0,0.7,,30.052,586.1,01 33 20,+29 15 55,1.0,1.0,5793.0,Confirmed planets
312,HD 9446 c,0,1.82,,192.9,315.8,01 33 20,+29 15 55,1.0,1.0,5793.0,Confirmed planets
313,Kepler-997 b,0,,0.121,2.70730672,,19 16 56,+49 56 20,1.22,1.56,6150.0,Confirmed planets
314,HD 125612 b,0,3.0,,502.0,224.5,14 20 54,-17 28 53,1.1,1.05,5897.0,Confirmed planets
315,HD 125612 c,0,0.057999999999999996,,4.1547,1186.0,14 20 54,-17 28 53,1.1,1.05,5897.0,Confirmed planets
316,HD 125612 d,0,7.2,,3008.0,129.4,14 20 54,-17 28 53,1.1,1.05,5897.0,Confirmed planets
317,Kepler-362 c,0,,0.13214,37.866281,,19 27 05,+47 31 47,,0.722,5788.0,Confirmed planets
318,Kepler-362 b,0,,0.08019,10.327186,,19 27 05,+47 31 47,,0.722,5788.0,Confirmed planets
319,Kepler-241 b,0,,0.21233000000000002,12.718092,,19 31 39,+41 03 39,0.6709999999999999,0.6679999999999999,4699.0,Confirmed planets
320,Kepler-241 c,0,,0.2342,36.065978,,19 31 39,+41 03 39,0.6709999999999999,0.6679999999999999,4699.0,Confirmed planets
321,Qatar-2 b,0,2.487,1.1440000000000001,1.3371182,1179.7,13 50 37,-06 48 14,0.74,0.713,4645.0,Confirmed planets
322,Kepler-1214 b,0,,0.21100000000000002,18.82634264,,19 00 34,+49 48 02,0.85,0.8,5130.0,Confirmed planets
323,Kepler-102 e,0,0.028091,0.202309,16.1457,,18 45 55,+47 12 28,0.8,0.74,4903.0,Confirmed planets
324,Kepler-102 d,0,0.011954000000000001,0.10753399999999999,10.3117,,18 45 55,+47 12 28,0.8,0.74,4903.0,Confirmed planets
325,Kepler-102 f,0,,0.080195,27.4536,,18 45 55,+47 12 28,0.8,0.74,4903.0,Confirmed planets
326,Kepler-102 c,0,,0.05285599999999999,7.07142,,18 45 55,+47 12 28,0.8,0.74,4903.0,Confirmed planets
327,Kepler-102 b,0,,0.042831,5.28696,,18 45 55,+47 12 28,0.8,0.74,4903.0,Confirmed planets
328,HAT-P-37 b,0,1.169,1.178,2.7974360000000003,1166.3,18 57 11,+51 16 09,0.929,0.877,5500.0,Confirmed planets
329,EPIC 218916923 b,0,0.381,0.812,28.38229,,19 16 16,-17 05 22,0.9179999999999999,0.86,5287.0,Confirmed planets
330,WASP-8 b,2,2.244,1.038,8.158714999999999,846.5,23 59 36,-35 01 53,1.033,0.953,5600.0,"Confirmed planets, Planets in binary systems, S-type"
331,HR 810 b,0,2.26,,320.1,373.3,02 42 31,-50 48 12,1.11,1.85,5997.0,Confirmed planets
332,HAT-P-29 b,0,0.778,1.107,5.72318,1149.1,02 12 31,+51 46 44,1.207,1.224,6087.0,Confirmed planets
333,HD 4732 b,0,2.37,,360.2,,00 49 13,-24 08 12,1.74,5.4,4959.0,Confirmed planets
334,HD 4732 c,0,2.37,,2732.0,,00 49 13,-24 08 12,1.74,5.4,4959.0,Confirmed planets
335,WASP-140 b,0,2.44,1.44,2.2359835,,04 01 33,-20 32 56,0.9,0.87,5260.0,Confirmed planets
336,HD 1666 b,0,6.43,,270.0,,00 20 52.33959,-19 55 52.4083,1.5,1.93,6317.0,Confirmed planets
337,Kepler-677 b,0,,0.48,6.57531678,,19 20 24,+50 19 18,1.0,0.99,5723.0,Confirmed planets
338,Kepler-1362 b,0,,0.23199999999999998,136.205626,,19 14 09,+40 52 38,0.8,0.74,4857.0,Confirmed planets
339,Kepler-1609 b,0,,0.198,114.34218999999999,,19 20 35,+39 39 57,1.18,1.27,6132.0,Confirmed planets
340,Kepler-434 b,0,2.86,1.13,12.874709900000001,1000.0,19 34 20.729,+42 45 44.08,1.198,1.38,5970.0,Confirmed planets
341,Kepler-1534 b,0,,0.16899999999999998,5.71668872,,19 29 35,+43 52 09,0.9,0.86,5442.0,Confirmed planets
342,Kepler-1484 b,0,,0.188,30.4549136,,19 30 44,+38 07 35,0.94,0.92,5730.0,Confirmed planets
343,Kepler-1584 b,0,,0.14400000000000002,13.399709900000001,,19 11 03,+43 16 28,1.1,1.13,6069.0,Confirmed planets
344,Kepler-203 b,0,,0.2342,3.162697,,19 48 21,+41 23 16,1.01,1.114,5821.0,Confirmed planets
345,Kepler-203 c,0,,0.22509,5.370647,,19 48 21,+41 23 16,1.01,1.114,5821.0,Confirmed planets
346,Kepler-203 d,0,,0.13122999999999999,11.32972,,19 48 21,+41 23 16,1.01,1.114,5821.0,Confirmed planets
347,Kepler-847 b,0,,0.105,2.3432319,,18 54 01,+49 27 04,0.83,0.77,4940.0,Confirmed planets
348,HAT-P-22 b,0,2.147,1.08,3.21222,1171.7,10 22 44,+50 07 42,0.9159999999999999,1.04,5302.0,Confirmed planets
349,HD 10442 b,0,2.1,,1043.0,,01 41 53.142,+02 42 15.77,1.56,,5034.0,Confirmed planets
350,Kepler-1028 b,0,,0.11900000000000001,2.51462432,,19 18 22,+49 46 52,0.9,0.87,5522.0,Confirmed planets
351,Kepler-261 b,0,,0.19866,10.381227,,19 25 27,+37 36 33,0.8759999999999999,0.794,5098.0,Confirmed planets
352,Kepler-261 c,0,,0.18225999999999998,24.570857999999998,,19 25 27,+37 36 33,0.8759999999999999,0.794,5098.0,Confirmed planets
353,HATS-10 b,0,0.526,0.9690000000000001,3.312846,1407.0,19 37 13.80,-22 12 16.1,1.101,1.105,5880.0,Confirmed planets
354,HD 68402 b,0,3.07,,1103.0,,08 05 24,-74 35 22,1.12,1.02,5950.0,Confirmed planets
355,KIC 8012732 b,0,,0.87,431.4681,,18 58 55,+43 51 51,0.92,1.22,6221.0,Confirmed planets
356,KIC 8540376 b,0,,0.366,31.8099,,18 49 30.607,+44 41 40.52,1.035,1.26,6474.0,Confirmed planets
357,KIC 8540376 c,0,,0.214,75.2,,18 49 30.607,+44 41 40.52,1.035,1.26,6474.0,Confirmed planets
358,Kepler-833 b,0,,0.18,18.7546998,,19 21 55,+45 36 03,0.64,0.62,4339.0,Confirmed planets
359,HATS-5 b,0,0.237,0.912,4.763387000000001,1025.0,04 28 53.489,-21 28 54.90,0.9359999999999999,0.871,5304.0,Confirmed planets
360,Kepler-38 (AB) b,1,,0.39641678,105.595,,19 07 19,+42 16 45,,,,"Confirmed planets, Planets in binary systems, P-type"
361,Kepler-52 c,0,,0.15583,16.384888,,19 06 57,+49 58 32,0.5770000000000001,0.556,4263.0,Confirmed planets
362,Kepler-52 b,0,,0.21324,7.877407000000001,,19 06 57,+49 58 32,0.5770000000000001,0.556,4263.0,Confirmed planets
363,Kepler-52 d,0,,0.1777,36.445171,,19 06 57,+49 58 32,0.5770000000000001,0.556,4263.0,Confirmed planets
364,KOI-206 b,0,2.82,1.45,5.33408384,1776.0,19 50 22.476,+40 58 38.17,1.46,2.26,6340.0,Confirmed planets
365,Kepler-753 b,0,,0.17,5.74772501,,19 27 37,+37 54 08,0.68,0.65,4346.0,Confirmed planets
366,WASP-98 b,0,0.83,1.1,2.96264,1180.0,03 53 43,-34 19 41,0.69,0.7,5525.0,Confirmed planets
367,TrES-4 A b,2,0.494,1.838,3.55392771,1795.0,17 53 13,+37 12 42,1.45,1.81,6295.0,"Confirmed planets, Planets in binary systems, S-type"
368,HN Peg b,0,22.0,1.05,,1130.0,21 44 31,+14 46 19,1.0,,5940.0,Confirmed planets
369,CFBDS 1458 b,0,6.5,,9855.0,,14 58 29,+10 13 43,0.02,,540.0,Confirmed planets
370,MOA-2007-BLG-400-L b,0,0.9,,,104.6,18 09 42,-29 13 27,0.35,,5700.0,Confirmed planets
371,HD 17156 b,0,3.1910000000000003,1.095,21.2163979,790.5,02 49 44,+71 45 12,1.275,1.508,6079.0,Confirmed planets
372,HD 1461 b,0,0.0239,,5.7727,1054.8,00 18 42,-08 03 11,1.08,1.095,5765.0,Confirmed planets
373,HD 1461 c,0,0.0186,,13.505,795.9,00 18 42,-08 03 11,1.08,1.095,5765.0,Confirmed planets
374,WASP-31 b,0,0.478,1.537,3.405909,1410.6,11 17 45,-19 03 17,1.16,1.24,6200.0,Confirmed planets
375,BD-08 2823 b,0,0.045,,5.6,,10 00 47.72035,-09 31 00.0340,0.74,,4746.0,Confirmed planets
376,BD-08 2823 c,0,0.33,,237.6,,10 00 47.72035,-09 31 00.0340,0.74,,4746.0,Confirmed planets
377,Kepler-903 b,0,,0.179,10.350772099999999,,19 15 05,+40 39 51,0.98,0.97,5682.0,Confirmed planets
378,Kepler-903 c,0,,0.226,62.9228557,,19 15 05,+40 39 51,0.98,0.97,5682.0,Confirmed planets
379,WASP-23 b,0,0.884,0.9620000000000001,2.9444256,1024.0,06 44 31,-42 45 43,0.78,0.765,5150.0,Confirmed planets
380,Gliese 876 b,0,2.6697,,61.086999999999996,,22 53 13,-14 15 13,0.37,0.3761,3129.0,Confirmed planets
381,Gliese 876 c,0,0.8429,,30.0766,,22 53 13,-14 15 13,0.37,0.3761,3129.0,Confirmed planets
382,Gliese 876 d,0,0.0217,,1.93787,,22 53 13,-14 15 13,0.37,0.3761,3129.0,Confirmed planets
383,Gliese 876 e,0,0.053989999999999996,,124.72,,22 53 13,-14 15 13,0.37,0.3761,3129.0,Confirmed planets
384,Kepler-595 b,0,,0.34,25.30292332,,19 38 17,+50 40 23,0.87,0.83,5247.0,Confirmed planets
385,Kepler-1319 b,0,,0.12,2.88676265,,19 23 49,+49 21 59,0.56,0.54,3655.0,Confirmed planets
386,CoRoT-26 b,0,0.52,1.26,4.20474,,18 39 00.13,+06 58 11.71,1.09,1.79,5590.0,Confirmed planets
387,WASP-87 b,0,2.18,1.385,1.682795,2322.0,12 21 17.92,-52 50 27.0,1.204,1.6269999999999998,6450.0,Confirmed planets
388,Kepler-838 b,0,,0.244,15.74957994,,19 01 45,+45 58 34,0.98,0.96,5770.0,Confirmed planets
389,Kepler-488 b,0,,1.409,3.12082923,,18 51 52,+48 20 42,1.07,1.09,5970.0,Confirmed planets
390,HD 117618 b,0,0.17800000000000002,,25.826999999999998,664.2,13 32 25,-47 16 16,1.05,1.19,5861.0,Confirmed planets
391,HD 117618.02,0,0.2,,318.0,,13 32 25,-47 16 16,1.05,1.19,5861.0,Controversial
392,EPIC 201338508 c,0,,0.20199999999999999,10.93241,,11 17 12.84,-01 52 40.71,0.61,0.57,3930.0,Confirmed planets
393,EPIC 201338508 b,0,,0.17,5.73594,,11 17 12.84,-01 52 40.71,0.61,0.57,3930.0,Confirmed planets
394,Kepler-591 b,0,,0.302,81.16942990000001,,19 04 06,+48 25 54,0.97,0.94,5677.0,Confirmed planets
395,GJ 682 b,0,0.013999999999999999,,17.477999999999998,,17 37 03.66242,-44 19 09.1697,0.27,,3028.0,Controversial
396,GJ 682 c,0,0.027000000000000003,,57.32,,17 37 03.66242,-44 19 09.1697,0.27,,3028.0,Controversial
397,Kepler-682 b,0,,0.6579999999999999,12.61190667,,19 16 27,+51 44 15,0.92,0.89,5559.0,Confirmed planets
398,HD 154857 b,0,2.24,,408.6,336.0,17 11 15,-56 40 50,1.7180000000000002,2.31,5508.0,Confirmed planets
399,HD 154857 c,0,2.58,,3452.0,,17 11 15,-56 40 50,1.7180000000000002,2.31,5508.0,Confirmed planets
400,HD 6718 b,0,1.56,,2496.0,135.5,01 07 49,-08 14 01,0.96,1.02,5745.0,Confirmed planets
401,Kepler-1215 b,0,,0.109,4.76703963,,19 49 51,+48 10 53,0.95,0.93,5616.0,Confirmed planets
402,Kepler-470 b,0,,1.288,24.66919569,,19 48 02,+50 22 20,1.4,1.66,6613.0,Confirmed planets
403,HATS-31 b,0,0.88,1.64,3.37796,,12 46 49,-24 34 21,1.275,1.87,6050.0,Confirmed planets
404,Kepler-54 b,0,,0.18864,8.01026,,19 39 05,+43 03 22,0.514,0.5539999999999999,4252.0,Confirmed planets
405,Kepler-54 c,0,,0.15947999999999998,12.072389,,19 39 05,+43 03 22,0.514,0.5539999999999999,4252.0,Confirmed planets
406,Kepler-54 d,0,,0.13943,20.995694,,19 39 05,+43 03 22,0.514,0.5539999999999999,4252.0,Confirmed planets
407,Kepler-880 b,0,,0.237,7.71468975,,18 47 53,+43 40 22,1.46,1.74,6761.0,Confirmed planets
408,Mercury,0,0.00017387418999999997,0.034901518,87.97,,,,1.0,1.0,5778.0,Solar System
409,Venus,0,0.0025637401,0.08656491,224.7,,,,1.0,1.0,5778.0,Solar System
410,Earth,0,0.0031457007,0.091130294,365.2422,,,,1.0,1.0,5778.0,Solar System
411,Mars,0,0.00033799525000000004,0.048489079000000004,686.98,,,,1.0,1.0,5778.0,Solar System
412,Jupiter,0,1.0,1.0,4332.82,,,,1.0,1.0,5778.0,Solar System
413,Saturn,0,0.299,0.832944,10755.67,,,,1.0,1.0,5778.0,Solar System
414,Uranus,0,0.0457,0.362775,30687.153,,,,1.0,1.0,5778.0,Solar System
415,Neptune,0,0.053952999999999994,0.35221925,60190.03,,,,1.0,1.0,5778.0,Solar System
416,Pluto,0,7.7581378e-06,0.016437900000000002,90553.02,,,,1.0,1.0,5778.0,Solar System
417,Kepler-370 c,0,,0.17406,19.02293,,19 28 41,+40 54 58,,0.9,5852.0,Confirmed planets
418,Kepler-370 b,0,,0.1449,4.57953,,19 28 41,+40 54 58,,0.9,5852.0,Confirmed planets
419,VHS 1256-1257 b,0,11.2,,,880.0,12 56 01.922,-12 57 23.990,0.07,,2620.0,Confirmed planets
420,WASP-35 b,0,0.72,1.32,3.161575,1450.0,05 04 20,-06 13 47,1.07,1.09,5990.0,Confirmed planets
421,HR 8799 b,0,5.0,0.7,166510.0,1100.0,23 07 28.71507,+21 08 03.3053,1.516,1.44,7193.0,Confirmed planets
422,HR 8799 c,0,7.0,1.0,83255.0,1200.0,23 07 28.71507,+21 08 03.3053,1.516,1.44,7193.0,Confirmed planets
423,HR 8799 d,0,7.0,1.1,41628.0,1200.0,23 07 28.71507,+21 08 03.3053,1.516,1.44,7193.0,Confirmed planets
424,HR 8799 e,0,7.0,1.0,20816.0,1200.0,23 07 28.71507,+21 08 03.3053,1.516,1.44,7193.0,Confirmed planets
425,Kapteyn b,0,0.015099000000000001,,48.61600000000001,,05 11 40.58112,-45 01 06.2899,0.281,0.29100000000000004,3550.0,Controversial
426,Kapteyn c,0,0.022019999999999998,,121.54,,05 11 40.58112,-45 01 06.2899,0.281,0.29100000000000004,3550.0,Confirmed planets
427,Kepler-519 b,0,,0.187,24.3078946,,19 57 17,+41 23 05,0.89,0.8,5260.0,Confirmed planets
428,Kepler-714 b,0,,0.863,8.09888799,,18 50 48,+43 16 22,1.09,1.12,5995.0,Confirmed planets
429,Kepler-790 b,0,,0.19399999999999998,13.73469807,,19 07 40,+38 52 20,0.84,0.8,5208.0,Confirmed planets
430,MOA-2008-BLG-379L b,0,4.1,,,,17 58 49,-30 11 49,0.56,,,Confirmed planets
431,Kepler-1502 b,0,,0.284,41.7083629,,19 44 26,+39 19 12,1.44,1.72,6666.0,Confirmed planets
432,Kepler-500 b,0,,0.23,8.508324400000001,,19 43 48,+43 51 07,1.02,1.03,5813.0,Confirmed planets
433,Kepler-1048 b,0,,0.14400000000000002,6.92101021,,18 47 36,+42 09 57,0.75,0.7,4651.0,Confirmed planets
434,Kepler-1545 b,0,,0.24100000000000002,163.692349,,19 55 36,+47 27 47,0.84,0.8,5201.0,Confirmed planets
435,Kepler-484 b,0,,0.203,10.04556931,,18 57 35,+46 14 57,0.96,0.87,5668.0,Confirmed planets
436,Kepler-149 b,0,,0.38366,29.198943,,19 03 24,+38 23 02,0.909,0.953,5381.0,Confirmed planets
437,Kepler-149 d,0,,0.36088000000000003,160.018032,,19 03 24,+38 23 02,0.909,0.953,5381.0,Confirmed planets
438,Kepler-149 c,0,,0.14672000000000002,55.328328000000006,,19 03 24,+38 23 02,0.909,0.953,5381.0,Confirmed planets
439,Kepler-546 b,0,,0.624,4.14702026,,18 53 02,+40 59 26,1.11,1.15,5967.0,Confirmed planets
440,Kepler-1027 b,0,,0.079,1.9078051999999999,,19 10 17,+42 48 50,0.91,0.82,5436.0,Confirmed planets
441,Kepler-1174 b,0,,0.142,6.89225223,,18 47 20,+42 17 56,1.04,1.04,5936.0,Confirmed planets
442,Kepler-188 c,0,,0.29070999999999997,5.996553,,18 45 07,+44 18 55,1.01,1.141,6021.0,Confirmed planets
443,Kepler-188 b,0,,0.1531,2.061897,,18 45 07,+44 18 55,1.01,1.141,6021.0,Confirmed planets
