pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_teff,st_mass,st_rad
HAT-P-39 b,Transit,1,3.54387,0.0509,0.0,0.599,1.571,113.758247,17.830082,642.0,6430.0,1.4,1.62
HAT-P-4 b,Transit,1,3.056536,0.04438,0.0,0.671,1.274,229.991354,36.229664,314.0,5860.0,,
HAT-P-40 b,Transit,1,4.45724,,0.0,0.48,1.52,335.512861,45.457378000000006,501.0,6080.0,1.03,1.94
HAT-P-41 b,Transit,1,2.69405,,0.0,1.19,2.05,297.32265099999995,4.672421,344.0,6390.0,2.56,2.05
HAT-P-42 b,Transit,1,4.641878,0.0575,0.0,1.044,1.28,135.344391,6.097230000000001,447.0,5743.0,1.18,1.53
HAT-P-43 b,Transit,1,3.332687,0.0443,0.0,0.662,1.281,128.925737,10.206653,542.0,5645.0,1.05,1.1
HAT-P-44 b,Transit,2,4.301219,0.0507,0.044,0.352,1.242,213.14407400000002,47.014687,363.0,5295.0,0.94,0.95
HAT-P-44 c,Radial Velocity,2,872.2,1.752,0.494,4.0,,213.14407400000002,47.014687,363.0,5295.0,0.94,0.95
HAT-P-45 b,Transit,1,3.128992,0.0452,0.049,0.892,1.426,274.373238,-3.381036,305.0,6330.0,1.26,1.32
HAT-P-46 b,Transit,1,4.463129,0.0577,0.123,0.493,1.284,270.44420099999996,-2.9709470000000002,296.0,6120.0,1.28,1.4
HAT-P-49 b,Transit,1,2.69155,,0.0,2.2,1.59,305.441397,26.692652000000002,322.0,6820.0,2.22,2.06
HAT-P-5 b,Transit,1,2.78849,,0.0,0.98,1.21,274.40547599999996,36.62141,340.0,5960.0,1.04,1.12
HAT-P-50 b,Transit,1,3.1220109,0.0453,0.115,1.35,1.288,118.06341100000002,12.13941,497.0,6280.0,1.27,1.7
HAT-P-51 b,Transit,1,4.2180278,0.05069,0.123,0.309,1.2930000000000001,21.06519,32.810764,470.0,5449.0,0.98,1.04
HAT-P-52 b,Transit,1,2.7535953,0.03694,0.047,0.818,1.0090000000000001,42.721678999999995,29.022396,385.0,5131.0,0.89,0.89
HAT-P-53 b,Transit,1,1.9616241,0.03159,0.134,1.484,1.318,21.871105,38.968146999999995,719.0,5956.0,1.09,1.21
HAT-P-54 b,Transit,1,3.799847,0.04117,0.074,0.76,0.9440000000000001,99.898003,25.48254,144.25,4390.0,0.65,0.62
HAT-P-55 b,Transit,1,3.5852467,0.04604,0.139,0.582,1.182,264.27344700000003,25.731185999999997,480.0,5808.0,1.01,1.01
HAT-P-56 b,Transit,1,2.79083,,,2.31,1.51,100.848038,27.252292999999998,310.5,6566.0,1.42,1.47
HAT-P-57 b,Transit,1,2.4653,,0.0,1.41,1.74,274.743421,10.597294,303.0,6330.0,2.77,1.85
HAT-P-6 b,Transit,1,3.85298,,0.0,1.32,1.48,354.774222,42.465973,261.0,6570.0,1.79,1.62
HAT-P-65 b,Transit,1,2.6054552,0.03951,0.304,0.527,1.89,315.905487,11.989403999999999,841.0,5835.0,1.21,1.86
HAT-P-66 b,Transit,1,2.972086,0.04363,0.09,0.783,1.59,150.572632,53.950863,927.0,6002.0,1.25,1.88
HAT-P-67 b,Transit,1,4.8101025,0.06505,0.0,0.34,2.085,256.610687,44.776981,320.0,6406.0,1.64,2.55
HAT-P-7 b,Transit,1,2.20474,,0.0,1.84,1.51,292.24731,47.969513,320.0,6389.0,1.56,2.0
HAT-P-8 b,Transit,1,3.07634,,0.0,1.28,1.4,343.041067,35.447109000000005,230.0,6200.0,1.27,1.57
HAT-P-9 b,Transit,1,3.92289,0.053,0.0,0.78,1.4,110.168529,37.140652,480.0,6350.0,1.28,1.32
HATS-1 b,Transit,1,3.446459,0.0444,0.12,1.855,1.3019999999999998,175.525336,-23.354836,303.0,5870.0,0.99,1.04
HATS-10 b,Transit,1,3.312846,0.044910000000000005,0.501,0.526,0.9690000000000001,294.306813,-22.204477,496.0,5880.0,1.1,1.1
HATS-11 b,Transit,1,3.619188,0.0507,,,1.609,289.400757,-22.389927,967.34,6563.0,1.33,1.54
HATS-12 b,Transit,1,3.142702,0.0441,,,0.6920000000000001,289.20239300000003,-19.355907000000002,512.41,6357.0,1.16,1.17
HATS-13 b,Transit,1,3.0440499,0.04057,0.181,0.543,1.212,316.961465,-26.096655,476.0,5523.0,0.96,0.89
HATS-14 b,Transit,1,2.7667641,0.03815,0.142,1.071,1.0390000000000001,313.215479,-25.687334,513.0,5346.0,0.97,0.93
HATS-15 b,Transit,1,1.74748753,0.02712,0.126,2.17,1.105,311.09196099999997,-19.43751,689.0,5311.0,0.87,0.92
HATS-16 b,Transit,1,2.686502,0.03744,0.0,3.27,1.3,358.55871,-30.012999,774.0,5738.0,0.97,1.24
HATS-17 b,Transit,1,16.254611,0.1308,0.029,1.338,0.777,192.189799,-47.613693,339.0,5846.0,1.13,1.09
HATS-18 b,Transit,1,0.8378434,0.01761,0.166,1.98,1.337,173.957397,-29.156012,645.0,5600.0,1.04,1.02
HATS-2 b,Transit,1,1.354133,0.023,0.0,1.345,1.168,176.739094,-22.562992,360.0,5227.0,0.88,0.9
HATS-22 b,Transit,1,4.7228124,0.05025,0.079,2.74,0.953,174.00972,-29.543312,207.9,4803.0,0.76,0.69
HATS-23 b,Transit,1,2.1605156,0.03397,0.114,1.47,1.86,286.36669900000004,-50.067352,747.0,5780.0,1.12,1.2
HATS-24 b,Transit,1,1.3484954,0.02547,0.242,2.44,1.4869999999999999,268.89068599999996,-61.747310999999996,510.0,6346.0,1.21,1.17
HATS-25 b,Transit,1,4.2986432,0.051629999999999995,0.176,0.613,1.26,207.907777,-23.781174,466.0,5715.0,0.99,1.11
HATS-26 b,Transit,1,3.3023881,0.04735,0.245,0.65,1.75,144.926863,-28.585590000000003,907.0,6071.0,1.3,2.04
HATS-27 b,Transit,1,4.637038,0.0611,0.581,0.53,1.5,193.55256,-46.587715,840.0,6438.0,1.42,1.74
HATS-28 b,Transit,1,3.1810781,0.04131,0.202,0.672,1.194,284.39968500000003,-49.13847,521.0,5498.0,0.93,0.92
HATS-29 b,Transit,1,4.6058749,0.05475,0.158,0.653,1.251,285.096424,-54.893192000000006,351.0,5670.0,1.03,1.07
HATS-3 b,Transit,1,3.547851,0.0485,0.0,1.071,1.381,312.45743999999996,-24.428793,453.0,6351.0,1.21,1.4
HATS-30 b,Transit,1,3.1743516,0.043539999999999995,0.096,0.706,1.175,5.618693,-59.942551,339.0,5943.0,1.09,1.06
HATS-31 b,Transit,1,3.37796,0.0478,0.233,0.88,1.64,191.702789,-24.427364,872.0,6050.0,1.27,1.87
HATS-32 b,Transit,1,2.8126548,0.04024,0.471,0.92,1.249,346.075073,-21.271938000000002,839.0,5700.0,1.1,1.1
HATS-33 b,Transit,1,2.5495551,0.03727,0.08,1.192,1.23,294.63363599999997,-55.330105,255.0,5659.0,1.06,1.02
HATS-34 b,Transit,1,2.1061607,0.03166,0.108,0.941,1.43,0.7744850000000001,-62.469341,532.0,5380.0,0.95,0.98
HATS-35 b,Transit,1,1.8209993,0.03199,0.306,1.222,1.464,296.688263,-63.565608999999995,557.0,6300.0,1.32,1.43
HATS-36 b,Transit,1,4.175186,0.0523,,,1.153,291.478699,-23.202793,878.65,5950.0,1.1,1.1
HATS-39 b,Transit,1,4.5776348,0.060070000000000005,0.275,0.63,1.57,112.41928899999999,-29.937889000000002,773.0,6572.0,1.38,1.62
HATS-4 b,Transit,1,2.516729,0.0362,0.013,1.323,1.02,94.112075,-22.546885,420.0,5403.0,1.0,0.93
HATS-40 b,Transit,1,3.2642736,0.04997,0.312,1.59,1.58,100.571251,-29.776806,1431.0,6460.0,1.56,2.26
HATS-41 b,Transit,1,4.193649,0.0583,0.38,9.7,1.33,103.517418,-27.050388,800.0,6424.0,1.5,1.71
HATS-42 b,Transit,1,2.292102,0.03689,0.229,1.88,1.4,108.45241499999999,-33.437332,942.0,6060.0,1.27,1.48
HATS-43 b,Transit,1,4.3888497,0.04944,0.173,0.261,1.18,80.53817,-30.970833000000002,341.0,5099.0,0.84,0.81
HATS-44 b,Transit,1,2.7439004,0.036489999999999995,0.279,0.56,1.067,84.326706,-27.972609999999996,463.0,5080.0,0.86,0.85
HATS-45 b,Transit,1,4.1876244,0.05511,0.24,0.7,1.286,101.994293,-21.910694,818.0,6450.0,1.27,1.31
HATS-46 b,Transit,1,4.7423729,0.05367,0.559,0.173,0.903,6.702417,-56.316113,448.0,5495.0,0.92,0.85
HATS-5 b,Transit,1,4.763387,0.0542,0.019,0.237,0.912,67.222871,-21.481916000000002,257.0,5304.0,0.94,0.87
HATS-50 b,Transit,1,3.8297015,0.050460000000000005,0.516,0.39,1.13,300.42749,-26.077582999999997,717.0,5990.0,1.17,1.12
HATS-51 b,Transit,1,3.3488702,0.04639,0.33,0.768,1.41,102.847504,-29.058611,478.0,5758.0,1.19,1.44
HATS-52 b,Transit,1,1.36665436,0.024980000000000002,0.246,2.24,1.382,140.08770800000002,-31.269333000000003,631.0,6010.0,1.11,1.05
HATS-53 b,Transit,1,3.8537768,0.04753,0.33,0.595,1.34,176.628006,-33.860054,613.0,5644.0,0.96,1.1
HATS-59 b,Transit,2,5.416081,0.06112000000000001,0.129,0.806,1.126,170.325,-22.388167000000003,654.88,5670.0,1.04,1.04
HATS-59 c,Radial Velocity,2,1422.0,2.504,0.083,12.7,,170.325,-22.388167000000003,654.88,5670.0,1.04,1.04
HATS-6 b,Transit,1,3.3252725,0.03623,0.0,0.319,0.998,88.14679699999999,-19.031655999999998,148.4,3724.0,0.57,0.57
HATS-60 b,Transit,1,3.560829,0.047080000000000004,0.191,0.662,1.153,341.36401800000004,-14.991763,494.3,5688.0,1.1,1.46
HATS-61 b,Transit,1,7.817953,0.07908,0.092,3.4,1.195,61.657782,-25.34971,694.0,5542.0,1.08,1.66
HATS-62 b,Transit,1,3.2768837,0.04163,0.298,0.179,1.055,312.449305,-24.303471,516.8,5416.0,0.9,0.93
HATS-63 b,Transit,1,3.0566527,0.040260000000000004,0.136,0.96,1.207,67.418554,-28.197287,634.8,5627.0,0.93,1.07
HATS-64 b,Transit,1,4.908897,0.06562,0.151,0.96,1.679,144.287625,-29.800437,1083.0,6554.0,1.56,2.11
HATS-65 b,Transit,1,3.105161,0.044969999999999996,0.062,0.821,1.501,292.93979900000005,-26.740201000000003,495.0,6277.0,1.26,1.31
HATS-66 b,Transit,1,3.1414391,0.047139999999999994,0.064,5.33,1.411,101.394823,-33.881703,1538.0,6626.0,1.41,1.84
HATS-67 b,Transit,1,1.6091788,0.03032,0.057,1.45,1.685,180.208826,-46.136424,982.0,6594.0,1.44,1.44
HATS-68 b,Transit,1,3.5862202,0.050710000000000005,0.036,1.29,1.232,15.005889000000002,-58.904757,618.2,6147.0,1.35,1.75
HATS-69 b,Transit,1,2.2252577,0.03211,0.519,0.577,0.945,289.29735,-60.89168299999999,420.3,5137.0,0.89,0.88
HATS-7 b,Transit,1,3.185315,0.040119999999999996,0.17,0.12,0.563,208.85699499999998,-21.207695,257.0,4985.0,0.85,0.81
HATS-70 b,Transit,1,1.8882378,0.03632,0.18,12.9,1.3840000000000001,109.1045,-31.244406,1307.0,7930.0,1.78,1.88
HATS-8 b,Transit,1,3.583893,0.046669999999999996,0.376,0.138,0.873,294.941746,-25.748317999999998,829.0,5679.0,1.06,1.09
HATS-9 b,Transit,1,1.915291,0.0312,,,1.236,290.810104,-20.166317000000003,654.36,5599.0,1.1,1.56
HD 100546 b,Imaging,1,,53.0,,,6.9,173.35600300000002,-70.194786,97.0,10500.0,2.4,
HD 100655 b,Radial Velocity,1,157.57001,0.68,0.09,1.61,,173.76564,20.441545,137.72,4891.0,2.28,10.06
HD 100777 b,Radial Velocity,1,383.70001,1.03,0.36,1.03,,173.964676,-4.7556970000000005,49.6,5533.0,0.83,1.04
HD 10180 c,Radial Velocity,6,5.75969,0.06412000000000001,0.073,0.0416,,24.473233999999998,-60.511528000000006,39.02,5911.0,1.06,1.11
HD 10180 d,Radial Velocity,6,16.357,0.12859,0.131,0.0378,,24.473233999999998,-60.511528000000006,39.02,5911.0,1.06,1.11
HD 10180 e,Radial Velocity,6,49.748,0.2699,0.051,0.0805,,24.473233999999998,-60.511528000000006,39.02,5911.0,1.06,1.11
HD 10180 f,Radial Velocity,6,122.744,0.4929,0.119,0.0722,,24.473233999999998,-60.511528000000006,39.02,5911.0,1.06,1.11
HD 10180 g,Radial Velocity,6,604.67,1.427,0.263,0.0732,,24.473233999999998,-60.511528000000006,39.02,5911.0,1.06,1.11
HD 10180 h,Radial Velocity,6,2205.0,3.381,0.095,0.2066,,24.473233999999998,-60.511528000000006,39.02,5911.0,1.06,1.11
HD 101930 b,Radial Velocity,1,70.46,0.3,0.11,0.25,,175.875458,-58.006886,30.05,5108.0,0.57,0.86
HD 102117 b,Radial Velocity,1,20.8133,0.15,0.12,0.17,,176.210251,-58.703708999999996,39.62,5655.0,1.06,1.23
HD 102195 b,Radial Velocity,1,4.11377,0.05,0.0,0.41,,176.426224,2.821483,29.36,5301.0,0.76,0.82
HD 102272 b,Radial Velocity,1,127.58,0.51,0.05,4.94,,176.59806799999998,14.123985999999999,350.01,4790.0,1.45,10.3
HD 102329 b,Radial Velocity,2,778.09998,1.81,0.21,8.16,,176.694351,3.474293,218.42,4745.0,3.21,9.82
HD 102329 c,Radial Velocity,2,1123.0,,0.209,1.52,,176.694351,3.474293,218.42,4745.0,3.21,9.82
HD 102365 b,Radial Velocity,1,122.1,0.46,0.34,0.05,,176.629471,-40.500355,9.29,5630.0,0.85,
HD 102956 b,Radial Velocity,1,6.4947,0.0807,0.037,0.96,,177.843796,57.640736,122.32,4985.0,1.66,4.55
HD 103197 b,Radial Velocity,1,47.84,0.25,0.0,0.09,,178.220749,-50.292823999999996,57.24,5250.0,0.8,0.88
HD 103720 b,Radial Velocity,1,4.5557,0.0498,0.086,0.62,,179.1716,-2.778953,41.6,5017.0,0.79,0.73
HD 103774 b,Radial Velocity,1,5.8881,0.07,0.09,0.367,,179.231628,-12.107909,56.5,6489.0,1.33,
HD 104067 b,Radial Velocity,1,55.806,0.26,0.0,0.16,,179.79170200000002,-20.353781,20.38,4937.0,0.62,0.74
HD 10442 b,Radial Velocity,1,1032.3,2.01,0.132,1.487,,25.471457,2.704376,135.89,4912.0,1.01,1.97
HD 104985 b,Radial Velocity,1,199.505,0.95,0.09,8.3,,181.312988,76.905731,100.86,4877.0,2.3,11.0
HD 106252 b,Radial Velocity,1,1531.0,2.61,0.48,6.93,,183.37295500000002,10.041638,37.4,5874.0,1.01,1.1
HD 106270 b,Radial Velocity,1,1888.0,3.34,0.185,10.13,,183.40535,-9.513380999999999,94.06,5509.0,1.39,2.66
HD 106315 b,Transit,2,9.55804,0.0905,,,0.207,183.472473,-0.393484,109.7,6277.0,1.08,1.29
HD 106315 c,Transit,2,21.05788,0.1533,,,0.385,183.472473,-0.393484,109.7,6277.0,1.08,1.29
HD 10647 b,Radial Velocity,1,989.2,2.015,0.15,0.94,,25.622149,-53.740832999999995,17.34,6218.0,1.11,1.1
HD 106515 A b,Radial Velocity,1,3630.0,4.59,0.572,9.61,,183.77735900000002,-7.257327,34.12,5362.0,0.97,1.62
HD 106906 b,Imaging,1,,650.0,,11.0,,184.471634,-55.975525,103.33,6516.0,1.5,
HD 10697 b,Radial Velocity,1,1075.69,2.14,0.1043,6.383,,26.232603000000005,20.083149,32.6,5600.0,1.13,1.79
HD 107148 b,Radial Velocity,1,48.056,0.269,0.05,0.21,,184.80621299999999,-3.319789,49.49,5797.0,1.12,
HD 108147 b,Radial Velocity,1,10.8985,0.102,0.53,0.261,,186.44278,-64.022087,38.96,6265.0,1.27,
HD 108341 b,Radial Velocity,1,1129.0,2.0,0.85,3.5,,186.880798,-71.422974,49.4,5122.0,0.84,0.79
HD 108863 b,Radial Velocity,1,437.7,1.32,0.032,2.414,,187.582962,21.948244,165.52,4878.0,1.59,5.74
HD 108874 b,Radial Velocity,2,394.48123,1.04,0.13,1.42,,187.61201499999999,22.879829,68.5,5600.0,1.1,1.05
HD 108874 c,Radial Velocity,2,1624.0,2.659,0.239,0.99,,187.61201499999999,22.879829,68.5,5600.0,1.1,1.05
HD 109246 b,Radial Velocity,1,68.27,0.33,0.12,0.86,,188.029953,74.489548,65.6,5844.0,1.2,1.07
HD 109271 b,Radial Velocity,2,7.8543,0.079,0.25,0.054,,188.398148,-11.621868,55.96,5783.0,1.05,
HD 109271 c,Radial Velocity,2,30.93,0.196,0.15,0.076,,188.398148,-11.621868,55.96,5783.0,1.05,
HD 109749 b,Radial Velocity,1,5.239891,0.0615,0.0,0.27,,189.318237,-40.812115000000006,63.2,5824.0,1.13,1.22
HD 110014 b,Radial Velocity,1,835.477,2.14,0.462,11.09,,189.811523,-7.995564,90.0,4445.0,2.17,20.9
HD 111232 b,Radial Velocity,1,1143.0,1.97,0.2,7.14,,192.21563700000002,-68.425148,28.98,5512.0,0.84,0.9
HD 111591 b,Radial Velocity,1,1056.4,2.5,0.26,4.4,,192.572067,22.863407000000002,114.54,4884.0,1.94,8.03
HD 111998 b,Radial Velocity,1,825.9,1.82,0.03,4.51,,193.296494,-3.5530980000000003,32.73,6557.0,1.18,1.45
HD 113337 b,Radial Velocity,1,324.0,0.92,0.46,2.83,,195.445526,63.610226000000004,36.22,6576.6,1.4,1.5
HD 113538 b,Radial Velocity,2,663.2,1.24,0.14,0.36,,196.23948700000003,-52.442924,15.9,4462.0,0.58,0.53
HD 113538 c,Radial Velocity,2,1818.0,2.44,0.2,0.93,,196.23948700000003,-52.442924,15.9,4462.0,0.58,0.53
HD 113996 b,Radial Velocity,1,610.2,1.6,0.28,6.3,,196.794708,27.624740999999997,101.63,4181.0,1.49,25.11
HD 114386 b,Radial Velocity,1,937.70001,1.73,0.23,1.14,,197.665924,-35.054783,27.95,4836.0,0.6,0.76
HD 114613 b,Radial Velocity,1,4000.0,5.34,0.458,0.357,,198.013275,-37.803020000000004,20.29,5641.0,1.27,2.14
HD 114729 b,Radial Velocity,1,1114.0,2.1,0.17,1.09,,198.184402,-31.873347999999996,37.85,5835.0,1.24,1.55
HD 114762 b,Radial Velocity,1,83.9151,0.36,0.34,10.69,,198.08226000000002,17.517122,40.23,5869.0,0.8,1.2
HD 114783 b,Radial Velocity,2,493.7,1.16,0.144,1.1,,198.182434,-2.26504,20.4,5135.0,0.85,
HD 114783 c,Radial Velocity,2,4319.0,,0.0,0.611,,198.182434,-2.26504,20.4,5135.0,0.85,
HD 11506 b,Radial Velocity,2,1622.1,2.9,0.3743,4.83,,28.210558000000002,-19.506975,51.7,6030.0,1.24,1.34
HD 11506 c,Radial Velocity,2,223.41,0.774,0.193,0.408,,28.210558000000002,-19.506975,51.7,6030.0,1.24,1.34
HD 116029 b,Radial Velocity,2,670.0,1.65,0.0,1.4,,200.164764,24.648699,123.68,4819.0,0.83,4.89
HD 116029 c,Radial Velocity,2,907.0,,0.038,1.27,,200.164764,24.648699,123.68,4819.0,0.83,4.89
HD 117207 b,Radial Velocity,1,2597.0,3.74,0.14,1.73,,202.337967,-35.570995,32.38,5662.0,0.96,1.11
HD 11755 b,Radial Velocity,1,433.70001,1.09,0.19,5.63,,29.708696000000003,73.15238199999999,231.5,4312.0,0.72,20.58
HD 117618 b,Radial Velocity,1,25.8,0.18,0.15,0.174,,203.10647600000001,-47.271361999999996,37.82,5990.0,1.08,
HD 118203 b,Radial Velocity,1,6.1335,0.07,0.31,2.79,,203.510574,53.728531000000004,92.51,5864.0,1.84,2.06
HD 119130 b,Transit,1,16.9841,0.13,0.04,0.07708999999999999,0.235,205.376266,-9.946078,114.29,5725.0,1.0,1.09
HD 11964 b,Radial Velocity,2,1945.0,3.16,0.041,0.622,,29.290026,-10.242428,33.57,5349.0,1.12,
HD 11964 c,Radial Velocity,2,37.91,0.229,0.3,0.0788,,29.290026,-10.242428,33.57,5349.0,1.12,
HD 11977 b,Radial Velocity,1,711.0,1.93,0.4,6.54,,28.733881,-67.647301,68.05,4970.0,1.91,10.09
HD 120084 b,Radial Velocity,1,2082.0,4.3,0.66,4.5,,205.663345,78.064438,103.35,4892.0,2.39,9.12
HD 121504 b,Radial Velocity,1,63.33,0.33,0.03,1.51,,209.321823,-56.040043000000004,41.71,6027.0,1.62,1.07
HD 12484 b,Radial Velocity,1,58.83,0.297,0.07,2.98,,30.611373999999998,2.815859,51.1,5920.0,1.01,
HD 125595 b,Radial Velocity,1,9.6737,0.08,0.0,0.02,,215.346603,-40.393947999999995,28.22,4691.0,0.29,0.74
HD 125612 b,Radial Velocity,3,557.04,1.372,0.4553,3.1,,215.22297700000001,-17.481522000000002,57.72,5841.0,1.11,1.05
HD 125612 c,Radial Velocity,3,4.15514,0.0524,0.049,0.055,,215.22297700000001,-17.481522000000002,57.72,5841.0,1.11,1.05
HD 125612 d,Radial Velocity,3,2835.0,4.06,0.1172,7.28,,215.22297700000001,-17.481522000000002,57.72,5841.0,1.11,1.05
HD 12648 b,Radial Velocity,1,133.60001,0.54,0.04,1.96,,34.748653000000004,85.736153,158.4,4835.0,0.67,11.02
HD 12661 b,Radial Velocity,2,262.70862,0.84,0.38,2.43,,31.142865999999998,25.414305,37.89,5645.0,1.2,1.2
HD 12661 c,Radial Velocity,2,1708.0,2.8145,0.031,1.812,,31.142865999999998,25.414305,37.89,5645.0,1.2,1.2
HD 126614 b,Radial Velocity,1,1244.0,2.37,0.41,0.41,,216.701172,-5.17778,73.25,5568.0,1.26,1.32
HD 128311 b,Radial Velocity,2,453.019,1.084,0.303,1.769,,219.00233500000002,9.746518,16.52,,0.83,0.76
HD 128311 c,Radial Velocity,2,921.538,1.74,0.159,3.789,,219.00233500000002,9.746518,16.52,,0.83,0.76
HD 128356 b,Radial Velocity,1,298.2,0.87,0.57,0.89,,219.270355,-25.802563,26.03,4875.0,0.65,0.85
HD 129445 b,Radial Velocity,1,1840.0,2.9,0.7,1.6,,221.512772,-68.762749,67.57,,0.99,
HD 130322 b,Radial Velocity,1,10.70871,0.0925,0.029,1.15,,221.886368,-0.281476,31.91,5387.0,0.92,0.85
HD 131496 b,Radial Velocity,1,896.0,2.01,0.181,1.8,,223.34594700000002,18.235401,132.34,4846.0,1.34,4.44
HD 131664 b,Radial Velocity,1,1951.0,3.17,0.64,19.12,,225.025314,-73.53533900000001,52.89,5892.0,1.19,1.08
HD 13167 b,Radial Velocity,1,2613.0,4.1,0.563,3.31,,32.057426,-24.69541,149.57,5671.0,1.35,2.39
HD 13189 b,Radial Velocity,1,471.60001,1.25,0.27,10.95,,32.417381,32.316437,504.71,4175.0,2.24,38.41
HD 132406 b,Radial Velocity,1,974.0,1.98,0.34,5.38,,224.22770699999998,53.38216800000001,70.93,5783.0,1.03,1.34
HD 132563 b,Radial Velocity,1,1544.0,2.62,0.22,1.49,,224.58966099999998,44.043147999999995,105.47,6073.0,1.08,1.09
HD 133131 A b,Radial Velocity,2,649.0,1.44,0.33,1.42,,225.89770499999997,-27.842572999999998,47.0,5799.0,0.95,
HD 133131 A c,Radial Velocity,2,3568.0,4.49,0.49,0.42,,225.89770499999997,-27.842572999999998,47.0,5799.0,0.95,
HD 133131 B b,Radial Velocity,1,5769.0,6.15,0.61,2.5,,225.8992,-27.840994,47.0,5805.0,0.93,
HD 134060 b,Radial Velocity,2,3.2696,0.0444,0.45,0.0318,,227.686432,-61.422321,24.2,5966.0,1.09,
HD 134060 c,Radial Velocity,2,1291.5646,2.3928,0.11,0.0922,,227.686432,-61.422321,24.2,5966.0,1.09,
HD 134987 b,Radial Velocity,2,258.17999,0.81,0.23,1.61,,228.36944599999998,-25.309347,22.2,5736.0,1.1,1.22
HD 134987 c,Radial Velocity,2,5000.0,5.8,0.12,0.82,,228.36944599999998,-25.309347,22.2,5736.0,1.1,1.22
HD 136352 b,Radial Velocity,3,11.5824,0.0934,0.14,0.0151,,230.450623,-48.317627,14.81,5664.0,0.81,
HD 136352 c,Radial Velocity,3,27.5821,0.1666,0.04,0.034,,230.450623,-48.317627,14.81,5664.0,0.81,
HD 136352 d,Radial Velocity,3,107.5983,0.4128,0.09,0.027,,230.450623,-48.317627,14.81,5664.0,0.81,
HD 136418 b,Radial Velocity,1,464.29999,1.29,0.25,2.14,,229.77575699999997,41.733208000000005,105.49,4989.0,1.48,3.78
HD 13724 b,Radial Velocity,1,14763.405,12.4,0.34,26.77,,33.086163,-46.816387,43.52,5868.0,1.14,1.07
HD 137388 b,Radial Velocity,1,330.0,0.89,0.36,0.2,,233.91636699999998,-80.20459,40.53,5181.0,0.68,0.88
HD 13908 b,Radial Velocity,2,19.382,0.154,0.02,0.865,,34.560665,65.59436,79.73,6255.0,1.29,1.67
HD 13908 c,Radial Velocity,2,931.0,2.03,0.12,5.13,,34.560665,65.59436,79.73,6255.0,1.29,1.67
HD 13931 b,Radial Velocity,1,4218.0,5.15,0.02,2.2,,34.197414,43.772995,47.46,5867.0,1.3,1.25
HD 139357 b,Radial Velocity,1,1125.7,2.36,0.1,9.76,,233.81749,53.922142,112.45,4700.0,1.35,11.47
HD 1397 b,Transit,1,11.53533,0.1097,0.251,0.415,1.026,4.446472,-66.35891,79.75,5521.0,1.32,2.34
HD 14067 b,Radial Velocity,1,1455.0,3.4,0.533,7.8,,34.293499,23.767832000000002,163.4,4815.0,2.4,12.4
HD 141399 b,Radial Velocity,4,94.44,0.415,0.04,0.451,,236.72422799999998,46.986263,36.2,5600.0,1.07,
HD 141399 c,Radial Velocity,4,201.99,0.689,0.048,1.33,,236.72422799999998,46.986263,36.2,5600.0,1.07,
HD 141399 d,Radial Velocity,4,1069.8,2.09,0.074,1.18,,236.72422799999998,46.986263,36.2,5600.0,1.07,
HD 141399 e,Radial Velocity,4,5000.0,5.0,0.26,0.66,,236.72422799999998,46.986263,36.2,5600.0,1.07,
HD 141937 b,Radial Velocity,1,653.21997,1.5,0.41,9.69,,238.07312000000002,-18.436066,33.39,5870.0,1.09,1.03
HD 142 b,Radial Velocity,2,349.7,1.02,0.17,1.25,,1.579898,-49.075191,26.21,6245.0,1.23,1.47
HD 142 c,Radial Velocity,2,6005.0,6.8,0.21,5.3,,1.579898,-49.075191,26.21,6245.0,1.23,1.47
HD 142022 A b,Radial Velocity,1,1928.0,2.93,0.53,4.44,,242.562592,-84.231613,34.31,5421.0,0.9,1.04
HD 142245 b,Radial Velocity,1,1299.0,2.78,0.0,3.07,,238.23449700000003,15.430708,97.5,4922.0,3.5,4.63
HD 142415 b,Radial Velocity,1,386.29999,1.06,0.5,1.67,,239.419968,-60.200256,35.57,5940.0,1.07,1.04
HD 143105 b,Radial Velocity,1,2.1974,0.0379,0.07,1.21,,238.40232799999998,68.720116,48.7,6380.0,1.51,
HD 143361 b,Radial Velocity,1,1046.2,1.98,0.193,3.48,,240.45977799999997,-44.434536,65.66,5505.0,0.95,0.99
HD 145377 b,Radial Velocity,1,103.95,0.45,0.31,6.02,,242.90185499999998,-27.078173,53.57,6014.0,1.2,1.05
HD 145457 b,Radial Velocity,1,176.3,0.76,0.11,2.23,,242.516312,26.74275,135.82,4769.0,1.23,10.52
HD 145934 b,Radial Velocity,1,2730.0,4.6,0.053,2.28,,243.29113999999998,13.239476000000002,229.35,,1.75,5.38
HD 1461 b,Radial Velocity,2,5.77152,0.0634,0.172,0.02026,,4.674448,-8.053001,23.47,5765.0,1.02,
HD 1461 c,Radial Velocity,2,13.5052,0.1117,0.305,0.01759,,4.674448,-8.053001,23.47,5765.0,1.02,
HD 147018 b,Radial Velocity,2,44.236,0.2388,0.4686,2.12,,245.75061000000002,-61.688763,42.96,5441.0,0.93,
HD 147018 c,Radial Velocity,2,1008.0,1.922,0.133,6.56,,245.75061000000002,-61.688763,42.96,5441.0,0.93,
