P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Ts Mean (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),S. Name,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Age (Gyrs),S. Distance (pc),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
BD+48 738 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,289.33,10.09,0.28,2.84,5.35,        42.06001,643.9,,81.4,-26.32,19.27,392.6,1.0,0.2,0.98,BD+48 738,Per,K0III,0.74,11.0,4414.0,41.210186,,,2.7139,49.5869,1,0,5.149,12.770999999999999,-2.09,6.34,2.32,0.12,0.15,0,0,1,Radial Velocity,      2011.00
BD+49 828 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,508.7,11.0,0.38,4.2,6.8,        1.872228,290.9,,194.3,-23.16,21.03,2590.0,4.2,0.35,3.93,BD+49 828,Per,KO,1.52,7.6,4943.0,30.937093,2.3,,3.0428,49.73,1,0,4.368,10.585999999999999,-1.03,7.11,5.82,0.1,0.41,0,0,1,Radial Velocity,      2015.00
BD-06 1339 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.58,1.91,1.23,2.35,2.12,        456.2180,1177.4,1221.5,10.6,-25.27,3.63,3.87,0.0428,0.0,0.04,BD-06 1339,Ori,K7V/M0V,0.7,1.64,4324.0,0.8357180000000001,4.4,20.0,5.8833,-5.9947,3,1,0.735,1.8319999999999999,-2.26,-0.14,-0.54,0.3,0.26,0,0,1,Radial Velocity,      2013.00
BD-06 1339 c,Hot,Jovian,gas,hydrogen-rich,non-habitable,54.05,6.46,0.2,1.3,2.89,        4.416533,369.3,,10.8,-22.86,12.3,125.94,0.435,0.0,0.43,BD-06 1339,Ori,K7V/M0V,0.7,1.64,4324.0,0.8357180000000001,4.4,20.0,5.8833,-5.9947,3,1,0.735,1.8319999999999999,-1.55,4.18,1.18,0.18,0.39,0,0,1,Radial Velocity,      2013.00
BD-06 1339 d,Warm,Neptunian,gas,hydrogen-rich,non-habitable,28.93,5.26,0.2,1.05,2.35,       0.7443822,236.6,,5.7,-20.48,10.01,500.0,1.06,0.04,1.06,BD-06 1339,Ori,K7V/M0V,0.7,1.64,4324.0,0.8357180000000001,4.4,20.0,5.8833,-5.9947,3,1,0.735,1.8319999999999999,-0.41,3.55,1.22,0.21,0.63,0,0,1,Radial Velocity,      2014.00
BD-08 2823 b,Hot,Neptunian,gas,metals-rich,non-habitable,14.31,4.16,0.2,0.83,1.86,        64.74268,719.6,,2.8,-24.84,7.91,5.6,0.056,0.15,0.06,BD-08 2823,Sex,K3V,0.74,0.67,4746.0,0.200736,4.5,42.2,10.0133,-9.5167,2,1,0.355,0.867,-2.17,3.02,-0.4,0.21,0.25,0,0,1,Radial Velocity,      2009.00
BD-08 2823 c,Warm,Jovian,gas,hydrogen-rich,non-habitable,104.92,7.9,0.21,1.68,3.64,       0.4421722,206.3,,22.3,-20.81,15.06,237.6,0.68,0.19,0.67,BD-08 2823,Sex,K3V,0.74,0.67,4746.0,0.200736,4.5,42.2,10.0133,-9.5167,2,1,0.355,0.867,0.28,4.98,3.15,0.15,0.47,0,0,1,Radial Velocity,      2009.00
BD-10 3166 b,Hot,Jovian,gas,metals-rich,non-habitable,146.25,11.54,0.1,1.1,3.56,        1054.302,1451.7,,13.9,-30.1,22.06,3.49,0.046,0.01,0.05,BD-10 3166,Crt,G4 V,0.99,1.71,5400.0,2.230782,4.18,66.0,10.9744,-10.7703,1,0,1.146,2.73,-2.39,8.35,0.08,0.1,0.08,0,0,1,Radial Velocity,      2000.00
BD-11 4672 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,168.51,8.97,0.23,2.09,4.33,      0.01873883,94.2,,39.3,-17.62,17.11,1667.0,2.28,0.05,2.28,BD-11 4672,Sct,K7V,0.57,0.52,4475.0,0.09729,4.4,27.3,18.5581,-11.6361,1,0,0.25,0.618,10.04,5.6,6.9,0.07,0.16,0,0,1,Radial Velocity,      2010.00
BD-17 63 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,1621.49,11.68,1.02,11.88,11.78,       0.1395716,146.2,,1648.7,-20.58,22.34,655.6,1.34,0.54,1.13,BD-17 63,Cet,K5V,0.74,0.69,4714.0,0.210934,4.3,34.6,0.4761,-16.2264,1,0,0.364,0.8909999999999999,2.91,9.09,16.13,0.05,0.2,0,0,1,Radial Velocity,      2008.00
beta Cir b,Cold,Jovian,gas,hydrogen-rich,non-habitable,17804.64,9.03,24.16,218.21,44.4,    3.331177e-07,6.1,,430113.2,-5.7,17.23,,6656.0,0.0,6656.0,beta Cir,Cir,A3V,1.96,1.71,8676.0,14.757891,0.36700000000000005,30.56,15.2919,-58.8011,1,0,2.6639999999999997,6.138999999999999,3828.05,29.09,345.19,0.0,0.04,0,0,1,Imaging,      2015.00
beta Cnc b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2479.93,11.65,1.57,18.26,14.59,        189.2173,943.8,,3885.4,-28.25,22.29,605.2,1.7,0.08,1.69,beta Cnc,Cnc,K4III,1.7,48.96,3990.0,545.085116,1.85,92.99,8.2753,9.1856,1,0,18.941,47.964,-2.19,10.35,7.44,0.07,0.07,0,0,1,Radial Velocity,      2014.00
beta Pic b,Cold,Jovian,gas,hydrogen-rich,non-habitable,2225.58,18.48,0.35,6.52,10.97,      0.05904876,123.0,,784.8,-20.51,35.69,13288.0,13.18,0.32,12.47,beta Pic,Pic,A6V,1.73,1.09,9790.0,9.707662,0.04,19.3,5.7881,-51.0664,1,0,2.161,4.979,6.95,17.44,17.07,0.04,0.11,0,0,1,Imaging,      2008.00
beta Umi b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1939.43,11.68,1.22,14.21,12.88,        239.0416,994.9,,2359.0,-28.53,22.34,522.3,1.4,0.19,1.37,beta Umi,UMi,K4III,1.4,42.06,4126.0,459.98664299999996,2.95,40.14,14.845,74.1556,1,0,17.344,43.626999999999995,-2.21,9.56,6.12,0.08,0.08,0,0,1,Radial Velocity,      2014.00
CD-35 2722 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,9856.14,10.24,9.18,93.98,31.02,    9.922237e-06,14.3,,90443.9,-9.68,19.56,,67.0,0.0,67.0,CD-35 2722,Col,M1V,0.4,0.52,3680.0,0.044541000000000004,0.1,21.3,6.1553,-35.8253,1,0,0.172,0.44299999999999995,492.81,19.4,156.87,0.0,0.04,0,0,1,Imaging,      2011.00
CFBDS 1458 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,3338.37,11.54,2.17,25.05,17.0,    6.401283e-06,12.8,,7242.6,-9.46,22.08,14227.0,2.6,0.0,2.6,CFBDS 1458,Boo,T9.5,0.02,0.7,560.0,4.3e-05,3.0,31.9,14.9747,10.2286,1,0,0.005,0.015,559.04,11.54,90.1,0.0,0.06,0,0,1,Imaging,      2011.00
CFBDSIR J2149-0403 b,,Jovian,gas,,non-habitable,6676.74,10.87,5.19,56.47,24.78,             ,,,34672.8,,20.78,,,0.0,,CFBDSIR J2149-0403,Aqr,T7,,,,,,55.2,21.8298,-4.0525,1,0,,,,15.68,,,,0,0,1,Imaging,      2017.00
CHXR 73 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,3815.28,11.46,2.53,29.04,18.24,    5.140725e-07,6.8,,9663.9,-6.7,21.92,,200.0,0.0,200.0,CHXR 73,Cha,M3.25,0.35,0.33,3840.0,0.020562999999999998,0.002,,11.1081,-77.6258,1,0,0.11699999999999999,0.298,2207.42,12.16,133.3,0.0,0.06,0,0,1,Imaging,      2006.00
CI Tau b,Hot,Jovian,gas,hydrogen-rich,non-habitable,3913.84,11.44,2.61,29.88,18.49,        66.35130,727.1,,10218.2,-27.07,21.88,9.0,0.0786,0.0,0.08,CI Tau,Tau,K4IV,0.8,0.81,5150.0,0.4096,0.002,,4.5644,22.8417,1,0,0.498,1.196,-2.2,12.29,11.53,0.06,0.07,0,0,1,Radial Velocity,      2016.00
CoRoT-1 b,Hot,Jovian,gas,metals-rich,non-habitable,327.48,16.69,0.07,1.18,4.43,        2695.746,1835.8,,23.1,-31.93,32.13,1.51,0.0254,0.0,0.03,CoRoT-1,Mon,G0V,0.95,1.11,6298.0,1.7391880000000002,,460.0,6.8053,-3.1022,1,0,0.9590000000000001,2.233,-2.47,12.54,0.27,0.07,0.06,0,0,1,Primary Transit,      2007.00
CoRoT-2 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1052.38,16.41,0.24,3.91,8.01,        893.0377,1392.7,,250.7,-30.69,31.58,1.74,0.0281,0.0,0.03,CoRoT-2,Aql,G7V,0.97,0.9,5575.0,0.705152,,300.0,19.4519,1.3839,1,0,0.638,1.511,-2.4,12.86,2.42,0.07,0.06,0,0,1,Primary Transit,      2007.00
CoRoT-3 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,6921.55,11.31,4.78,54.09,24.74,        1059.134,1453.4,,33097.0,-30.07,21.63,4.26,0.057,0.0,0.06,CoRoT-3,Aql,F3V,1.41,1.44,6558.0,3.441126,2.0,680.0,19.4703,0.1219,1,0,1.328,3.0810000000000004,-2.45,16.8,10.81,0.05,0.08,0,0,1,Primary Transit,      2008.00
CoRoT-4 b,Hot,Jovian,gas,metals-rich,non-habitable,228.92,13.33,0.1,1.29,4.14,        215.0617,975.6,,22.1,-28.68,25.54,9.2,0.09,0.0,0.09,CoRoT-4,Mon,F8V,1.1,1.15,6190.0,1.742,1.0,,6.8131,-0.6728,1,0,0.966,2.254,-2.36,9.61,0.84,0.09,0.07,0,0,1,Primary Transit,      2008.00
CoRoT-5 b,Hot,Jovian,gas,metals-rich,non-habitable,148.48,14.9,0.04,0.67,3.16,        716.9039,1316.3,,6.7,-30.24,28.6,4.04,0.0495,0.09,0.05,CoRoT-5,Mon,F9V,1.0,1.19,6100.0,1.7473450000000001,6.9,400.0,6.7519,0.8153,1,0,0.973,2.274,-2.42,11.74,-0.05,0.08,0.06,0,0,1,Primary Transit,      2008.00
CoRoT-6 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,941.1,13.06,0.42,5.52,8.49,        178.2612,929.2,,397.7,-28.44,25.02,8.89,0.0855,0.1,0.09,CoRoT-6,Oph,F9V,1.05,1.02,6090.0,1.296602,,,18.7383,6.6633,1,0,0.838,1.9609999999999999,-2.34,9.46,3.65,0.09,0.07,0,0,1,Primary Transit,      2009.00
CoRoT-7 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.74,1.52,1.34,2.04,1.76,        1842.386,1664.6,1706.5,6.4,-26.3,2.89,0.85,0.0172,0.12,0.02,CoRoT-7,Mon,K0V,0.93,0.87,5313.0,0.5411130000000001,1.5,150.0,6.7303,-1.0628,2,0,0.5670000000000001,1.355,-2.4,-0.38,-0.9,0.28,0.28,0,0,1,Primary Transit,      2009.00
CoRoT-7 c,Hot,Neptunian,gas,metals-rich,non-habitable,13.56,4.08,0.2,0.81,1.82,        257.5857,1017.9,,2.7,-26.31,7.77,3.7,0.046,0.12,0.05,CoRoT-7,Mon,K0V,0.93,0.87,5313.0,0.5411130000000001,1.5,150.0,6.7303,-1.0628,2,0,0.5670000000000001,1.355,-2.32,2.98,-0.63,0.21,0.24,0,0,1,Radial Velocity,      2009.00
CoRoT-8 b,Hot,Jovian,gas,metals-rich,non-habitable,68.62,6.37,0.26,1.69,3.28,        89.25756,783.1,,18.2,-26.12,12.14,6.21,0.063,0.0,0.06,CoRoT-8,Aql,K1V,0.88,0.77,5080.0,0.354263,3.0,380.0,19.4392,1.4267,1,0,0.46399999999999997,1.119,-2.23,3.79,0.54,0.18,0.14,0,0,1,Primary Transit,      2010.00
CoRoT-9 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,267.07,10.53,0.23,2.41,5.04,        4.834177,376.5,,61.1,-24.04,20.11,95.27,0.407,0.13,0.4,CoRoT-9,Ser,G3V,0.99,0.94,5625.0,0.793662,4.0,460.0,18.7192,6.2042,1,0,0.675,1.5959999999999999,-1.58,6.79,3.27,0.11,0.25,0,0,1,Primary Transit,      2010.00
CoRoT-10 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,874.34,10.86,0.68,7.41,8.97,        39.35395,600.8,,596.2,-26.56,20.76,13.24,0.1055,0.53,0.09,CoRoT-10,Aql,K1V,0.89,0.79,5075.0,0.37144,3.0,345.0,19.4042,0.7461,1,0,0.47600000000000003,1.147,-2.09,7.28,5.0,0.1,0.11,0,0,1,Primary Transit,      2010.00
CoRoT-11 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,740.8,16.02,0.18,2.89,6.8,        1418.954,1563.6,,133.6,-31.14,30.81,2.99,0.0435,0.0,0.04,CoRoT-11,Ser,F6V,1.27,1.36,6343.0,2.686251,2.0,560.0,18.7125,5.9378,1,0,1.189,2.766,-2.45,12.0,1.6,0.07,0.06,0,0,1,Primary Transit,      2010.00
CoRoT-12 b,Hot,Jovian,gas,metals-rich,non-habitable,291.55,16.13,0.07,1.12,4.25,        720.3788,1318.7,,20.3,-30.42,31.03,2.83,0.0402,0.07,0.04,CoRoT-12,Mon,G2V,1.08,1.12,5675.0,1.158995,6.3,1150.0,6.7178,-1.2964,1,0,0.813,1.921,-2.4,12.09,0.53,0.07,0.06,0,0,1,Primary Transit,      2010.00
CoRoT-13 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,415.87,9.91,0.43,4.23,6.48,        439.5414,1166.5,,177.6,-28.82,18.92,4.04,0.051,0.0,0.05,CoRoT-13,Mon,G0V,1.09,1.01,5945.0,1.143247,1.64,1310.0,6.8481,-5.0864,1,0,0.794,1.864,-2.39,6.07,1.94,0.13,0.09,0,0,1,Primary Transit,      2010.00
CoRoT-14 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2416.34,12.21,1.33,16.21,14.07,        2390.243,1781.4,,3209.1,-31.12,23.36,1.51,0.027,0.0,0.03,CoRoT-14,Mon,F9V,1.13,1.21,6035.0,1.742487,4.2,1340.0,6.895,-5.5361,1,0,0.975,2.283,-2.45,10.87,4.71,0.08,0.07,0,0,1,Primary Transit,      2010.00
CoRoT-15 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,20157.4,12.54,10.21,128.1,40.09,        1405.497,1559.9,,205854.7,-30.6,24.01,3.06,0.045,0.0,0.04,CoRoT-15,Mon,F7V,1.3,1.06,7300.0,2.846131,,,6.4744,6.1862,1,0,1.17,2.696,-2.47,46.94,17.89,0.02,0.07,0,0,1,Primary Transit,      2010.00
CoRoT-16 b,Hot,Jovian,gas,metals-rich,non-habitable,170.1,13.1,0.08,0.99,3.6,        359.1192,1085.5,,12.9,-29.27,25.1,5.35,0.0618,0.33,0.06,CoRoT-16,Sct,G5V,1.1,1.19,5650.0,1.294725,6.73,840.0,18.5683,-6.0025,1,0,0.86,2.0340000000000003,-2.36,9.73,0.35,0.09,0.07,0,0,1,Primary Transit,      2010.00
CoRoT-17 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,772.59,11.42,0.52,5.92,8.22,        1158.590,1486.4,,400.4,-30.18,21.84,3.77,0.0461,0.0,0.05,CoRoT-17,Sct,G2V,1.04,1.59,5740.0,2.462247,10.7,920.0,18.5797,-6.6122,1,0,1.18,2.784,-2.41,7.7,2.39,0.11,0.08,0,0,1,Primary Transit,      2010.00
CoRoT-18 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1103.25,14.67,0.35,5.13,8.67,        905.8071,1396.0,,385.4,-30.47,28.16,1.9,0.0295,0.08,0.03,CoRoT-18,Mon,G9V,0.95,1.0,5440.0,0.785752,,870.0,6.5447,0.0314,1,0,0.679,1.615,-2.39,11.26,2.75,0.08,0.06,0,0,1,Primary Transit,      2011.00
CoRoT-19 b,Hot,Jovian,gas,metals-rich,non-habitable,352.91,14.45,0.12,1.69,4.94,        1253.567,1515.3,,41.3,-30.78,27.73,3.9,0.0518,0.05,0.05,CoRoT-19,Mon,F9V,1.21,1.65,6090.0,3.3599040000000002,5.0,800.0,6.4689,0.1706,1,0,1.35,3.156,-2.44,10.38,0.72,0.09,0.06,0,0,1,Primary Transit,      2011.00
CoRoT-20 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1348.07,9.41,1.62,15.23,11.97,        134.8913,810.2,,2182.4,-27.62,17.95,9.24,0.0902,0.56,0.07,CoRoT-20,Mon,G2V,1.14,0.92,5880.0,0.907768,0.1,1230.0,6.5154,0.2269,1,0,0.711,1.67,-2.29,6.42,5.94,0.1,0.1,0,0,1,Primary Transit,      2011.00
CoRoT-21 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,718.54,14.56,0.23,3.39,7.02,        2884.188,1867.0,,167.3,-31.71,27.95,2.72,0.0417,0.0,0.04,CoRoT-21,Mon,F8IV,1.29,1.95,6200.0,5.015286,4.1,,6.7368,-0.2991,1,0,1.6380000000000001,3.822,-2.46,10.6,1.41,0.08,0.06,0,0,1,Primary Transit,      2011.00
CoRoT-22 b,Hot,Neptunian,gas,metals-rich,non-habitable,12.2,4.88,0.11,0.51,1.58,        170.6929,919.8,,1.3,-26.24,9.28,9.76,0.092,0.08,0.09,CoRoT-22,Ser,G0IV,1.1,1.14,5939.0,1.440456,3.3,592.0,18.7111,6.225,1,0,0.892,2.093,-2.33,4.45,-0.72,0.16,0.16,0,0,1,Primary Transit,      2011.00
CoRoT-23 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,890.23,12.1,0.5,6.08,8.58,        1254.713,1508.9,,447.8,-30.41,23.14,3.63,0.0477,0.16,0.05,CoRoT-23,Ser,G0V,1.14,1.61,5900.0,2.8180560000000003,7.2,600.0,18.6522,4.3578,1,0,1.251,2.937,-2.43,8.47,2.52,0.1,0.07,0,0,1,Primary Transit,      2011.00
CoRoT-24 b,Hot,Superterran,gas,metals-rich,non-habitable,5.72,3.7,0.11,0.42,1.24,        127.0374,855.3,,0.6,-25.31,7.03,5.11,0.056,0.0,0.06,CoRoT-24,Mon,K1V,0.91,0.86,4950.0,0.398389,11.0,600.0,6.795,-3.7194,2,0,0.496,1.2009999999999998,-2.25,3.79,-0.91,0.18,0.19,0,0,1,Primary Transit,      2011.00
CoRoT-24 c,Hot,Neptunian,gas,metals-rich,non-habitable,27.98,4.93,0.23,1.15,2.38,        41.48158,646.6,,6.5,-24.72,9.38,11.76,0.098,0.0,0.1,CoRoT-24,Mon,K1V,0.91,0.86,4950.0,0.398389,11.0,600.0,6.795,-3.7194,2,0,0.496,1.2009999999999998,-2.13,3.15,0.08,0.21,0.18,0,0,1,Primary Transit,      2011.00
CoRoT-25 b,Hot,Jovian,gas,metals-rich,non-habitable,85.84,12.1,0.05,0.59,2.66,        506.1459,1208.4,,4.2,-29.41,23.14,4.86,0.0578,0.0,0.06,CoRoT-25,Oph,G0V,1.09,1.19,6040.0,1.690953,5.2,1000.0,18.7086,6.5139,1,0,0.96,2.248,-2.4,9.82,-0.25,0.09,0.08,0,0,1,Primary Transit,      2012.00
CoRoT-26 b,Hot,Jovian,gas,metals-rich,non-habitable,165.33,14.11,0.06,0.83,3.42,        1014.546,1437.8,,9.7,-30.5,27.07,4.2,0.0526,0.0,0.05,CoRoT-26,Oph,G8IV,1.09,1.79,5590.0,2.8070049999999998,8.6,1670.0,18.65,6.97,1,0,1.271,3.011,-2.4,10.78,0.02,0.08,0.06,0,0,1,Primary Transit,      2012.00
CoRoT-27 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,3303.4,11.28,2.3,25.97,17.11,        560.8555,1238.8,,7606.4,-29.37,21.56,3.58,0.0476,0.07,0.05,CoRoT-27,Ser,G2,1.05,1.08,5900.0,1.268076,4.21,,18.5664,5.5386,1,0,0.8390000000000001,1.97,-2.4,11.16,7.66,0.07,0.08,0,0,1,Primary Transit,      2012.00
CoRoT-28 b,Hot,Jovian,gas,metals-rich,non-habitable,153.88,10.7,0.13,1.35,3.79,        575.0889,1247.1,,19.4,-29.28,20.43,5.21,0.059,0.05,0.06,CoRoT-28,Ser,G8/9IV,1.01,1.78,5150.0,1.9996720000000001,12.0,560.0,18.5792,5.5739,1,0,1.099,2.6430000000000002,-2.35,7.43,0.35,0.11,0.08,0,0,1,Primary Transit,      2012.00
CoRoT-29 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,270.25,10.08,0.26,2.66,5.18,        366.9896,1113.7,,71.3,-28.66,19.25,2.85,0.039,0.08,0.04,CoRoT-29,Oph,KOV,0.98,0.9,5260.0,0.556311,4.5,765.0,18.5936,6.4797,1,0,0.5770000000000001,1.38,-2.34,6.35,1.27,0.13,0.09,0,0,1,Primary Transit,      2012.00
CoRoT-30 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,902.95,11.42,0.61,6.92,8.89,        108.0663,821.4,,546.9,-27.6,21.84,9.06,0.084,0.01,0.08,CoRoT-30,Oph,G3V,0.98,0.91,5660.0,0.762497,3.0,960.0,18.5067,6.8358,1,0,0.66,1.56,-2.28,7.85,4.27,0.1,0.09,0,0,1,Primary Transit,      2017.00
CoRoT-31 b,Hot,Jovian,gas,metals-rich,non-habitable,267.07,16.35,0.06,1.0,4.04,        1004.513,1434.2,,16.3,-30.81,31.47,4.63,0.0586,0.02,0.06,CoRoT-31,Mon,G2IV,1.25,2.15,5370.0,3.4487669999999997,4.7,2190.0,6.3214,-4.4222,1,0,1.4269999999999998,3.404,-2.38,12.38,0.33,0.07,0.06,0,0,1,Primary Transit,      2017.00
CoRoT-32 b,Hot,Neptunian,gas,metals-rich,non-habitable,47.69,6.38,0.18,1.17,2.73,        141.0992,878.1,,8.7,-26.62,12.15,6.72,0.071,0.0,0.07,CoRoT-32,Mon,G0VI,1.09,0.79,5970.0,0.711281,,,6.6797,9.2575,1,0,0.626,1.4669999999999999,-2.32,4.27,0.05,0.17,0.13,0,0,1,Primary Transit,      2017.00
CoRoT-33 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,18822.05,12.32,10.07,124.01,39.09,        176.6853,928.0,,189453.1,-28.3,23.58,5.82,0.0579,0.07,0.06,CoRoT-33,Ser,G9V,0.86,0.94,5225.0,0.5908680000000001,4.6,,18.6428,5.6247,1,0,0.595,1.4269999999999998,-2.29,42.8,23.06,0.02,0.08,0,0,1,Primary Transit,      2015.00
CT Cha b,Cold,Jovian,gas,hydrogen-rich,non-habitable,5404.98,24.64,0.36,8.9,14.81,    1.585121e-06,9.0,,1952.8,-9.6,48.24,,440.0,0.0,440.0,CT Cha,Cha,K7,,0.7,5150.0,0.30688000000000004,0.002,165.0,11.0692,-76.4553,1,0,0.431,1.035,1453.04,34.29,93.5,0.0,0.04,0,0,1,Imaging,      2008.00
CVSO 30 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1971.23,21.39,0.2,4.31,9.6,        4829.673,2123.9,,396.9,-33.11,41.56,0.45,0.0084,0.0,0.01,CVSO 30,Ori,M3 PMS,0.39,1.39,3740.0,0.339161,0.003,330.0,5.4189,1.5733,1,0,0.475,1.217,-2.26,19.95,2.3,0.05,0.04,0,0,1,Primary Transit,      2012.00
DE0823-49 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,10015.11,10.21,9.4,96.04,31.32,     0.001519336,49.0,,94191.8,-15.24,19.5,247.75,0.36,0.36,0.34,DE0823-49,Vel,,0.04,0.1,2150.0,0.000184,0.1,20.69,8.3842,-48.7997,1,0,0.011000000000000001,0.03,36.18,19.58,82.9,0.01,0.04,0,0,1,Imaging,      2013.00
DH Tau b,Cold,Jovian,gas,hydrogen-rich,non-habitable,3497.34,11.52,2.29,26.36,17.42,    2.145675e-07,5.5,,8002.9,-5.75,22.03,,330.0,0.0,330.0,DH Tau,Tau,M0.5V,0.37,0.35,3840.0,0.023366,0.001,,4.495,26.5494,1,0,0.124,0.317,3418.02,11.75,142.13,0.0,0.06,0,0,1,Imaging,      2005.00
DP Leo b,Cold,Jovian,gas,hydrogen-rich,non-habitable,1923.54,11.68,1.21,14.09,12.83,     0.003669930,60.8,,2320.3,-16.51,22.34,10230.0,8.19,0.39,7.54,DP Leo,Leo,AM Her,0.69,0.17,9790.0,0.226671,,,11.2878,17.9614,1,0,0.33,0.7609999999999999,36.26,9.54,29.27,0.02,0.08,0,0,1,Pulsar,      2009.00
DW Lyn b,,Jovian,gas,,non-habitable,1774.11,11.68,1.11,13.0,12.32,             ,,,1973.3,,22.35,,1148.0,0.0,1148.0,DW Lyn,Lyn,SdB D,,,,,,,7.1194,60.6473,1,0,,,,9.31,,,,0,0,1,Radial Velocity,      2013.00
DW Uma b,Cold,Jovian,gas,hydrogen-rich,non-habitable,3198.48,11.57,2.07,23.91,16.63,      0.03693274,111.7,,6610.9,-18.92,22.12,4967.0,5.8,0.0,5.8,DW Uma,UMa,M3,1.06,2.53,3840.0,1.242417,,,10.5647,58.7819,1,0,0.907,2.314,5.95,11.35,28.69,0.03,0.1,0,0,1,Other,      2016.00
EPC 212069861 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.57,2.65,0.19,0.51,1.16,        2.646324,324.9,,0.7,-20.37,5.05,30.95,0.1641,0.0,0.16,EPC 212069861,Cnc,M,0.61,0.59,3880.0,0.071262,,156.0,8.9629,21.4536,1,0,0.217,0.5529999999999999,-1.32,2.44,-0.49,0.26,0.55,0,0,1,Primary Transit,      2017.00
EPIC-206011691 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.31,1.59,1.07,1.7,1.65,        16.15000,510.7,551.3,4.6,-21.22,3.02,9.32,0.0731,0.0,0.07,EPIC-206011691,Aqr,M0,0.64,0.6,4043.0,0.086299,,65.0,22.6869,-14.489,2,0,0.23800000000000002,0.601,-1.91,-0.15,-0.32,0.34,0.35,0,0,1,Primary Transit,      2015.00
EPIC-206011691 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.68,1.92,1.24,2.37,2.13,        8.198087,431.1,475.2,10.7,-20.89,3.64,15.5,0.1026,0.0,0.1,EPIC-206011691,Aqr,M0,0.64,0.6,4043.0,0.086299,,65.0,22.6869,-14.489,2,0,0.23800000000000002,0.601,-1.75,-0.14,0.25,0.36,0.4,0,0,1,Primary Transit,      2015.00
EPIC-210490365 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.97,3.43,0.2,0.68,1.52,        9.273277,438.4,,1.6,-22.33,6.52,3.48,0.0299,0.27,0.03,EPIC-210490365,Tau,M4.5,0.29,0.29,3180.0,0.007984,,45.7,4.2183,15.2478,1,0,0.073,0.193,-1.72,2.7,-0.34,0.24,0.31,0,0,1,Primary Transit,      2015.00
EPIC 201128338 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.29,2.81,0.19,0.54,1.24,        2.859792,331.3,,0.8,-20.58,5.34,32.65,0.1735,0.0,0.17,EPIC 201128338,Vir,M0.0V,0.65,0.63,3940.0,0.086086,,112.0,12.1089,-5.8274,1,0,0.23800000000000002,0.605,-1.35,2.48,-0.42,0.26,0.52,0,0,1,Primary Transit,      2017.00
